,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600010.SH,X601600.SH,X600886.SH,X600660.SH,X600188.SH,X600362.SH,X601991.SH,X600795.SH,X600352.SH,X600801.SH,X600688.SH,X002271.SZ,X000786.SZ,X600111.SH,X600027.SH,X601992.SH,X000723.SZ,X600176.SH,X002466.SZ,X002353.SZ,X002460.SZ,X600299.SH,X600516.SH,X600583.SH,X000898.SZ,X600489.SH,X601158.SH,X000883.SZ,X600426.SH,X000709.SZ,X600612.SH,X600219.SH,X000792.SZ,X000027.SZ,X000553.SZ,X000629.SZ,X000630.SZ,X000825.SZ,X000539.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0484097454444035,0.128096970036642,0,0,-0.0218647943651857,0,0,0,0,0,0.028194477046788,0,0.129949587731974,0,0,0,0.050659864908787,0,0,0,0,0.0370875210932049,0,1.73472347597681e-18,0.00929099912688146,0.0969147692545773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0126156039142106,-0.0138660565054358,0,0,0,0.0104443269435325,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0362264338836124,0,0,0,0,0,0.0435665836673789,0,0,0,0.107471928722675,0,0,0,0,0,0,0,0.091788004328521,0,0,0.00673498130808476,0,0,0,0.0413124836377211,0,0,0,0,0,0,0,0,-0.015162357875613,0,0,0,0,0,0,-0.0394296468506865,0,-0.00326450986801517,0.0162747347061124,0,0,0,0.0159972196115876,0,0
X601088.SH,0,0,0,0.19927847180252,0,0,0,0,0.0618339243872477,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.137303394966132,0,-0.083268443020108,0,0,-0.0192281350386221,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.169942500724038,0,-0.0449794954411344,0.0697592492449954,0,0,0,0,0,0,0,-0.00311856931280288,-0.065466671056718,0,0,0,4.33680868994202e-19,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0375021379119293,0,0,0,0,0,0,0,0,0,0,0.299973290628025,0,0,0.0402177236615992,0,0,0,-0.00207906954417303,0.0382622896580179,0.0251505254237059,0,0,0,0.00124057898498125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00839208801279647,0,0,0,-0.00503455031363804,0,0
X600309.SH,0,0,0,0,0,0,0,0.0435182803451655,0,0,0,0,0,0,0,0,0,0,0.00268331172036286,0.144281611322315,0,0,0,0,0,0,0,0.125442014225305,0.0508376077387525,0,0.0860981205135524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157217150319112,-0.0183292189843511,0,0,0,0.0105658318991558,0,0
X600019.SH,0,0,0.166744787787559,0,0,0,0,0,0.0477963527197409,0,0,0,0,0,0,0,0,0,0.00779324590490299,0,0,0.0548729574731852,0,0,0,0,0,0,0,0,0,0,0,0.0266318566252008,0,0,0,0,0,0,0,0,0,0,0.0272880704950295,0,0,0,0,0,0,0.00695731739014395,0,0,0,0,0.0216239281088161,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418435734833749,0,0,0,0,0,0.0209376149166695,-0.0905552602238611,0,0,0,0,0,0,0.99251046916059,0,0,0,0,0.234250974038079,0,0.0430928004771486,0,0,0,0,0,0,0,0,-0.0358053420285863,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.03451356061102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112050926674119,0,0,0.291393342819271,0,0,0.0722860222714732,0,0.0114671674739003,0.041250212129723,0,0,0.0986278612068889,0,0,0,0,0,0,-0.0344610900011898,0,0.0946841789190477,0,0.0544976479064978,0,0,0,0,0.109750003894506,0,0,0,0,0,0,-0.0322852467239231,0,0
X000708.SZ,0,0,0.42758859483638,0,0,0,0.128596554635354,0,0,0.0254537997966643,0.387256040294685,0,0.0106273388478826,0,0.209801551008651,0,0,0,0.12813553308861,0.0852879266692137,0,0,-0.0506365346459376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05795266143798,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175538343989766,0,0,0,0,0,0,0,0,0,0,0,0,0.0890883069688738,0,0,0,0.172360617019888,-0.0784254599102986,0,0,0,0,0,-0.00826814829811463,0,0,0,0,0,0.0931175837327418,0,0,0,0,0,0,-0.000804462569666514,-0.0676634259500671,0,0,0,0.0140967416566811,0,0
X600010.SH,0,0,0,0,0,0,-0.0280585408302422,0,0.180814413096166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0932700173789279,0,0.0300996264115323,0,0,0,0.0231487625505429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266664572703185,0,0,0,0,0.0763864297788199,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0047946967483311,0,0,0,0,0.060023339545659,0,0,0,0,0,0,0,0.0266407651193947,0,0,0,0.0743539748458237,0.138594731287761,0,0.0126953141596879,0,0.0189382808237041,0,0,0,0,0,0,0,0,0,-0.012067594675023,0,0,0.228576718325158,0,0,0,0,0.0434432091843893,0,0,0.0139305763693734,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,-0.154012196474393,0,0.11383269578702,0.117904188511671,0,0,0,0,0,0,0,0,0,0.144018549118923,0,0,0,0,0,0,0.0802815631715687,0.0783559209701908,0.0604551879563091,0,0,0,-0.190015041214389,0.062695549132945,0,0,0,0,-0.0412897843373226,0,0,0,0,0,0,0,0,0,0,0.226044468750576,0,-0.0282789679181394,-0.0242353938747824,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0.000564761271344914,0,0,0,0,0,0,-0.214544077959027,0,0,0,0,0,0,0,0.0772823940430865,0,0,0,0,0,0.0496212676028453,-0.0445054928005668,0,0,0,0,0,0,-0.00413046138682559,0,0,0,0,0,0,0,0,0,0,0.0142627073626285,-0.00491808331809748,0,0,0,0.0237666521776139,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.0209001842064323,0,0,0,0,0,0,0,0,0,0,0,0,0.0666581060959549,0,0,0,0.0241554987440805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246985750688378,0,0,0,0,0,0.0470334804222228,0,-0.00944484786625487,-0.00812479055235363,0,0,0,0.0311371076819268,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0470548726448338,0,0,0,0,0,0,0,0,0,0,0,0,0.0304321888033757,0,0,0,0.0990954735201684,0.0632184843394534,0.0276520239186197,0,0,0,0,0.125910242266422,0,0,0.0695010006852072,0,0,0,0,0,0,0,0,0,0,0,0,0.0284367501623352,0,0,0,0.00246245386268588,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0617769154459842,0,0,0,0,0,0,0,0,0,0,0,0,0.0609312636335258,0,0,0,0,0.000437936776051703,0.0858370019392489,0.0651494580404444,0.0498775168943013,0,0.0892527697665979,0.04571609428609,0,0,0,0,0,0,0,0,0,0,0,0,0.00795535923014669,0,0,0,0.0423841805867688,0,0,-4.33680868994202e-19,0,0,0,0.0265056567588496,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.0219592315907617,0,0,0,0.0278374688967759,0,0,0,0,0,0,0,0,-0.0153735705187897,0,0,0,0,0.092993258080024,0.0285401113273823,0,0.0609996679907153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376499943774653,0,0,0,0,0.0132220558947005,0,0.0196517511117629,-0.0517122718695577,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0.00584582794756638,0,0,0,-0.12091876372931,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270719586481405,0.091344364633892,0,0.0783303134752483,0,0.00957572783650818,0,0,0,0.169874289435696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,-0.012958227394451,0,0
