,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X600011.SH,X600660.SH,X002271.SZ,X002460.SZ,X600886.SH,X000786.SZ,X600010.SH,X601898.SH,X600362.SH,X600801.SH,X601600.SH,X600176.SH,X600352.SH,X600489.SH,X600188.SH,X601991.SH,X600426.SH,X600795.SH,X600111.SH,X600688.SH,X002080.SZ,X600027.SH,X600299.SH,X601992.SH,X002466.SZ,X000301.SZ,X000932.SZ,X600803.SH,X002075.SZ,X600529.SH,X600219.SH,X300037.SZ,X002353.SZ,X000027.SZ,X600486.SH,X000883.SZ,X600315.SH,X000898.SZ,X601158.SH,X000723.SZ,X000878.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193025909695425,0,0,0,0,0,0,0,0,0,0,0,0,0.0187871084253778,0,0,0,0,-0.00886212183420453,0.0811208764403241,-0.00698043879117489,0.0133046721335829,0.134040845964708,0,0,0,0,0,0,0.0160878947631367,0.0560958005250774,0,0,-0.013368601338668,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.00951645061925366,0,0,0,0,0.0380946723551326,0,0,0,0,0,0,0,0,0,0.0525658800566991,0,0,0.0160487098107263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286006418495225,0,0,0,0,0,0,-0.00468774241852996,0,0,0,0.022536971043604,0,0,-0.00601913113823557,-0.00280728707331269,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.097933650756012,0,0,0,0,0,0,0,0,0.0233714695465226,0,0.301400007037791,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110222326324819,0,-0.0201491574753675,0,0,0,0,0,0,0,0,0,0,0.00606475947488639,0,0,0.000444551779286477,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0646398126982604,0,0,0,0,0.0550611071929023,0,0,0.147479592585351,0,0,0,0,0,0,6.93889390390723e-18,0,0.00359256853489844,0,0.0394995937003284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124847899468022,0,0,0,0.0361260103355873,0,0,2.16840434497101e-19,-0.00911960666768473,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.224447590797233,0,0,0,0,0.0542079798010125,0,0,-0.175942329052958,0,0,0,0,-0.15253556536557,0,0.252994645839729,0,0,0.306969562850529,0,0,0,0,0,0,0,0.0938695448769136,0,0,0,-0.0149203271125618,-0.0667964407886874,0,0.0726840624242437,0,0,0.0176581668284346,0,0.189340577456666,0,0,-0.0726630384690103,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,-0.0418050551383477,0,0.0181234497904111,0,0,0.0280418751625854,0,0,0,0,0.0767454157728022,0,0,0,0,0,0,0,0,0,0,0,0,0.0378553096587877,0,0,0,0,0,0,0,0,0.0769613822012913,0,0,0,0,0,0,0.274140930542073,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530511226232708,0,0,0,0,0.146902881321635,0,0,0,0.0691120891191269,0,0,0,0,0,0,0.0182685178662126,0,0,0,0,0,0,0.0734588121415997,0,0,0,0,0,0,-0.0289543560677013,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.181146156453296,0,0.0787870707934523,0.0688637013487516,0,0,0,0.115109750762835,0,0,0,0,0,0,0,0,0,0,0,0,0.00774362815983179,0,0,0,0,0,0.0257752417134298,0,0,0,-0.0519970609523796,0,0,0,0,0,0,0,0.11763370241695,0,0,0,0,0,0.0199954947014544,-0.00927668014060874,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.145061131009397,0,0,0,-0.14856146025756,0,0.0802419548357597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587163270799105,0.136246930454394,0,0.0169129465042689,0,0,0,0,0,0,-0.0950298447487052,0,0,0,0,0,0,0,0.114464644146792,0.158434767438814,0,0,-0.115448885386412,0.120741846594838,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0826182117409591,0,0,0,0.121360079420503,0,-0.0682711607581568,0.04505913088572,0,0,0,0,0,0,0,0,0,0,0,0.0553139854507653,0,0,0.241921078490598,0.0700150280354013,0,0,0,0,0,0,0,0,0,0,0,0.0395601178023616,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,-0.0120747650613262,0,0,0.0121719404268774,0,0,0,0,0,0,0,0,0,0.078269897851287,0,0,0,0,0.0875654484350783,0,0,0,0,0,0,0,-0.0705941258120351,0,0,0.20484725816037,0,0,0,0.406060952650988,0,0,0.156007518167682,0,0.0289685887204172,0,0,0,0,0,0,0.02890658760626,0.052004780763103,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.0414252680134722,0.109275251509403,0,0,0,0,0,0,0,0,0,0.096508149274993,0,0,0,0,0,0.0755353249344312,0,0.120505417559749,0,0.0102652513452068,0,0.207890630797284,0,0,0.00331242840003742,0,0,0,0.20212986320521,0.179133452485865,0,0,0,0,0,0,0,0.0483164530871355,0,0,0,-0.0746862878993301,0,0,0,0,0,0
X600886.SH,0,0,0,0,-0.0680586894220555,0,0,0,0,0,0,0.10487299955732,0,0.0321437659505078,0,0,0,0,0,0,0,0,0.141875321751798,0,0,0.0269387922217624,0,0,0,0,0,0,0,0,0,0.0513319751889467,-0.0371440737813572,0,0,-0.0674796774600551,0,0,0,0.18377270210817,0,0,0,0,0,0,0,0,0.00526597131767654,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0.106916535870808,0,0,0,0,0,-0.0722955702135365,0,0,0,0,0.0912025661415877,0,0,0,0,0.249503719631256,0,0,0,0,0,0,0,-0.0929390747294839,0,0,0,0,0.302055430130636,0,0,0.0286484897237094,0,0,0,0,0,0,0,0,0,0,0.00201570268753684,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.00521772030319259,0,0,0,0,0,0,0.215343902298494,0,0,0,0,0.0219736294898639,0,0,0.014869263535131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184027971916962,0.392222458645934,0,0.0382885237505732,0,0.032928470723831,0,0,0.000786558655293483,0,0,0,0,0,0
X601898.SH,0,0,0,0.0587980457016305,0.0830782239560445,0,0,0,0,0,0,0.0400125343396361,0.0716731455121062,0,0,0,0,0,0,0,0,0,0.257202408029166,0.00605027711836984,0.0188208641748617,0,0.00906260614060763,0,0,0,0,0,0.0341073916665837,0,0,0,0,0,0,0,0,0,0,0,0.00657439378792069,0,0,0,0,0,0,0.00958417935132783,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0.0434653591439962,0,0.0256748719871009,0.0186638610649553,0,0,0,0,0,0.055110936780866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183992706363716,0.572942463329808,0,0,-0.0292172798028912,0,0,0,0,0,0,0
X600801.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420175007531126,-0.0684268893736536,0,0,0,0,0.0212612227273641,0,0,0,0,0.0844574911493662,0,0,0,0,0,0,0,0,0,-0.0186963960265316,0,0,0.0839855335987224,0,0.12827933404799,0,0,0,0,0,0,0,0,0,0,0,-0.00821743187115247,0.0323715003942294,0,0,0,0.0148531787799518,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0473432642634278,0,0,0.249352247060003,0,0,0,0,0.0549812233178299,0,0,0,0,0.0628146226222685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227785707375117,0,0,0,0,0,0,0,0,0.141117853510859,0.0264556702743621,0,-0.0158782112341007,-0.00634558548360012,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,-0.0495737136903598,0.119763410131803,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0973806522207801,0,-0.200140620195676,0,0.230246770405044,0,-0.065808788511594,0,0,0,0,0,-0.0158623567116899,0,0,0,0.0718559476941013,0,0,0,0,0,0,0,0.334353924260567,0,0,0.0183207160219053,0.0116136132446665,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,-0.0201859483092887,0,0,0.221392506895016,0,0,0,0,0,0,0,0.0752206781677006,0,0,0,0,-0.0071298378510382,0,0.255037059176389,0,0,0,0,0,0,0,0,0,0,0.169834438437206,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.00690865691023187,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0.911332019697695,0,-0.0976774148684282,0.0209743132479705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141812623396714,0,0,0,0,0,0,0,0,0,0.0667411088597632,0,0,0,0,0,0,0,0,0.0994031675177103,0,0,-0.0176605121176111,-0.0119597164848833,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.0294378726496686,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.431131670259145,0,0,0,0,0,0,0,0,0,0,-0.0118103806637959,0,0,0,0,0,0.0805104883656756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262945671828968,0,0,0,-3.46944695195361e-18,0.0249255189195051,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0.119967581742657,0,0,0.306271337014746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582802201167031,0,0.0282043751653801,0,0,0,0,0,0,0,0,0,0,0,0.00498088430794233,0,0,0,0,0,0,0.00346701294662257,0,0,0,0,0,0,0
X600426.SH,0,0,0,0.595828601962818,0.0785528947725644,0,0,0,0,0,0,0.190715557839975,0,0.0163876080178307,0,0,0,0.112673692181786,0,0,0,-0.0344820170880743,0,0,0,0,0,0,0.0836326635240746,0,0.0892740986459075,0,0,0,0,0,0,0.0727330541962182,0,0,0,0,0.0272737839197081,0,0,0,0,0,0,0,0,0,-0.00172415686648985,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,-0.0445091108088549,0,0,0,0,0,0.137959884683441,0,0,0,0,0.0729147198148309,0,0,0,0.129330986554438,0,0,0,0,-0.00459833328065589,0,0,0,0.105061456159081,0,0,0.0503221810072915,0,0,0,0,0,0.0959249911893649,0,0,0,0,0,0,0,0,0,0,-0.00507362631034765,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.255000737159209,0,0,0,0.023648207040984,0.0145145772630169,0,0,0,0,0,0,0,0,0.447668826474577,0,0,0.0589568662041672,0,0,0,0,0,0,0,0,0.037148221262447,0,0,0,0.0202039463624091,0,0,0,0,0,0,0,0,0,0,0,0.0368441959214806,0,0,-0.00709120813712462,-0.0315488419266552,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0.0416916873546075,0,0,0.116982232024198,0,0,0,0,0.0440814819643542,0,0,0,0.0565800005681191,0,0.0802792624476424,0.0212080728104401,0,0,0,0,0,0.00813448651218462,0,0,0,0.00416850619727165,-0.0495863586620794,0.0778168335795435,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135737141421481,0,0.12312754796297,0,0,0,0
X002080.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217175440685116,0,0,0,0,0.521902203799191,0,0,0,0,0,0.0703356883769203,0,0,0.135258268970585,0,0,0.12664310787556,0,0,0.0106881146871683,-0.0845189292221042,0,0,0,0,0,0,0,0,0,-0.0386017813517616,0,-0.0208831764745529,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.127091190381375,0,0,0.0422769109620009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164072624318431,0,0,0,0,0.0779552052312643,0,0,0,0.0358055282338442,0,0,0,0,0,0,0,-0.0297458212732541,0,0,0,0,0,0,0.0296998611660773,0,0,0,0,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0.0033014886361234,0,0,0.0906223274944224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171599283247578,0,0,0,0.0546735526403162,0,0,0,0,0.217259479953626,0,0,0,0.193096091275905,0,0,0,0,0,0,0.018491765187392,0,0,0,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0.0582826345989337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161088310582285,0.0450227946753774,0.0356589495194276,0,0,0,0,0.0370394714281432,0,0.00845797717504558,0,0,0,0.137724078599384,0,0,0,0.159487451213004,0,0,0.0582692957244368,0,0,0,-0.0122146239331652,0,0,0,0,0,0
