,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X601898.SH,X600795.SH,X600688.SH,X601991.SH,X300072.SZ,X601600.SH,X600309.SH,X600660.SH,X600547.SH,X600886.SH,X600188.SH,X600362.SH,X600027.SH,X000709.SZ,X600157.SH,X002466.SZ,X600339.SH,X600111.SH,X000898.SZ,X000959.SZ,X601158.SH,X600489.SH,X600299.SH,X600008.SH,X000883.SZ,X600352.SH,X002460.SZ,X600219.SH,X600578.SH,X600176.SH,X000723.SZ,X002271.SZ,X600583.SH,X000630.SZ,X600021.SH,X000408.SZ,X000539.SZ,X000792.SZ,X000027.SZ,X600808.SH,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.246848064236325,0,0,0,0,0,0.0233689570970339,0,0,0,0,0,0.140064692283423,0,0,0,0,0,0,0,0,0,0,-0.000855235853670299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013558697115884,0.00335068465342196,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0.0558349952376422,0,0,0,0.0316341110519093,0,-0.128172073644549,0,0.00828686625656233,0,0,0,0,0,-0.0714729759565712,0,0.110712680623385,0,0,0,0,0,0,0,-0.0531553606820461,0,0,0,0,0.031395692854,0,0,0,0,0,0,0,0,-0.00792978208181021,0,-0.00502837725231847,0.00310178669059013,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680275645661566,0.00417884836661844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0011467979560698,-0.00615045449300944,0,0,0,0,0,0
X600019.SH,0,0,0.0823346992461389,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0915123190765773,0.0366995653474575,0,0,0,0,0.0956793279817706,0,0.313174180909196,-0.0402516189612011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,-0.0142869538628346,0,0,0,0,0,0,0
X600011.SH,0,0,0.147200423025013,0,0,0,0,0.000665548725579175,0,0,0,0.0959026380795343,0,0,0,0,0,0,0,0,0.386651412487105,0.0487381874316191,0,0.0078963545488221,0.070383332244713,0,0,0.0211327459762932,0,0,0,0.0759450940420008,0,0,0,0,0,0,0,0,0,0,0,-0.100020402027148,0,0,0,0,0,0,0.0194158934090534,-0.0154027342866211,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.0453714062320121,0,0,-0.00387751895657385,0,0,0,-0.0723891742055563,0,0,-0.0676121291248329,0,0,0,0,0,0,0,0,0.105108178290424,-0.123241187563389,0,0.0514354716681029,0,0,0,0,-0.0500310284010098,0,0,0.0335098330031224,0,0,0,0,0,0,0,0,0.13368278237976,0,0,0,0,0,0,-0.0145301793122994,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.0123072538228259,0,0.108633878581195,0,0,0,0,0,-3.46944695195361e-18,0,0.00123724895176751,0,0,0,0.0874549525743447,0.12477501692319,0,0,0,0,0.117881686325921,0,0,0,0,-0.0591956808074009,0,0,0,0,0,0,0,0,0,0.133872381485674,0,0,0,0.00514588312903851,0.0143611726935879,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0531060532684608,0,0,0,0,0,0,0,0,0.691381328142209,0,-0.161291938004254,0,0,0,0.229308865177629,0,0,0,0.314863189076267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037676999796429,0,0,0,0,0,0
X601898.SH,0,0,0.0330695663702216,0,0,0,0,0,0,0,0,0,0,0,0.0260809998771833,0,0,0,0,0.200230126656429,0,0,0,0.0841008970900319,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0472372751665956,0,0,0,0.104768398234551,0,0,0,0,0,0,0,0,0,-0.0318800013291354,-0.00372209326361727,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0333220155196935,0,0,0,0,0,0,0,0.0554375945665703,0,0.0281739335340269,0,0.0564318937446315,0.0538606919595043,0,0,0.045947481286658,0.0638463376737724,0,0,-0.0257359302729065,0,0,0,0,0,0,0,0,0,-0.00540492053645088,0,0.0265399052518546,0,0,0,0,0,0,-0.0111500502796578,0.112206274667038,0,0,0,0,0,0,0.00228553546062756,0,0,0,0,0,0
