,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X601991.SH,X600547.SH,X601600.SH,X600660.SH,X600688.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X600027.SH,X000898.SZ,X601992.SH,X600111.SH,X600176.SH,X002466.SZ,X600516.SH,X000709.SZ,X002460.SZ,X600299.SH,X000629.SZ,X002075.SZ,X600808.SH,X600352.SH,X600219.SH,X300072.SZ,X000825.SZ,X600801.SH,X601158.SH,X000553.SZ,X600489.SH,X002110.SZ,X000786.SZ,X600339.SH,X000883.SZ,X600583.SH,X601699.SH,X000301.SZ,X000408.SZ,X000792.SZ,X600426.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.164043433399662,0,0,0,0.0536025382519444,0,0,0,0.10442881495933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279881172870764,0,-3.46944695195361e-18,0,0.131503395459177,0,0.0230150060441799,0,0,0,0,0.0345615759190344,0,0,0,0,0,0
X600028.SH,0.217026196382269,0,0,0,0.247599449601508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0842564822844589,0,0.0570717052219182,0,0,0,0,0,0,0.0110810327463151,0,0,0,0,0,0.0623429540345351,0,0.0877859564665029,0,0,0,0,0,0,0,0.00314567827493789,0,0,0,0,0,0,0
X601088.SH,0.0474088261945587,0,0,0.0641653830673137,0,0,0,0,0.0959187845596847,0,0.0439806485078914,0,0,0,0.203805814057673,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,-0.109443573607516,0,0,0,0,0,0,0,0.0289743986937238,0,0,0,0.0514687651894127,0,0.0362405950594756,0,0,0.0255602093110616,0.0582620460442548,0.158602777105562,0,0,0,0,0,-0.0309270925702501,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.111038063363588,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0746101341445752,0,0,0,0,0.0137025865308999,0,0,0,0,0,0,0,0,0,0,0.50591459822265,0,0,0,0,0,0,0,0,0,0,0,0.121594863821144,0.102809587289083,0,0,0.0101718030595123,0,0,0,0,0,0,0
X600019.SH,0,0,0,0.00107854797899226,0,0,0.0555179440960058,0,0,0,0,0,0,0,0,0,0,0,0,0.546828559168959,0,0,0,0.00524187054692891,0,0,0,0,0,0,0,0.0144455480011377,0,0,0,0.0586682217131941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0170361615348685,0,0,0,0,0,0,0
X600011.SH,0,0,0,0.107929439099257,0,0,0,0.0135739330856066,0,0,0,0,0,0,0,0,0,0,0.714310203574013,0,0,0,0,0.0503533079149597,0,0,0.0325378858258958,0,0,0,0,0,0,0,0,0,0,0,-0.16266268821454,0,0,0,0,0,0,0,0,0.0207183416705242,0,0,0,-0.0105845486999693,0.061054097490278,0,0,0,0,0,0
X600309.SH,0,0,0,0.181749161958406,0,0.105983549455167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,-0.323593970383947,0,0,0,0,0,0.195375673826542,0,0,0,-0.295425151826042,0,0,0,0,0,0,0,0,0,0.365262484881182,0,0,-0.0128212856163107,0.0625292462396819,0,0,0,0,0,0
X600010.SH,0.188962195783206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19142397364872,0,0,0,0,0,0,0,0,0,0,0.0945530135276079,0.0401272793035596,0,0,0,0.0320356810611591,0,0.0240154477266063,0,0,0,0,0,0.101797506991028,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0883011923352022,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.106564110111209,0,0.014082402464111,0,0,0.131674086945094,0,0,0,0,0,0,-0.00355663198436869,-0.0823111951327539,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0262852231223182,0.156882654452807,0,0,0.069105148269973,0.0807383666114823,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0991905329203294,0,0,0,0,0,0,0,0,0,0.039221864076999,0,0,0,-0.0248797562091469,0,0,0,0,0,0,0
