,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600547.SH,X600795.SH,X601600.SH,X600188.SH,X601991.SH,X600027.SH,X600362.SH,X600489.SH,X600157.SH,X600111.SH,X600886.SH,X601992.SH,X600623.SH,X600309.SH,X600660.SH,X300072.SZ,X600299.SH,X002466.SZ,X000792.SZ,X002075.SZ,X601158.SH,X600583.SH,X000723.SZ,X000709.SZ,X000883.SZ,X600352.SH,X000898.SZ,X000983.SZ,X000408.SZ,X600549.SH,X000539.SZ,X002470.SZ,X600176.SH,X000027.SZ,X002460.SZ,X000630.SZ,X600021.SH,X000060.SZ,X002407.SZ,X600612.SH,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0615900908940963,0,0,0,0.0258884892066087,0,0,0,0.00689970411655714,0,0.0415558944413122,0,0,0,0,0,0.0144364689478996,0,0,0,0,0,0.0923825547751175,0.0232573982514462,0,0,0,0,0.00379977393854879,0,0,0,0.00827162582545032,0,0,0,0,0,0,-0.00468953511354256,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0216726633765575,0,-0.0102436594576723,0,0,0,0,0,0,-0.0203819685188804,0,0,0,0,0.0219882209889481,0,0,0.0373764981031648,0,0,0,0,0,0,0,0,0,0,0,0.111574710649578,0.00372461956669743,0.0347590334226887,0,0,0,0,0,0,0,0,0,0,0.0333488919162051,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0344658527229028,0,0,0,0,0.119147542361995,0,0,0,0,0,0.0175332804119338,0,0,0.0580583288335743,0,0,0,0,0.0412042275766605,0.0678136034192409,0,0,0,0,0,0,0.0145873733879633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316688747923006,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.107848051936734,0.162643250608774,0,3.46944695195361e-18,0,0,0,0,0.0864472993928956,0,0,0,-3.46944695195361e-18,0,0,0.149473209123069,0,0,0.0458540186686574,0,0,0,0,0.0375097447392436,0,0,0,0,0,0,0,0,0,0.110987660185491,0.00766374864743321,0,0,-0.0520312106168461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0210211983636361,0,0,0,0,0,0,0,0,0,0,0.479381078308999,0,0,0.0182294782834324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337130838024395,0.0112972382378754,0,0,0,0,0,0,0,0,0,0.0341722734985172,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.167576045753251,0,0,0,0,0,0,0,0.0818054936188737,0,0,0,0,0.0200604910384754,0.00688375611964337,0,0,0.153229676386327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00976119852177214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688345016232552,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,-0.00772761171240346,0,0,0,0,0,0,0,0.0384233518474437,0.031574487664135,0,0,0,0,0,0.094536924168828,0.0918315821234596,0,0,0,0,0,0,0.07869246420257,0,0.0104753297639656,0,0.0295080298586583,0,0.0182441186934151,0,0,0,0.0804668263128792,0,0,0,0,0,0,0,0,0.0101391980140934,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0442836805613395,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0479619451755819,0.0455535759509464,0,0,0,0,0,0,0,0,0,0,0,0.0655157971633168,0,0.169350761542733,0.0450341256895789,0.107522077959501,0,0,0,0,0.0374351379535953,0,0,0.0600475939905183,0,0,0.0398818016592656,0,-0.0185458144989535,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,-0.0301360073058333,0,0,0,0,0,0,0,0.126446560953208,0,0,0,0.0462746405122028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228054679698393,0,0.0192060400450428,0,0,0,0,0.119774804890708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462566541686612,0,0,0,0,0.24773870581488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0659823347903686,0,0,0,0,0.0201204233700574,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,-1.73472347597681e-18,0.0433999341338228,0,0.028878851490845,0,0,0,0,0,0,0,0.00514303813155073,0,0.157528634913939,0,0.0317974291354562,0,-0.0148020761745331,0,0,0,0,0,0,0,0,0,0.020086959001294,0,0,0,0,0.0753874115645453,0,0,0,0,0.0105392657710579,0,0,0,0,0,0,0,0,0,-0.00476391182745832,7.06832456623959e-05,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.125435300251666,0,0,0,0,0.0188079809884469,0,0,0,0,0.185014138125631,0,0,0,0,0,0,0.0081664577755965,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052680488872961,0,0,0,0,0,0,0,0.166637886445811,0,0,0.108554162689278,0,-0.0242816542749442,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709863429964107,0,0,0.0441342974108962,0,0,0,0,0,0,0.09050487394688,0,0,0,0,0,0,0,0.575481346006734,0,0,0,0,0,0,0,0,0,0.10448729015143,0,0,0,0,0.0131862117034188,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.0739888862537688,0,0,0,0.0946037156857488,-0.00939528440818637,0,0,0,0,0,0,0,0.0251750576825532,0.0207003481836993,0,0,0.00512257939236967,0,0,0.0591887282974438,0,0,0,0,0,0,0,0,0,0,0,0.0577488874159797,0,0.031934347527866,0,0,0,0.0186165667810976,0,0,0,0,0,0,0,0,0,0.0326252887513416,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.0344533178098376,0,0,0,0,0.0367654043938647,0,0,0,0,0.194430735068024,0,0.0305667849734924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100334969100426,0.0337780357045953,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0992433046973073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346406010637397,0,0,0,0,0,0,0,0,0.0166616648679932,0,0,0,0,0,0,0,0.248582055739742,0,0.349940032892056,0,0,0,0,0.0129477305996539,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,-0.0516730617379677,0,0.626072339150113,0,0,0,0,0,0.207246005934972,0,0,0,0,0,0,0,0,0,0,-0.0374375327170679,0,0,0,0,0,0,0,0,0,0,-0.0193177367767078,-0.019236675107244,0,0,0,0,0,0,0,0,0,0.210675863978455,0,0,0.0041821636669461,0.170022293906268,0,0,0,0,0,0
