,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X600688.SH,X600188.SH,X601600.SH,X600795.SH,X600362.SH,X600886.SH,X000898.SZ,X002466.SZ,X300072.SZ,X600516.SH,X600547.SH,X600027.SH,X601992.SH,X600111.SH,X600176.SH,X002460.SZ,X000553.SZ,X600352.SH,X002110.SZ,X000786.SZ,X600808.SH,X600299.SH,X600801.SH,X000709.SZ,X600426.SH,X000932.SZ,X000883.SZ,X601158.SH,X601699.SH,X600219.SH,X600339.SH,X601003.SH,X002271.SZ,X000408.SZ,X600583.SH,X000539.SZ,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0591902979974184,0,0,0,0,0,0,0,0,0,0,0.0177965783069013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163455875764843,0,0,0,0,0.0554976152968907,0,0,0.0971040275207202,0,0.0968831394974554,0.0828546090171251,0,0,0,0,0.0687234835970926,0,0.00449965358646376,-0.0114156100617341,0,0,0,0,0,0
X600028.SH,0,0,0.33911423016211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0970485905380446,-0.0252461950182241,0,0,0,-0.0153905629166442,0,0,-0.0177434773084886,0,0,0,0,0,0,0,0,0,0.0324914426416564,0,0.0292776286727725,0,0.04846853438094,0,0.00420622743319213,0.00302323399526196,0,0,0,0,0,0
X601088.SH,0,0.0645071794685309,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.576175823490384,0,0,0.0307303703735495,0,0,0.0388976844341564,0,0,0,0,0,0,0,0,0,0,-0.0908355318196489,0,0,0,0,0,0,0,0,0,0,0,0,-0.00395150469694218,0.029030537751577,0,0,0,0,0,0,-0.00842078488528306,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0428514905998751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839498429846513,0.0890190864262548,0,0,0.168712301398431,0,0,0,0,0,0,0,0.00461102482004729,0,0.0666622569444277,0,0,0,0,0,0.00596389518871208,0.00925338441273928,0,0,0,0,0,0
X600019.SH,0,0,0,0.212199344117295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434332262835908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106937268088552,0,0,0.218110821409204,0,0,0.116936473425626,0,-0.0149262629403412,0,0.0954192426717655,0,0,0,0,0,0.00701818038012084,0.00887326306426365,0,0,0,0,0,0
X600309.SH,0,0,0.0279236174582403,0,0,0,0,0,0,0,0,0,0,0,0,0.0311842556115598,0,-0.326088052839622,0,0,0,0,0,0,0,0,0,0,0,-0.0647586757643397,0.152295648711165,-0.0241447155306871,0.190641633373582,0.224822198909655,0,0,0,0,0,0,0,0,-0.0294082297534416,0,0,0,0,0.362997034511846,0,0.013538745470322,0.0108619015396276,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0492524588260635,0,0,0,0,0,0,0,0,0,0,0,0,0.00795457300052105,0,0.0498097224528455,0,0.397077094435657,0,0,0,0.0338445117965876,0,0,-0.0869135884129262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144878925943212,0,0,0,0,0,0.00815481338496989,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255552191129658,0,0,0,0.0281196253392428,0,0.128624361744329,0,0,0,0,0,0,0,0,0.264343623970837,0,0,0,0,0,0,0,0,0,0,0,0.216678283679195,0.0971953458449035,0,0.0941636255969159,0,0.0107801161857632,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00614594859672269,0.288431776487105,0,0,0,0,0,0,0.00873982275642829,0,0,0.134682939009563,0,0.0669522749664667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108751448290103,0,0,0,0,0.00828481708702106,0,-0.00705741892167707,0,0,0,0,0,0,0
X600660.SH,0,0.059953376128257,0,0,0,0,0,0,0,0,0,0,0.0343428105440744,0,0,0,0,0,0.0416282532384144,0,0,0,0,0,0,0.149568729972578,0,0,0,0,0,0,0.032700519077489,0,0,0,0.027816325743965,0,0,0,0,0,0,0.0608270297772299,0,0,0,0,0.0736398585864672,-0.00607799571618713,0,0,0,0,0,0,0
