,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X600362.SH,X600188.SH,X600886.SH,X600352.SH,X600795.SH,X600111.SH,X000723.SZ,X600801.SH,X601992.SH,X000898.SZ,X600027.SH,X002271.SZ,X600489.SH,X600176.SH,X600516.SH,X000709.SZ,X002460.SZ,X000786.SZ,X000629.SZ,X002466.SZ,X000883.SZ,X600299.SH,X600219.SH,X601158.SH,X000553.SZ,X600808.SH,X000630.SZ,X600583.SH,X600985.SH,X000027.SZ,X600426.SH,X600339.SH,X601699.SH,X000825.SZ,X000401.SZ,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0304158301931884,0,0,0,0,0.00715415094230251,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0382826350091884,0,0,0.0337396831761866,0,0,0,0,0,0.0358380826024202,0.0673835677063918,0,0,0,0,0.0745787060311782,0,0,0,0,0,0,0,0,0.00248497923862915,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553277072307287,0,0,0.0153536360878019,0,0,0.15765056010164,0,0,0,0,0,0,0,-0.0296012477943915,0,0,0,0.000743500047646514,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255081518378841,0,0,0,0,0,0.0485881461024122,0,0,0,0,0,0,0,0,0,0,0.115073996152888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0266160790814156,0,0,0,0.0126795906961718,0,0
X600585.SH,0,0,0,0,0,0.122673982999423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347221290573375,0.405424286377797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029084222275522,0,0,0,0,0,0,0,0,-0.0313860005071634,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0174034898361871,0,0,0,0,0,0,0,0.0820666148336997,0,0,0,0,0.0220047311534651,0.211691466112839,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240250034944359,0,0,0,0,0,0,0,0,0.0149816523084272,0,0,0,0,0,0,1.73472347597681e-18,-0.026534092392477,0,0,0,0.00648434528483858,0,0
X600309.SH,0,0,0,0,0,0,0.0303294702930741,0,0,0,0,0,0,0,0,0,0,0.162163721750743,0,0.000651045807382445,0,0,0,0,0,0,0.0936729088407153,0,0.00490293518491201,0,0,0,0,0,0,0,0,0,0.109324937276637,0,0,0,0,0,0.058835516566612,0,0,0,0,0.242376360599395,0,0,0,0,0,0,0.0436112483289124,0,0
X600011.SH,0,0,0,0,0,0.0404279759181423,0,0,0,0,0,0,0,0,0,0,0,0.0290794491704044,0,0,0.0494449144872218,0,0,0,0.132592042991415,-0.105850703505951,0,0,0,0,0,0,0.0698795684577587,0,0,0,0,0,0,0,0,0,0.0975061805490701,0,0,0,0,0,0,-0.0456000244906185,0,-0.0135905103852604,0,0,0,0,-0.00582888274056731,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964318385040169,0,0,0,-0.0194534045592426,0,0,0,0,0,0,0,0.0814353972152743,0,0,0,-0.0112161485409363,0,0,0,0,0,0,0,-0.0243401630338591,0,0,0,0,0,0.00671276450861497,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.249891782624758,0,0,0,0,0.0174021619488329,0,0,0,0,0.193702930323249,-0.0488037618987641,0.233722183273917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168413548331901,-0.0532647099989339,0,0,0,0.000216235700283058,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161145583533677,0,0,0,0,4.33680868994202e-19,0.00782874213828452,0.0902631985541819,0,0,0,0,0,0,0.0920934261276648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279072720143885,0,0,0,0,0,0,0,-0.0290073293715762,0,0,0,0,0,0
