,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X600585.SH,X600660.SH,X600547.SH,X600886.SH,X601600.SH,X002466.SZ,X002460.SZ,X000792.SZ,X600795.SH,X000708.SZ,X601699.SH,X600111.SH,X600010.SH,X600362.SH,X000301.SZ,X000983.SZ,X600027.SH,X600426.SH,X000877.SZ,X600803.SH,X601991.SH,X600489.SH,X002271.SZ,X600985.SH,X000786.SZ,X600160.SH,X000408.SZ,X000630.SZ,X000807.SZ,X000933.SZ,X000932.SZ,X600176.SH,X600348.SH,X300037.SZ,X600612.SH,X601168.SH,X600219.SH,X002128.SZ,X600688.SH,X600157.SH,X000629.SZ,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.430728433135802,0.269961363198157,0,0,0,0,0,0,0,0,0,0,-0.0644560876450707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00278940604142317,-0.103409833250952,0,0,0.0989713545683485,0,0
X601088.SH,0,0,0.124842588411875,0,0.199587625248192,0.0139428846538426,0,0,0,0,0,0,0,0,0,0,0,0,0.0701986008775931,0,0,0,0,0,0,0,0,0,0,0,0,0.0850633699776814,0,0,0,0,0,0.00224177179771831,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186808436370257,0.0050822365308308,0,0,0,0.0825632211608359,0,0
X600028.SH,0.50469155241233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713833777406378,0,0,0,0,0,0,0,0,0,0,0,0,0.00786931022425846,0.0544579209825603,0,0,-0.0660471921013278,0,0,0,0,0.0601495291467705,0,-0.00200297913826101,0,0,0,0,0,0,0,0,0,0,-0.00933206972699194,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.10056627621296,0,0.227612948969954,0,0,0,0,0,0,0,0,0,0,0.110176745371084,0,0,0,0.155784101008472,0,0,0,0,0,0,0,0.260259935443094,0,0,0,0,0,0,0,0.121288923691264,0,0,0,0,0,0,0,0,0,-0.00312641844253429,0,0,0,0,-0.115526508645926,0,0
X600188.SH,0,0,0,0,0,0.102047700125816,0,0.1049507016521,0,0,0,0,0,0,0,0,0,0,0.276770021026625,0,0,0,0,0.0113460827668795,0,0,0,0,0,0,0,0.136956718435676,0,0,0,0,0,0.0333071555754453,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0112091653384376,0,0,0,0,0,0,0
X601898.SH,0.109769100931412,0.0376292792859022,0,0,0.433541433245038,0,0,0,0,0,0,0.114766031232234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246626294569386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000238733517824535,-0.00342447886390887,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.0936124796351642,0,0,0,0,0,0,0,0,0,0,0,0,0.349417718491077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00608136087666541,0.00267543915238668,0,0,0,0.00287915446049841,0,0
X600019.SH,0,0,0,0,0,0.210535025263618,0,0,0,0,0,0,0,0,0.0314149832649834,0,0,0,0.0352079402177288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0715983566330777,0.19771216004867,0,0,0,0.203694820919371,0,0,0,0,0.00667732599796054,0,0,0.088526720097868,0,0,0,0,-0.0064281119819195,-4.33680868994202e-19,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595503186234885,0,0,0,0,0,0,0,0,0.053135141210267,0,0,0.257956848299638,0,0,0,0.120135880884501,0,0,0,0,0,0,0.0355117346406639,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0194512646763037,0.0286869621221874,0,0,0,0,0,0
X600660.SH,-3.46944695195361e-18,0,0.0475841327507015,0,0,0,0,0.145528440198927,0,0,0,0,0,-0.0748505615978541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.057967069383777,0.0319875122900756,0.0405961004590114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837793261935254,0,0
