,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X600011.SH,X002466.SZ,X002271.SZ,X600188.SH,X600660.SH,X600010.SH,X000877.SZ,X601600.SH,X000301.SZ,X000708.SZ,X601898.SH,X600886.SH,X000723.SZ,X600547.SH,X600362.SH,X600176.SH,X600426.SH,X000408.SZ,X601991.SH,X000786.SZ,X002080.SZ,X600803.SH,X600795.SH,X600219.SH,X600027.SH,X600688.SH,X300037.SZ,X600399.SH,X300073.SZ,X600141.SH,X600157.SH,X002326.SZ,X600516.SH,X600801.SH,X600021.SH,X000825.SZ,X600352.SH,X600486.SH,X000959.SZ,X000027.SZ,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0412656429726447,0,0,0,0,0.0267434001447575,0,0.0873404506770635,0,0.0204846022663035,0,0,0,0.0373762369859188,0,0,0,0,0,0,0,0.0649042688796365,0,0,0,0,-1.73472347597681e-18,0.0758487676486374,0,0,0,0,0,0,0,0,0,0,0,-0.0227049452886801,0,0,0,0,0,0,0
X600028.SH,0.155803960762336,0,0,0,0,0,0,0,0,0,0,0,0.0482163334463222,0,0,0,0,0,0,0.0532632295671456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632034740730288,0,0,0,0,0.0367892309805792,0,0,0.0157729681165333,0,0,0,0,0,0,0,0,-0.0255925410589095,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0231225784375418,0.0889628710075514,0,0.385724927065403,0,0,0,0,0,0,0,0.0303454587076,0.0252520231731361,0,0,0,0,0,0,0,0,0,0,0,0,0.0293054922979897,0,0,0,0.0384348958838694,0,0,0,0.0188399568076871,0,0,0,0,0.034423964746215,0,0,0,-0.0355817869985156,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.0672330606396578,0,0,0.0634737625062273,0,0,0,0.145101903551056,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0.0725508917009224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0390291407934461,0,0,0.186837953691946,0,0,0,0,0,0,0,0,0.175863706099198,0,0,0,0.0411832755081846,0,0,0,0.016654257657263,0,0,0,0,0,0,0,-0.0376906530146919,0,0.363363782941726,0,0,0,0,0,0,0,-0.0204790575280389,-0.0109414055939193,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.512602672656573,0,0,0.299835720844881,0,0,0,0,0,0,0,0,0,0,0,0,0.104028216616027,0,0,0.000573569130969662,0,0,0,0,0,0,0,0,0.146013011299153,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.000244100031798277,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0.181863808343623,0,0,0,0.134208912372634,0,0,0.216440211451606,0,0,0,0.0391424672488505,0,0,0,0,0.289100805850035,0,0,0.0202265394135383,0,0,0,0,0,0,0,0,0,-0.0355685035495206,-0.0798612461444294,0,0,-0.138523796698832,0,0,0,0,0,0,0,0,0.0193596829437136,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.00466065438960849,0,0,0,0.0887076446016605,0,0,0,0,0,0,0,0.0563696162362508,0,0,0,0,0,0.0310352129978702,0,0,0,0,0,0,0.0787964546960939,0,0,0,0,0,0,0,0.0300722206745528,0.220680794025397,0,0,0,0,0.0882576112195627,0,0,0,0,-0.024904082925069,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0439369165535504,0.313909561624957,0,0,0.056932054561262,0.324649090629991,0,0,0.131635673443332,0,0,0,0,0,0,0,0.0531843814670186,0,0,0,0,0,0,0,0,0,0,0,0.0453728737583119,0,0,0.0553498125367633,0,0,0,0,0,0,0,0,0,0,-0.00905200118048042,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0335209074986711,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0610791448397215,0,0,8.67361737988404e-19,0,0,0,0.426122873652071,0,0,0.0720820137131224,-0.0363989257000579,0,0,0.0984698060207531,0,-0.058135726317936,0.413112237429639,0,0,0,0,0,0,0,-0.0127561296792978,0,0,0,0,-0.038460296172781,0,0
