,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600547.SH,X600010.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X600886.SH,X601600.SH,X600795.SH,X600362.SH,X600027.SH,X600188.SH,X000898.SZ,X601992.SH,X002466.SZ,X600176.SH,X600111.SH,X000709.SZ,X600489.SH,X600516.SH,X600299.SH,X600352.SH,X002460.SZ,X000629.SZ,X601158.SH,X600808.SH,X600219.SH,X000825.SZ,X000539.SZ,X600801.SH,X000883.SZ,X000786.SZ,X600612.SH,X300072.SZ,X000553.SZ,X000408.SZ,X000301.SZ,X600583.SH,X600021.SH,X002470.SZ,X000630.SZ,X002110.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.22218684040377,0,0,0,0,0,0,0,0,0,0,0,0,0.110948518799256,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0992050704977355,0.140230549188297,0,0,0,0.0152359612830458,0,0,-0.0167404852020265,0.0222421907487854,0,0,0,0,0,0
X600028.SH,0.186913456711195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0886061307664083,0,0,0,0,0.0553276845321467,0,0,0.074777601049277,0,0,0,0,0,0,0,0,0.0762093919640251,0,0.136552288314213,0,0,0.224527434860705,0.0443421994015435,0,0,0,0,0,0,0.00589005069202951,0.117204164027773,0,0,0,0,0,0
X601088.SH,0.169149515807761,0,0,0.177049602703829,0,0,0,0,0,0.437575174225946,0,0,0,0,0,0,0,-0.141211990337711,0.0808686995050963,0,0,0,0.10363916021751,0,0,0,0,0,0,0,0.0376560943006197,0,0,0,0,0,0,0,0,-0.0352246824559716,0,0,0,0,0,0,0,0,0,0,0,0.00841457352211227,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.158529098510826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122337342664438,0,0.0422101109670108,0,0,0,0,0,0.515232010207722,0,0,0,0,0,0.0174815381159599,0,0,0.00818522234058255,0,0,0,0,0,-0.0261352350464917,0.0562760263009907,0,-0.0484445794464504,0,0,0,0
X600019.SH,0,0,0,0,0,0.135331345761507,0.0619389063875771,0,0,0,0,0,0,0,0,0,0,0,0,0.0876742793331097,0,0.0610066878726745,0,0,0,0,0.0479486829477664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.03221675092606e-05,0.00684894366008498,0,0,0,0,0,0
X600011.SH,0,0,0,0.00811192386038571,0,0,0.214288879550411,0,0,0,0,0,0,0,0,0,0,0.652637073817511,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.014483113038109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021551878536698,0,0,0,0,-0.0220129275862344,0.0553808689800998,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.177314933041345,0,0,0,0,0,0,0,0,0,0,0,0,0.295851757336566,0,0,0,0,0,0,-0.309041003331702,0,0,0,0,-0.248891738940647,0,0,0,0,0.159426537076035,0,0,0.157651766393926,0,0,0,0,0,-0.067429931267972,0,0.344324657291296,0,0.169644411390757,0,-0.287861802034946,-0.0362183705816461,0.0541948473923941,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360721453267714,0,0,0,0.572887903188763,0.0408603869356474,0,0,0,0,0,0,0,0,0,0,0,0,0.0803717351051255,0.00343705861212967,6.93889390390723e-18,0,0,0,0,0,0,0.0342110578320517,0,0,-0.000736934133804874,0,0,0,0,0,0,0
X600010.SH,0,0.0203636649273348,0,0,0,0,0,0,0,0.128407304774494,0,0,0,0,0,0,0,0,0,0,0.0343240319022034,0,0,0.421500552409277,0,0,0.0190027962023212,0,0,0,0.125913340448553,0,0,0,0,0,0,0,0,0,0,0,0,0.0228750479547924,0,0,0,0,0,0,0,-0.0119823465764615,0,0,0,0,0,0,0
X601898.SH,0.15226218943516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260878864143856,0,0,0,0,0,0,0,0.0189835114167646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988361263133272,6.93889390390723e-18,0,0,0,0.227963596081332,0.0896559550425167,0,-0.00824184247947046,0,0,0,0,0,0,0
