,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601992.SH,X600795.SH,X600688.SH,X600309.SH,X601600.SH,X300072.SZ,X600660.SH,X601991.SH,X600188.SH,X600362.SH,X600547.SH,X600886.SH,X002466.SZ,X600027.SH,X000709.SZ,X600157.SH,X600111.SH,X600339.SH,X000898.SZ,X000959.SZ,X600489.SH,X601158.SH,X600008.SH,X002460.SZ,X000723.SZ,X600299.SH,X000883.SZ,X002271.SZ,X600219.SH,X600176.SH,X600352.SH,X000630.SZ,X600578.SH,X000539.SZ,X000408.SZ,X600583.SH,X000792.SZ,X000027.SZ,X000786.SZ,X600021.SH,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0332883534606264,0,0,-0.0132542406803821,0.206566294522657,0,0,0.0229815836859841,-0.0315839949904018,0,-0.0614216529359435,0,0,0,0,0,0.0129412647560121,-0.0218014401582465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0463909862451266,0,0,0,-0.0103426383876562,0.00358528467393732,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.137740660430164,0,0,0,0,0,0,-0.0419045140515145,0.005989965421345,0,0,0,0,0,0,0,0,0.0227807978964418,0,0.0685187580051769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.00860454754957843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00515501066718428,0.0702602126449016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0219726377677587,0,0,0,0,0.000984120706707241,0,0,0,-0.00978808933468286,-0.0112188240174721,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797129943762885,0.00182185175859218,0,0,0,0,0,0,0,0.0923987016819518,0.304504410536873,-0.0302607136526445,0,0,0,0.0127768177151857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0164834892548024,0,0,0,0,0,0,0
X600011.SH,0,0,0.128085992721278,0,0,0,0,0,0,0,0,0,0,0,0,0.208047113292096,0,0,0.0217918753238051,0,0,0.300905891678331,0.0459825656257826,0,0,0.062770433285511,0,0,0,0,0,0.058702853918628,0,0,0,0,0,0,0,0,0,0,-0.0562633761169369,0,0,0,0,0.0359598143263644,0,0,0.0248095395057965,-0.0203733351907492,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.00890935465732496,0,0,0,0,0,0,0,0,0,0,0,-0.0900038719878445,0,0,0,0.167683692953921,0,0,0,0,0,0,0,-0.00681088856927039,0,-0.0338267453511705,0.0120960148852919,0,0,0,0.131589374667388,0,0,0,0,0,0,0.132289736115684,0,0,0,0,0,0,0,-0.00660788616704783,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0669756218836011,-0.0148079090378969,0.0858178038194462,0,0,0,0,0.0352801762410411,0,0,-0.00289349747018524,0,0,0,0,0,0.18907429716435,0,0.0629860304713993,0,0.11138785880089,8.67361737988404e-19,0,0,0,0,0,-0.0399554243252632,0,0,-0.0854901651485041,0,0,0,0,0.0145161023761118,0,0,0,0,-0.0164230459415177,-0.00965243021408614,0,0,0,-0.1804871504356,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373213549416185,0,0,0,0,0,0,0,0,0.0147124230774538,0,0,0,0,0.00339088600510055,0,0,0,-0.0209457664853786,0,0,0,0,0.0349371169301144,0,0,0,0,0,0,0,0,0,-0.0106569453297825,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.172557424311331,0,0,0,0,0,0,-0.2118640326413,0,0.537379163802366,0,0,0,0,0.14691401760608,0,0,0.392874595570986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158392353748915,0,0,0,-0.0437195668659818,0.0344214367494021,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0.00844210271200806,0,0,0,0.0444931595333288,0,0,0.0647258755229296,0,0,0,0.0399708192087446,0,0,-0.030418532845368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579472652826516,0.0336561753118087,-0.013091685978902,0,0,0,0,0,0,0,-0.0184690561859474,0,0,0,0,0,0,0
X600688.SH,0,0.204922848863458,0,0,0,0,0,0,0.00623358180185078,0,0,0.0270371695077026,0,0,0,-0.031514951140419,0,0,-0.105983706265918,0,0,0,0,0,0,0.0572180497231182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0331113119641503,0,0,0.08968777186177,0,0,-0.013004192173048,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158547048096619,0,0,0.191629687973971,0,0,0.187299555318723,0,0,0.0784953682815345,0,0,0,0,0,0,0,0,0,0,0,0,0.0317962258384853,0,0,0,0,0.100821461935077,0,0,0,0,0,0,0,0,0,-0.0279926708365331,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0788331405969595,0,0.0411641890370526,0,0.353659237246992,0,0,0.0134803860736674,0.287188004950319,0,0,0,0.0424625048504962,0,0.0508218690546879,0.0186414720461849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252475346239917,-0.00406562339982474,0,0,0,0,0,0
X300072.SZ,0,0,0,0,-0.229580766757782,-0.450842965200277,0,0,0,0,0,0.640059739193419,0,0,0,0,0,0,-0.266156960892429,0,0,0,-0.0299179882572978,0,0,0,0,0,-0.359396659004732,0,0.286109874948706,-0.056252859577832,0,0,0,0,0,0,0,0,0,0,-0.291182325205149,0,0,0,0,0,0,0,-0.0466514843744672,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.247764199534411,0,0,0,0,0,0,0,0.0554230097424679,0,0,0,0,0,0,0,0,0,0,0,0.069706169430521,0,0,0,0,-0.0232651955598036,0,0,0,0,0.177330968843945,0,0,0,0,0,0,0,0.0328288873309711,0,0,0,0.0225429164357258,0,0,-0.0055535208489639,-0.0415357331236905,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0942067015986612,0,0,0,0,0,0,0.0213369739126298,0,0,0.205237212329702,0,0,0,0.050953260431089,0,0,0,0,0,0,0,0,0,0,0,0.0804243288747882,0.140289783266832,0,0.0013667095804208,0,0,0.119465816268399,0,0,0,0.0245320172443447,-0.0885288997609613,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.35881553300051,0,0,0,0,0,0,0,0.0469170987203066,0,0,0,0,0,0,0.0783758768339411,0,0,-0.169115806865832,0,0,0,0,0.08997256838745,0,0,0,0,0,0,0,0,0.070812228502252,0.006259432504164,0,0,0,0,0,0,0,0,0,-0.0266694023685821,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.161474314359638,0.0147129297214256,0,0,0,0.186756420742897,0,0,0,0,0,0.406043078207191,0,0.0403312580082686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120185676565085,0.00453827822164243,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,-0.058621585376231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257570036522755,0,-0.0387103260834597,0,0,0.191899982378495,0.0228774401288629,0,0.111987977865764,0,0,0,0,0,0,0,0,0,-0.540036864989721,0,0,0.0447725208773282,0,0,0,-0.0415583401951862,0.0669373598890993,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,-0.0367941698124627,0,0,0,-0.0412962571850384,0.0386854520239292,0.0706847077871429,0.0257540307595019,0,0,-0.0387199805472372,0,0,0,0.0952300561261424,0,0,-0.0302070583085124,0,0,0,0,0.00130030883737257,0,0,0,0,0,0,0,0,0,0.0918837518882618,0,0.177634884346144,0,0,0,-0.0441223974686099,0.0507343077663717,0,0,0.0143473627791471,-0.0232731435881971,0,0,0,0,0,0
X002466.SZ,0,0,0.0681408514787558,0,0,0,0,0,0,0,0,0.0763964594310395,0,0,0,0.00545566165376787,0,0.133586305281781,0,0,0,0,0,0,0,0,0,0,0.109618542467145,0,-0.00902776658409121,0.702067843452363,0,0,0,0,0,0,0,0,-0.0562348898162749,0,0,0,0,0,0.0848581693941967,0,0,0,-0.0111804489198495,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.0762729900046217,0,0,0,4.33680868994202e-19,0,0,0,0.0555624605382873,0,0,0.0263241947778622,0,0,0,0,0,0,0.0225268853600895,0,0,0,0,0.0481969279840869,0,0,0.0241799362644391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0126858874185942,0.0286969212812822,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0.309695529975251,0,0,0,0,0,0,0,0,0,0,0,0.0920319289582213,0,0,0.0557244123457182,0,0,0,0,0,0,0,0.438688980856759,0,0,0.241298699990549,0,0,0,0,0,0,0,0,0,0.0503004175360978,0.233480324083078,0,0,0.221499220027002,0,0.215331834790872,0,0,0,-0.020733163192853,-0.0218622889072454,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0.00125879454938308,0,0,-0.0506393017738873,0,-0.014479971540434,0,0,0,0,0,0,0,0,0.0289588326252091,0,0.133662901298597,0,0,0,0.0876243106459436,0,-0.0275111258727049,0.0212099708442909,0,0,0,0,0,0,0,0,0,0.100923662812528,0,0.0174658304851497,0,0,0.0224686180644256,0,0,0,-0.0142661653218805,0.0243748104558547,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374651455236076,0,0,0,0,0,0,0,0,0,0,0,0,0.0906793097523649,0,0.385289676536531,0,0,0.185697162113886,0,0,0,0,0,0.0244155639747038,0,0,0,0,0,0,0,0.0589452840418141,0,0,0.00261068748862741,0,-0.00866460756581833,-0.00162502356214418,0,0,0,0,0,0
X600339.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122705034473124,0,0,0,0,0,0,0,0.00245606916345502,0,0.29014412486325,0.0412792748338514,0,0,0,-0.0862237066821924,0,0,0,0,0,0,0.076057457370913,0.369817423625641,0,0,0,-0.193845275598021,0,0,-0.0169224927950332,0.0646070545479522,0,0,0,0,0,0
X000898.SZ,0,0,0,0.539404202546896,0,0,0,0,0,0,0,-0.0551251074586009,0.0343452752281811,0,0,0,0,0.322007138828461,0,0,0,0,0,0,0,0.0793068426673221,0,0.03147672746987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117657179938403,0,0.0562101239722883,0,-0.00918545252850063,-0.0116781914241535,0,0,0,0,0,0
