,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600688.SH,X600547.SH,X601600.SH,X600795.SH,X600362.SH,X300072.SZ,X600188.SH,X600157.SH,X601991.SH,X600027.SH,X601992.SH,X600660.SH,X600111.SH,X600309.SH,X600886.SH,X600489.SH,X600299.SH,X000898.SZ,X000792.SZ,X601158.SH,X000723.SZ,X000959.SZ,X000709.SZ,X600583.SH,X002466.SZ,X000408.SZ,X000630.SZ,X000883.SZ,X600352.SH,X600098.SH,X600623.SH,X600219.SH,X000983.SZ,X000539.SZ,X000027.SZ,X600021.SH,X000937.SZ,X000060.SZ,X601699.SH,X600549.SH,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.379665477475819,0,0,0.00661128363068325,0,0,0,0,0,0.0379654740147667,0,0,0,0.015823246860866,0,0,0,0.0390075967751151,0,0,0,0,0,0,0.0600034417641769,0,0,0,0,0,0,0,0,0,0,0,0,0.102539798937791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.6007469699066,0,0,0,0,0,0.240700445654541,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0219316759571135,0,0,0,0,0,0,-0.0330491559868925,0,-0.0154646306401265,0,0,0,0,0,0,0,0,-0.0521938824138363,0,0,0,0,0,-0.000862282577793276,0,0,0,0,0,0,0,0.0994668317335698,0,0,0,0,0
X601088.SH,0,0,0,0,0.0314482081795231,0,0,0.141789896894946,0,0,0,0,0,0,0,0,0,0,0,0.099446447694967,0,0,0,0,0,0.00219293623305552,0,0,0,0,0,0,0,0,0.0700708703874672,0,0,0,-0.0527402143486185,0,0,0,0,0,0.0585479713595179,0,0,0.136556996896965,0,0,-0.0244438533898089,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,-0.0461827813503308,0,0.368097058947405,0.00136947456656277,0.0134670211933058,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142798004919483,0,0,0,0,0,0,-0.0520189621897169,0,0,0,0,0,0,0,0,-0.0307979852812335,0,0,0,0,0,0,-0.00782475678867235,0.0199648903141262,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.133288591655356,0,0,-0.104393146661247,0,0,0.0918356364532466,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0171425653864377,0,0,0,0,0,0,0,0,0.0309087551917427,0,0,0,0,0,0,0,0,0.303444287221438,0,0.0581011202445051,0,0.157064299302167,0,-0.00567175910332397,-0.0602872368731562,0.0579451645628071,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0775234529248555,0,0,0,0,0.0289994037236508,0,0,0,0,0,0.105480672197302,0,0,0,0.22403091686898,0,0,0,0.0357484169527893,0,0,0,0,0,0,0,0.0465767366598236,0.0728481794032782,0,0,0,0,0,0.0596927923469638,0.0160511386203909,0,0,0,0,-0.0156791746716116,0,0,0,0,0,0,0
X600585.SH,0,0.0976157270930738,0,0,0.0384971159584525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123115877983562,0,0.150144374451445,0,-0.0343874972476652,0,0.0915693868211386,0,0,0.0703151230095132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188435225290312,0,0,0,0,0,0
X601898.SH,0,0,0.176358120976638,0,0,0,0,0,0,0,0,0,0.0897802352859853,0,0.0733673852639539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244512336485214,0,0,0,0,-0.00068143530404032,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.0179934005161367,0,0,0,0,0,0,0,0,0,0,0,0,0.0870199215707259,0,0,0,0,0,0.11988219988792,0.0128760907826259,0,0,0,0.341526172096505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136886428602385,0,0,0.00619659028000328,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.966092910745317,0,0,0,0,0,0,0,0,0,0,0.0178268342086153,0,0,0,0,0,0,0,0,0,-0.0601023667777373,0,0,0,0,0,-0.0102916710243886,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0484522779576574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123018765892207,0,0,0,0,0,0,0,0,0.191713900598541,0,0,0,0,0.0616867781696549,0,0,0,0,0,0.236519135730819,0,0,0.0996002225584602,0,0,0.0461107152701747,0,0,0,0,0,0
X600795.SH,0,0.0144296118228158,0,0,-0.154179654092369,0,0,0,0,0,0,0,0.0957095975125432,0.00695272748161934,0,0,0,0,0,0,0,0,0.0948184565964772,0,0,0,0,0,0,0,0,0,-0.0216060225016211,0,0,0,0,0.0362115526565502,0.0787542440014382,0,0,0,0,0,0,0,0,0,0,0,-0.0232817310508253,0.0151967837025,0.0341757714317727,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0193481904332942,0,0,0.0711336244510369,0.0461910775208854,0,0,0.123716660094264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367965443053502,0,0,0,0,0,0.367757130177327,0,0,0,0.0942142352622572,0.133823263339136,0,0,0,-0.0586130964335011,0.237796748006759,1.73472347597681e-18,0,0,0,0,-0.00753587212698107,0,0,0,0,-0.0463633735976351,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,-0.0310229160868891,0,0,0.207930178727497,0,0,0,0,0,0,0,0,0.134837487357263,0,0,0,0,0,0,0.0389632475322328,0,0,0,0.082264682372232,0,0,0,0,0,0.00621652497529429,0,0,0,0,-0.00832266736382634,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.223135663350284,0,0,0,0,0.0760730474498672,0,0,0,0,0,0,0,0,0.0365675258515094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134066944235662,0,0,-0.0937478664074524,0.0206806749034,0,0.175880854977312,0,0,0,0,-0.00625735310085918,0,0,0,0,0,0
X600157.SH,0,-0.157219754071943,0,0,0,0,0,0,0,0,0,0,0,0,0.58005414030928,0,0,0,0,0.0631561762416212,0,0,0,0,0,0,0,0,0,0.0794351100446695,0,0,0,0,0,0,0,0,0.0277664255291828,0,0,0,0,0,0,0,0,0,0,0,0.044143831491784,-0.0258429871759106,0,0,0,0,0,0.0503141340318892
X601991.SH,0,0,0,0,0,0,0,0,0,-0.00314825143678804,0,0,0,0.053847844478431,0,0,0,0,0,0,0,0,0,0,0,0.0137059230603026,0.0178223981855137,0,0,-0.015233377500306,0.0871533317663685,0.0764852692263182,0,0,0,0,0,0,0.0962884101546175,0,0.0341435109043923,0,0,-0.0562221542224137,0,0,0,0,0.00387551883661145,0,0,-0.00265272275855246,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100369581481829,0,0,0,0,0,0,0,0,0,0,0.076734424454268,0,0,0.0106555760248121,0,0,0,0.014186573539694,0,0,0,1.73472347597681e-18,0,0,0.0153411007353996,0,0,0,0,0,0
X601992.SH,0,0,0.120125652968995,0,0,0,0,0.123454980194321,0,0.0186082713936983,0,0,0,0,0,0,0,0,0,0,0,-0.113513259401412,0,0,0,0.0849856709110321,0,0,0,-0.0410259503740176,0,0,-0.244255278264173,0,0,0,0,0.0152869413848349,0.359669876286443,-0.0744288687939444,0,0,0,0,0,0,0,0,0,0.1102041430485,0,-0.00622969498288373,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.00480088508807847,0.058878476064054,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084642323767794,0.34425144198106,0,0,0,0,-0.0670686811624185,0,0.120734464206869,0,0,0,0,0,0,0,0,0.0596380471050944,-0.0813571708900091,0.0947556399890959,0,0,0,0,0,0,0,0,-0.120007806841598,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.0578001028806318,0,0,0.102009554036666,0,0,0,0,0,0,0,0,0.0880080226259052,0,0,0,0,0,0.0258278581197094,0,0,0.0296409882983561,0,0,0,0,0,0.0143450518225701,0,0,0,0,0,0,0,0,0,0.00894923968114992,0,0,0.305127396945273,0.114260628819541,0,-0.0129167946117264,0,0,0,0,0,0,0
