,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X002466.SZ,X600011.SH,X000877.SZ,X601898.SH,X601600.SH,X600010.SH,X002271.SZ,X600547.SH,X000708.SZ,X600660.SH,X000301.SZ,X600426.SH,X600886.SH,X600362.SH,X600176.SH,X000723.SZ,X000983.SZ,X000408.SZ,X601699.SH,X000807.SZ,X600096.SH,X600219.SH,X600803.SH,X000786.SZ,X600795.SH,X601991.SH,X002353.SZ,X002080.SZ,X600141.SH,X000630.SZ,X600489.SH,X300073.SZ,X600688.SH,X600486.SH,X600801.SH,X000825.SZ,X600985.SH,X601666.SH,X600157.SH,X600378.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234046077790928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0589190102418851,0,0,0,0,0,0,0.0639193846981185,0,0.0469036784667621,0,0,0,0.0924238994333661,0,0.210399334813304,0,0,0,0,0,0,0,-0.0264799776199779,0,0,0,0.0355020439434759,0,0
X601088.SH,0.0298721421996548,0,0,0,0,0,0,0,0,0,0,0,0,0.104134305238071,0,0,0,0,0,0,0,0,0,0,0,0,0.00585998910221315,0,0.0559070690464587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836204256299951,0.185942563502425,0,0,0,0,0.00971734618416332,0,0,0,0.0401079672101297,0,0
X600028.SH,0.0998737933287685,0,0,0,0,0.0215780626278336,0,0,0,0,0,-0.0163247782004813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350079811646581,0,0,0,0,0,0,0,0,0,0,0,0,0.0197728893693432,0,0,0.233862356727923,0,0,0,0,0,0,0,0,-0.0176958981872274,0,0,0,0,0,0,0
X600309.SH,0.0169386673788324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0649363025691048,0,0.0938809038828032,0.00969238129119157,0.195494890258955,0,0,0,0,0,0,0,0,0,0,0,0.0501955023728339,0,0,0,0.108476096430276,0,0,0.0536887790803742,0,0,0,0,0,0,0,0,0,0,0,-0.00439689426458007,0.00398556117086968,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162523576162751,0,0,0,0,0,0.0847832308866587,0,0,0,0,0,0,0,0,0,0,0.472806886120678,0,0,0,0,0,0,-0.00635530391568428,-4.33680868994202e-19,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.0271307738768047,0,0,0,0,0,0,0,0,0,0,0,0.0860239922071245,0,0,0,0.116397695196829,0,0,0,0.207035176205938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307240061554384,0,0,0,0,0.0534147368387278,0,0,0,-0.00393266218147188,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.0560784367535365,0.368092593047385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101713398401039,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175535939781196,0,0,0,0,0,0,0,0,0.0983645996145892,0,-0.0237583471515438,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0.456481379244502,0,0,0,0,0,-0.118270157156348,0,0,0,0,0,0,0,0,0.288574078425725,0,0.0696743281617614,0,0,0.122693284607837,0.0272660544004495,0,0,0,0,0.0545061669640599,0,0.0604113701017351,0,0,0,0,0,0,0,0,0.020216436314996,0,0,0,-0.0147095767327975,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0712606235283856,0,0,0,0,0,0,0.0717837977550895,0.0325665390464406,0.0555026106773746,0,0,0.0604883755263361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245170387736314,0,0,0,0,0,0,0,0,0,0,0.222429355057712,0.156148659861602,0.0615669831691589,0,0,0,0,-0.0125059954754028,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.289002435320402,0,0,0,0.0427915466577447,0,0,0,0,0.0753317979547785,0,0,0,0,0.19555391738964,0,0,0,0,0.121862586664296,0,0,0,0.120426164048774,0,0.147394176843951,0,0.0187985071707231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382303259182684,0,0,0,0,0,0,0
X002466.SZ,-0.223061942277711,0,0,0,0,0,0.643571834147611,0.263017953563043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305774911718964,0,0,0,0,0,0,0,0,0,0,0.0328783362076295,0,0,0,0,0,0,0,0,0,0,0,0,0.0491494097103121,-0.0578938891843125,0,0,0,0.0195193809570202,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196670704302325,0,0,0,0,0,0.190833084933165,0,0,0,0,0.102847560569895,0,0,0,0,0,0,0.534782847789153,0,0,0,0,0.0932321605789259,0,0,0,0,0,0,0,0.00478434770924043,0,0,0,-0.0387608620329862,0.0511559397017948,0,0,0,0,0,0
