,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X002460.SZ,X002466.SZ,X600886.SH,X600111.SH,X600010.SH,X000301.SZ,X000708.SZ,X600426.SH,X600362.SH,X002271.SZ,X600795.SH,X000877.SZ,X601699.SH,X000983.SZ,X600176.SH,X600027.SH,X600489.SH,X600803.SH,X000807.SZ,X601991.SH,X000786.SZ,X000932.SZ,X000630.SZ,X600160.SH,X000933.SZ,X600219.SH,X000408.SZ,X000629.SZ,X002080.SZ,X600612.SH,X600985.SH,X600688.SH,X000539.SZ,X300037.SZ,X002353.SZ,X600096.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.733353958889391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246867895678145,0,0,0,0,0,0,0,0,0,0.00993326569712617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0179830918564528,0,0,0,0,0,0
X600028.SH,0.502875509331348,0,0,0,0,0,0,0,0.152111158474949,0,0.00190792274762792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309532387353422,0,0,0,0.0735681073827774,0,0,0,0.0102169623814484,0,0.0051857545829023,0,0,0,0,-0.0766345159701372,0,0,-0.0433718870838767,0,0,0,0.0488359437238751,0,0,0,0,0,0
X601088.SH,0,0.154045292713366,0,0,0.11165812300155,0,0,0,0.030456374283556,0,0,0,0,0,0,0,0.125998668389008,0,0,0.0361175841522326,0,0.04096391814306,0,0,0.0222547153742188,0,0.0727766084906553,0,0,0,0,0,0,0,0,0,-0.018088710096846,0,0,0,0,0,0,0.0441441566508445,0,0,0,0.030862745722226,0,0,0,-0.0180960465429648,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0311334018776735,0,-0.00436454331525111,0,0,0,1.73472347597681e-18,0.170610666807015,0.114405490287438,0,0,0,0,0,0,0,0,0.114305924361819,0,0,0,0,0,0,0,0.01276971482242,0,0,0,0,0,0.0195810199662658,0.0566476170637502,0,0,-0.0430116715628234,0,0,0,0,0,0,0,0.0182157699282142,0,0,0,-0.00489886860138385,0,0,0,0,0,0
X600188.SH,0,0,0.691238099385224,0,0,0,0,0,0,-0.0448768725919276,0.0727657565409241,0,0,0,0,0,0,0,0,0,0,0,-0.0111356908551582,0,0,0.241987326340985,0,0,0,0,0,0,0,0,0,0,-0.0234384344542793,0,0,0,0,0,-0.200732089453029,0,0,0,0,0,0,0,0,-0.0103194903240693,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0105655199830588,0,0,0,0,0,0,0,0,0,0,0,0.0928892361445451,0,0,0,0,0,0,0.12669744442068,0,0,0,0.134623609036829,0,0,0,0.299726337029215,0,0,0,0,0,0,0,-0.0261820152794054,0,0,0,-0.112299479146908,0,0,0,0,-0.0119107633810877,0.0425575179367173,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-0.0182886643944821,0,0,0,0,0,0,-0.0997334260123494,0,0,0,0,0,0,0,0.122689483231818,0,0.178122240344743,0,0,0,-0.00748534699696272,0,0,0,0,0.0541836650039045,0.0536136290334312,0,-0.0237811216583549,0.216922008429979,0,0,0,0,0,0,0,0,-0.0227132562040138,0.0942945404292476,0,0,0,0,0.00933432827264843,0,0,0,0,0,0
X600011.SH,0,0,0,0,-5.66573645343783e-05,0,0,0,0,0,0,0,0,0,0,0.0998811947145126,0,0,0,0,0,0,0,0,0,-0.00973261996078788,0,0,0.426063048881741,0,0,-0.140776155765088,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165121259632604,0,0,0,0,0,0.0144610837481887,0.0419278234153191,0,0,0,0,0,0
X601898.SH,0.0660118001752239,0.111010121694756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158459263499208,0.140549702285282,0,0,0,0.0901052016311409,0,0,0,0,0,-0.0718041567533504,0,0,0,0.087699643716431,0.0344292856648641,0,0.213321652999501,0,0,-0.0478261253236254,0,0,0,0,-0.0116579941596224,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.101290399877035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00948385998177314,0,0.0464020141348338,-0.00742658535078898,0,0,-0.0377419284119018,0,0,0.408832645593507,0.0854784286939547,0,0,0,0,0,0,0,0,-0.0740933899370541,0,-0.0845810468751676,0.131802315255944,0,0,0,0,0,0,0,0,-0.0155772884970757,0,0,0,0,0,0,0
