,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600886.SH,X600795.SH,X600362.SH,X600010.SH,X600188.SH,X600688.SH,X600027.SH,X600309.SH,X600583.SH,X002353.SZ,X601992.SH,X000792.SZ,X000898.SZ,X601158.SH,X000883.SZ,X000709.SZ,X000629.SZ,X600489.SH,X600315.SH,X600490.SH,X000825.SZ,X000539.SZ,X600547.SH,X000831.SZ,X600352.SH,X600660.SH,X601699.SH,X000630.SZ,X600549.SH,X000983.SZ,X600307.SH,X600808.SH,X000027.SZ,X600578.SH,X002470.SZ,X000937.SZ,X600863.SH,X000960.SZ,X000959.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0197986866012129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416410262679279,0.0260435588748567,0,0.0467361802078425,0,0,0,0.0135966527137159,0,0,0,0.00182992227796556,0,0,0,0,0,0,0,0.0112970370055912,0,0.0161274357973423,0,0,0.0370887992087077,0,0,0,0,0,0,0,-0.00656812081117183,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0602629872711175,0.147645215019722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523848320162755,0,0.0328680489149356,0,0,0.00532721400936331,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435331673634587,0,0.0273881539120049,0,0,0.123428844916739,0,0,0,0.0187979691874563,0,0.0276861186062127,0,-0.0170962305047438,0.0231553182422211,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0331804837947213,0.0514672849523362,0,0,0.101527329671438,0,0,0,0,0.138383724568277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.0628845158405121,0.0171241109606729,0,0,0,0,0.0797976282912534,0,-0.0572514562620605,0,0,0,-0.00452251445151142,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0716862915190741,0,0,0,0,0,0,0,0.0131332286631052,0,0,0.326806467649247,0,0,0,0.0877685475354479,0,0,0,0,0,0,0,0,-0.0375413199547606,0,0,0,0.0843256410690074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0777381319359994,0,0,0.0121881367939572,0.00591708223720698,0,0,0,0,0,0
X600585.SH,0,0.067488186160165,0.0467425929052072,0,0,0,0.165024530070937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674070534280059,0,0,0,0,0,0.0770993262597741,0,0.005683217076476,0,0,0,0.0377065656886831,0,0,0,0,0,0,0,0,0,0.0328419680852633,0,0,0,0,0,0,0,-0.00303704727259166,0,0,0,0,0,0,0
X600019.SH,0,0,0.00144365582416158,0,0,0,0.116355941892325,0,0,0,0,0,0,0,0,0,0,0,0,-0.00615483931062269,0,0,0,0,0,0,0.151223231505133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17566699538349,0,0,0,0.0784418465663993,0,0,0.0362066268898475,0,0,0.0107280181114938,0,0,0,0,0,0,0
X601898.SH,0,0,0.0508641137571848,0.0128143274111053,0,0.151374046055523,0,0,0,0.0487729902149643,0,0,0,0,0,0,0,0,0,0,0.0884018741395105,0.0228410187950935,0,0,0,0,0.00203658303799281,0,0,-4.33680868994202e-19,0,0,0,0.165330000096913,0,0,0,0,0,0,0,0,0,0,0,0.128438204338073,0.0524059301741144,0,0,0,0,0.00186699810616552,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.00901720265987885,0.0337310733466041,0,0,0,0,0,0,0,0,0,0,0,0,0.0113352917543805,0,0,0,0,0,0.0106935590687522,0,0.117898173481132,0,0,0,0.00427747312662386,0,0,0,0,0,0.0318336801172466,0,0,0,0,0,0,0.284587768015317,0,0,0,0,0,0,0,0,-0.0015397631011026,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.021228120219206,0,0,0,0,0.0601683479951488,0,0,0,0,0,0.0581802658066683,0,0,0,0,0,0.0108563064754758,0,0,0,0.087577269993606,0,0,0,0,0,0.0480475250969796,0,0.239901771439297,0,0.0194443275061891,0,0,0,0,0,0,0.0641248821000623,0,0,0,-0.00713328456542002,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11105748562188,0,0,0,0.179301674507673,0,0,0,0.0246716221575663,0,0,0,0,0,0,0.050124765203355,-8.67361737988404e-19,0,0,0.217731165078919,0.143004540226434,0,0,0,0,0,0,0,0,-0.0141460837849628,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115053006354904,0.103214323007047,0,0,0,0,0,0,0,0,0.0481679908296152,0,0,0,0,0,0,0,0,0.0195584570277374,0.0176838622768841,0.153212418787045,0,0,0,0,0,0,0,0,0,0,0,0.0448516352523851,0,0,0,-0.00918175585948015,0.0200555250984076,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114186069172813,0,0,0.120274253823341,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0447696567249839,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668943208981374,0,0.137712184585825,0.0371593286652983,0,0.0287469892780142,0.0279886792902729,0.0409627527385843,0.00468335726515241,0,-0.00130907771407023,0,0,0,0,0,0,0
