,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X000708.SZ,X600660.SH,X601898.SH,X600547.SH,X600362.SH,X601600.SH,X000301.SZ,X600010.SH,X002466.SZ,X600111.SH,X000786.SZ,X600886.SH,X600188.SH,X600011.SH,X600176.SH,X600426.SH,X600803.SH,X600219.SH,X000027.SZ,X601991.SH,X600801.SH,X600795.SH,X600352.SH,X600489.SH,X000932.SZ,X000898.SZ,X000807.SZ,X600688.SH,X600315.SH,X000825.SZ,X002353.SZ,X600157.SH,X600516.SH,X600027.SH,X600486.SH,X601168.SH,X600299.SH,X002080.SZ,X600808.SH,X000723.SZ,X000959.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.361708464082313,0,0,0,0,0,0,0,-0.00256600471357921,0,0,0.0295943452362969,0.0253575043984123,0,0,0,0,0,0,0.00501596045916888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610201570710421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695845467083318,0,0,0,0,0,0,0,0,0,0.123800801355428,0,0,0,0,0,0,0,0,0,0.00811068359700499,0.0355515084644876,0,0,0.0839040652585388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141244726909864,0,0
X601088.SH,0,0,0,0,0,0,0.0852829456425887,0,0,0,0,0,0,0.0670741260030795,0.0378025686391974,0,0,0,0,0,0.0771541582920681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283139730958259,0,0,0,0,0,0,0,0.104081330209058,0,0,0,-0.0125810386334948,0,0,0,0.00417273266215601,0,0
X600309.SH,0,0,0,0,0,0,0.194086203602356,0,0,0,0,0,0,0,0,0,0,0.114045252113545,0.153383202315605,0,0,0,0.0178880579477357,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.1477844140016,0,0,0,0,0.0560924508558495,0,0,0,0,0,0,0,0,0,-0.125490248020603,0,0,0,-0.00333621160331164,0,0
X600585.SH,0,0,0,0.015059769711778,0,0,0.041932540095662,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.240398211859492,0,0,0,0.0671439726322776,0,0,0,0,0,0,0,0.001535933942071,0,0.044874822851104,0,0,0,0,0,0,0,0,0,-0.0157422495740298,0,0,0,-0.00686061388596877,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555324863517263,0,0,0,0,0,0,0,0.0503057799765111,0,0,0,0,0,0,0,0.297708871938107,0.0201972694139492,0.115862963173771,0,0,0.203009046243566,0,0,0,0,0,0,0,0,0,0,0.0116501964220237,0,0,0,-0.0537947836228956,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.199549480111393,0,0,0,0,0,0,0.596678720788319,0,0.117923379652367,0,0,0,0.0258560406728559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138278518112516,0,0,0,0,0.0654747038473183,0,0,0,0,0,0,0,0,-0.0155134630545702,0,0,0,-0.0104531218782811,0,0
X002271.SZ,0,0,0,0,0,-0.217935297975061,0,0,0,0.00289367813953981,-0.0543056817468998,0,0,0,0,0,0,0,0.0212122316983607,0,0,0,0.0461906619232812,0.0996693434411271,0,0,0,0,0,0,0,0,0,0,0.151284999358158,0,0,0,0,0,0.0384634934414423,0,0.0296780342909811,0,0,0,0,0,0,-0.0860467798463688,0,0,-0.0951967585930385,0,0,0,-0.0126697981395952,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0067722120555926,0,0.0581755738566473,0,0,0.036579286277969,0,0,0,0,-0.0222036010018674,0,0,0,0,0,0,0,0.493532605531071,-0.0861833897549351,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0986449609246104,0.261678779549677,0,0,0,0,0,0.0485166749804709,0,0,0,0,-0.123454550380452,0,0
X600660.SH,0,0,0,0,0,0,0.112458192838468,0,0.044716853665267,0,-0.199437393825902,0,0,0,0,0,0,0,0.202019969245511,0,0,0,0,0,0,0,-0.0647230381292685,0,0,0,0,0,0,0,0.0534841443140525,0,0,0,0,0,0,0,0.193233017385614,0,0,0.0226068693728281,0,-0.0161432323209942,0,0,0,0,-0.036657897312259,0,0,0,-0.0272631359368273,0,0
