,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X000792.SZ,X002460.SZ,X600019.SH,X601898.SH,X600111.SH,X000877.SZ,X002271.SZ,X002466.SZ,X600011.SH,X600010.SH,X000708.SZ,X600547.SH,X601600.SH,X600660.SH,X000301.SZ,X600886.SH,X600426.SH,X600362.SH,X600176.SH,X000983.SZ,X601699.SH,X600096.SH,X000723.SZ,X000786.SZ,X600803.SH,X600795.SH,X000959.SZ,X600295.SH,X000408.SZ,X600219.SH,X000807.SZ,X000932.SZ,X601991.SH,X000630.SZ,X600801.SH,X600141.SH,X000825.SZ,X600489.SH,X600985.SH,X600486.SH,X601666.SH,X600688.SH,X000683.SZ,X002080.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.206863610342925,0,0,0,0,0,0,0,0.148296570979248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270835485951533,0,0,0.00584340316146242,0,0,0,0.17330516969931,0.0989660253952746,0.0562015264443725,0,0,0,0,0.0728405552790543,0,0,0,0,-0.0130792301835887,0,0,0,0,0,0
X601088.SH,0.156285144729882,0,0,0,0,0.0218248473306444,0,0,0,0.151333144148433,0,0,0,0,0,0,0,0,0,-0.00956553766700679,-0.00773590011549848,0,0,0,0,0,0.100682490218342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255252741410613,0,0,0,0,0,0,0,0.0263023467748917,0,0,0,0,0,0
X600028.SH,0.0752435827609641,0,0,0,0,0.0374518292015038,0,0,0,0.0178215803786294,0,0,0,0,-0.028430070233241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454162985687879,0,0,0,0,0,0,0,0,0,0,0.199752490767617,0,0,0,-0.0155882265879247,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161630355948464,0,0,0.0217823543722267,0.122314761926166,0,0.0531079830509426,0,0,0,0,0,-2.16840434497101e-19,0,0.0305201955759618,0,0.0631896969293012,0,0,0,0,0,0,0.104831272459981,0,0,0,0,0,0.00251742090609978,0,0,0,0,0,0,0.00916776673677045,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103098108134682,0,0,0,0,0,0,0.00227865532661581,0,0,0,0.447938390432833,0,0,0,0,0,0,0,0,0,0,-0.000992021440069489,0,0,0,0,0,0,0
X600188.SH,0,0.25181165956879,0,0,0,0,0,0.10084198490726,0,0,0,0,0,0,-0.0806741463428997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537673781746956,0,0,0.226943124144213,0,0,0,0,0,0,0,0.199092733241484,0,0.184851440759581,0,0,0,0.00994661112270538,0,0.055669566872053,0,0,0,0.239892289006992,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391528708651382,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642796572518534,0.160242172527059,0,0,0,0,0,0,0,0,0,0,0,0,0.341372173196402,-0.0432460361497473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.334984541235131,0,0,0.536269765855056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0132553798067814,-0.0432726009647221,0,0,0,0,0,0
X600019.SH,0.00720513421947718,0,0,0,0,0.0197972448557419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10003032058709,0,0,0.0176330674985857,0.0535602836161998,0,0,0.350996113750904,0,0,0,0.0690258537003542,0,0.0135057345919737,0,0,0,0,0,-0.0162484514848345,0,0,0,0,0,0
X601898.SH,0,0.165131353058668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173003136157107,0,0,0,0,0,0,0,0,0,0,0.0352098310570232,0,0,0.0366369427259699,0,0,0,0,0.301841924230149,0,0.0316039339742903,0,0,0,0,0,0,0,0,0,0,0,0
