,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600547.SH,X601991.SH,X601600.SH,X600660.SH,X600688.SH,X600886.SH,X600795.SH,X600188.SH,X600362.SH,X600027.SH,X000898.SZ,X601992.SH,X600111.SH,X600176.SH,X002466.SZ,X600516.SH,X000709.SZ,X002460.SZ,X600299.SH,X000629.SZ,X600352.SH,X600219.SH,X600808.SH,X600489.SH,X600801.SH,X601158.SH,X000825.SZ,X300072.SZ,X000786.SZ,X000553.SZ,X000883.SZ,X600583.SH,X000792.SZ,X600339.SH,X601699.SH,X000408.SZ,X000301.SZ,X000630.SZ,X002110.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.191618514604537,0,0,0,0.0272487367927161,0,0,0.103447465839449,0,0,0,0,0.0826646944571229,0,0,0,0,0,0,0,0,-0.116251185426129,0,0,0,0,0,-0.0353656402025438,0,0,0,0,0,0,0,-0.00797424155046687,0,0,0,0.0146290560082353,0.00120754417954239,0.269407210965702,0,0,0.237520839777399,0,0,6.93889390390723e-18,0,-0.0130679537993883,0.0558898941437802,0,0,0,0,0,0
X600028.SH,0.141981776479069,0,0,0.118339448499515,0.0911338219682547,0,0,0,0.164432891866853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756996001896978,0,0.0311652988210241,0,0,0,0,0,0,0,0.1036343051395,0,0,0,0,0.0103809784451576,0.127425325046672,0,0,0,0,0,0,0,0.000469008321280109,0.0591440435705551,0,0,0,0,0,0
X601088.SH,0.154378007995942,0,0,0,0,0,0,0,0.101098624512545,0.0173750646271427,0,0,0,0,0,0,0.130843402510484,0,0,0.0399032601023371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123688862406641,0.0984220421017552,0,0.00770468736247213,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0266636508545327,0.136850727634629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706778939674795,0,0.512677503654102,0,0,0,0,0,0,0,0.209242170333656,0,0,0,0,0,0,0,0,0.0123630084288425,0,0,0,0,0,0,0
X600019.SH,0,0,0,0.0701761617893614,0,0,0.0546289007373965,0,0,0,0,0,0,0,0,0,0,0,0,0.394881406305926,0,0,0,0.0544990543171207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00811532949088073,0,0,-0.0022709078435427,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0515215250727845,0,0,0,0,0,0,0,0,0,0,0,0.665278854569312,0,0,0,0,0.166114581137988,0,0,0,0,0,0,0,0,-0.158084230658346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016605040616972,0.0757836220245499,0,0,0,0,0,0
X600309.SH,0,0,0,0.0909791990937715,0,0.0145397028927225,0,0,0,0,0,0,0,0,0,0,0.0597015398609855,0,0,3.46944695195361e-18,0,0,0.0955913454778704,0.268942565081449,0,0,0.0674360339856007,0.134235566740526,0,0,0,0,-0.172112394546566,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0635422440336979,0,-0.148594717403038,-0.0601820777737275,0.224499944419158,0,0,0,0,0,0
X600010.SH,0.160928380284489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245775059458559,0,0.203866347976447,0,0,0.129659974199893,0,0,0,0,0,0,0,0,0,0.095436641292624,0,0.021373812861701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000803329017724935,-0.028292611713147,0,0,0,0,0,0
X601898.SH,0.031270680809792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892677137542574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450501577147576,0.339634841955389,0,0.159168587377651,0,0.0182126319099639,0,0,-0.00797324048133672,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.0487915259306417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00129056378581865,0,0,0,0,0,0,0,0,0,0.427787855145973,0,0,0.293685908155173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022025185416482,-0.0100848813409847,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0186050072133681,0.0292951176078285,0.145641615338857,0,0,0,0.00279752101372507,0,0,0,0.00392537475085477,0,0,0,0,0,0,0.076438706820603,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827692988962225,0,0,0,0,0,0,0,0,0,0,0,-0.027264792741739,0,0,0,0,0,0,0
X601600.SH,0,0,0,0.117757486605825,0,0.0341184886789099,0.0390194545972164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10402015292557,0,0,0.168290342367326,0,0.0603928236108864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839668940862433,0.00324446244897296,0,0,0,0,0,0,0,-0.0781756998483909,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312751306271857,0,0,0.134024117039402,0,0,0,0,0,0,0.0315081959928525,0,0,0,0,0.140214227383015,0,0,0,0,0,0,0,0,0,0,0,0.170330081461595,-0.00596889890588418,0,0,0,0,0,0,0,0.0375419628348826,-0.00307611620376156,0.0861023610625403,0,0,0,0,0,0
X600688.SH,0.0625559955660752,0,0,0,0,0,0,0,0,0,0,0,0.102286411686973,0,0,0,0.192134893046506,0,0,0,0,0,0,0.0237261107127016,0,0,0,0.0246892409352312,0,0,0,0.125154677337845,0,0,0,0,0,0,0,0,0,0,0.0719201184727558,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0
X600886.SH,0,0.0413815158643037,0,0,0,0.0290539822253697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0907896141463592,0,0,0,0,0.00130640183508558,0,0,0,0,0,0.0193877548711924,0,0.136195030681378,0,0,0.0148348798236508,0,0,0,0,0,0,0,0,0,-0.00193919776854403,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0457011773332721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00510697938798075,0,0,0,0,0.043132604973024,0.180029612299742,0,0,0,0,0.0389511444837167,0,0,0,0,0,0,0,0.035875364891866,0,0,0,0,0,0,0,0.0210636236156017,0,0,0,0,-0.00487520224795851,-0.0375275419965893,0,0,0,0,0,0
