,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X601898.SH,X600547.SH,X000792.SZ,X601600.SH,X600886.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X002271.SZ,X000877.SZ,X600027.SH,X600795.SH,X600362.SH,X600426.SH,X601991.SH,X600803.SH,X000983.SZ,X600176.SH,X600489.SH,X601699.SH,X000807.SZ,X000786.SZ,X000408.SZ,X300037.SZ,X600160.SH,X000539.SZ,X600219.SH,X600995.SH,X000629.SZ,X600688.SH,X000932.SZ,X600378.SH,X002080.SZ,X600612.SH,X600157.SH,X000027.SZ,X000723.SZ,X000933.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.467040281477692,0,0,0,0.14165016038005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464109767715189,0,0,0,0,0,0,0.0465492050906581,0,0,0,0,0,0,0
X600028.SH,0.664722643767652,0,0,0,0,-0.088341330579715,0,0,0,-0.0872901021062817,0.0657231302548438,0.0601131516425452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478783815638424,0,0,-0.0375432509432671,0,0,0,0,0,-0.00443784814507909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00776174623846698,0,0,0,0,0,0,0
X601088.SH,0.153397629455885,0,0,0,0,0,0,0,0,0,0.209258337220013,0,0,0.068349482666137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136758351858506,0,-0.0359875091846429,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.133960984478505,0,0.0324185810432383,0,0,0,0,0,0,0,0,0,0,0,0,-0.0631179904145838,0,0,0,0,0,0.184914422171606,0,0,0,0,0,0,0.13116355764937,0,-0.0400620939654365,0,0.00171825320687702,0.0159362816771596,0,-0.17948810894787,0,0,0,0,0.0703856361911181,0,0,0,0,0,0,0,-0.0361710759936155,0.00587677569663757,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.145425172248116,0,0,0,0,0,0,0,0,0,0,0,0.346113627541022,0.175556681323946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0819188963937565,0,0,0,0,0.0355320561780384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0.393024337470141,0,0,0,0,0,0,0,0,0,0.0147319347833131,0,0,0,0,0,0,0,0.108565199084338,0,0,0.112974755952966,0.199446832141226,0,0,0.0158663218215052,0,-0.0954155040673126,0,0,0,0,0,0,-0.07309968181462,0,0,0,0,0.0418297952797855,0,-0.0810776474262242,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0547088114987841,0,-0.0616793448758366,0,0.00679826354830698,0,0,0,0,0,0.11232774118304,0,0,0,0,0,0,0.0444011963555158,0,0,0,0,0,0,0,0,0,0,0,0,0.216922553606559,0,0.027923466625209,0,0,0,0.010980693089355,0,0,0,0,0.00158160556020938,0,0,0,0,0,0,-0.0171221640047823,0,0,0,0,0,0,0
X600019.SH,0,0.0106911861968186,0,0,0,0.0670917508787363,0,0,0,0,0,0.0918236777423946,0,0.117272796038365,0,0,0,0,0,0,0,0,0,0,0.0359402634147356,0,0.0514511162570611,0.0372124832390008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0975195221140767,0,0,0,0,0,0,0,0,0.0166581323269417,0.0497966243669278,0,0,0,0,0,0,0
X002460.SZ,-0.00261315375116377,0,0,0,0,0,0,0,0,0.544360607484917,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.208015331562344,0,0,0,0,0,0,0,0,-0.0628061325320556,0,0,0,0.0368609906061282,0,0,0,0,0,0,0,0,0,0,-0.0252420716228554,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,-0.0935440920520258,0,0,0,0.0127424355383352,0,0,0.395888632305512,0,0,0,0.0717992842477684,0,0,0,0,0,0,0.0608742396670974,0.0613070823242705,0,-0.084290326994522,0,0,0,0,0,0,0,0,0.0986716724608318,0,0,0,0,0,0,0,0,0,0,0,0,0.0623959071215126,0,0,0,0.364996147872632,0.111025811240471,0,0,0,0,0,0,0,0,0
