,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600547.SH,X600019.SH,X600886.SH,X600660.SH,X601600.SH,X600585.SH,X600011.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X600111.SH,X000708.SZ,X600803.SH,X002460.SZ,X600027.SH,X601991.SH,X000301.SZ,X600160.SH,X600426.SH,X002466.SZ,X000983.SZ,X601699.SH,X600219.SH,X000786.SZ,X600176.SH,X000807.SZ,X002128.SZ,X000630.SZ,X601168.SH,X600096.SH,X600985.SH,X000408.SZ,X000933.SZ,X000877.SZ,X000883.SZ,X000027.SZ,X600995.SH,X002353.SZ,X600378.SH,X600688.SH,X600299.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.176209839372052,0,0,0,0,0,0,0.153673694363401,0,0,0,0,0,0,0.0913623414958358,0.0836508307330528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190146357395292,0,0.0773432399927294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0546888874551554,0,0
X600028.SH,0.358066664177506,0,0.166873999321955,0,0.0958955563013417,0,0,0.121236899157555,0,0,0,0,0,0,0,0,0,-0.0276971741693829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0804511984192204,0,0,0.0649131984853254,0.135050763449004,0,0,0.0100009609213498,0,0,0,0,0.0661010067179143,0,0,0,0,0,0.019747354829096,0,0
X601088.SH,0,0.342964787430147,0,0,0,0.20051933985542,0,0,0,0,0.0758517422934973,0,0,0,0,0,0,0,0,0,0.0853446210627458,-0.0297998024442631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00339807419313099,0,0,0,-0.0783245516313938,0,0,0,0,0,0,0,0,0,0.0156930349061856,0,0
X600309.SH,0,0,0,0,-0.136510017578633,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.0266417540595733,0,0,0,2.16840434497101e-19,0.285806350967532,0,-0.182078784778907,0,0,0,0.155131498304683,0,0,0,0,0,0,0,0.30082340583037,0,0,0,0,0,0,0,0,0,0,0,0.204077019879026,0,0,0,0,0,-0.0297863846497988,0,0,0,-0.0328566194787175,0,0
X601898.SH,0,0.133689585966854,0.0855579229452501,0,0,0.150512576014722,0,0,0,0,0.179900953395688,0,0,0,0,0,0,0,0,0,0,0,0.119449593022107,0,0,0,0,0,0,0.0632664192196299,0,0,0,0,0.0279277351165598,0,0.041907987420881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106693954341645,0,0
X600188.SH,0,0,0,0,0.0984637388731428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.637992580899831,0,0,0,0,0,0,0,0,0.178242237130248,0,0,0,0,0,0,0,-0.023730359829558,0,0,0,0,0,0.0242989704015366,0,0,0,-0.00402169068727619,0,0
X600547.SH,0,0,0,-0.0928973956810007,0,0,0,0,0,0,0,0,0,0,0,0.683689083107262,0,0,0.169858866023159,0.0559343874864452,0,0,0,0,0,0.0301720500483132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.186749037487103,0,0.0260765034449885,-0.0518846783001645,-1.73472347597681e-18,0,0,0,0.00647235809369908,0,0
X600019.SH,0,0.383877527366954,0,0,0,0,0,0,0,0.0149392063196088,0.0712172948397259,0.0297206285093224,0,0,0,0,0,0,0,0.222857851626621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342022582298347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0819251194304116,0,-0.0221354202063842,0,0,-0.0280694540950578,0,0
X600886.SH,0.213705869326861,0,0,0,0.125696679804401,0,0,0,0,0,0,0,0,0.0115331727026354,0,0,0,0,0,0,0,0,0,0.0773849478111634,0,0,0,0,0,0,0,-0.0924740104744049,-0.185173982677565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0348578478440896,0,0
X600660.SH,0,0,0,0.0454018888730344,0,0,0,0,0,0,0,0,0,0,0.0961267338659269,-0.16977405563905,0,0,0,0,0,0,0,0,0,0,0.111187219714461,0.0756069244816539,0,0,0,0.142389183710724,0,0,0,0,-0.0242318075455566,0,0,0,0,0,0,0,0,-0.00294604446273937,0,0,0,0,0,0,-0.0288512614563861,-0.115017514187392,0,0,-0.045273494028772,0,0
