,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600019.SH,X600011.SH,X601898.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X601600.SH,X600010.SH,X002271.SZ,X600547.SH,X000877.SZ,X600426.SH,X600886.SH,X600795.SH,X600362.SH,X600176.SH,X600027.SH,X000983.SZ,X601699.SH,X600803.SH,X601991.SH,X600995.SH,X000786.SZ,X000629.SZ,X600160.SH,X000807.SZ,X600378.SH,X000408.SZ,X600219.SH,X000723.SZ,X600489.SH,X600096.SH,X002080.SZ,X000831.SZ,X000933.SZ,X600348.SH,X000932.SZ,X000630.SZ,X600157.SH,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0939306969197841,0,0,0,0,0,0,0,0,0,0.0648934667686654,-0.0150541585258086,0,0,0,0.155604654897026,0,0,0,0.0423615744901677,0,0,0,0,0,0,0.0283663221229832,0,0,0,0,0.0471564367666703,0,-0.021208004251895,0,0,0,0,0,-0.0224811159666958,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0119228663447149,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.230584973863133,0,0,0,0,0,0,0.0321712999482617,0,0,0,0,0,0,0.0224824939520262,0,0,0,0,0.0365981176362151,0,0.0124690939379173,0.0112745244310385,0,0,0,0,0.0295708670790258,0,0,0,0,0,0,0,0,0,0,0,0,0.00686832498956985,0.00813650218917803,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.268061448932906,0,0,0,0,0,0,0,0,0,0,0,0.0366271649181389,0,0,0,0,0,0,0,0,0,0,0.0871801601878155,0.059851021832023,0,0,0,0,0,0,-0.014330485163806,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,-0.0466627164482756,0.033756360267127,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.11014121480675,0,0.0997715376308325,0,0.0580223720104994,0,0,0,0,0.11404522570604,0.161550911916854,0,0,0,0,0,0,0,0,0,0,0,0.170399973866774,0,0,0,0,0,0,0,0,0,-0.146226837611328,-0.0255182242064479,-1.38777878078145e-17,0,0.140103198043441,0,0,0,0,0.0422746570132392,-0.0378644696708616,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0244606849381308,0,0,0,0,0,0,0,0.373788223066308,0,0,0,0,0,0,0,0,0,0,0,0.131808816252948,0,0,0,0,0,0,0,0,0,0,0,0.118246216331073,0,0,0,0,0.111499975031537,0,0.00357214710808958,0.00223285128589114,0,0,0,0,0,0
X600188.SH,0,0,0.393065323342273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10206721714431,0.0565579300872298,0,0,0,0.138555289011438,0,0.153726604688137,0,0,0,0,0,0,0.0876005090679874,0,0,0,0,0,0,0,0,0.266742438329733,0,0,0,0,0,-0.0207197671812044,0.0257907663502472,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.0434487806052409,0,0.58462527448892,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155134610057012,0,0,0,0,0,0,0.00442607214074957,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,-0.0586668228202278,0.580670805336709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0596023653390987,0,0,0,0,0,0,0,0,0.190756458543449,0,0,0,0,0,0,0,0.0140536687051211,0,0,0,0,0,0,0,0.00280248146680884,0.00371869563616582,-0.0350542276038643,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.253039749974062,0.0950478114574172,0,0,0,0,0,0,0,0,0,0,0,0,0.236173780552798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00783659175649747,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0173902351522366,0,0,0,0.176798706327086,0,0.0502559658008205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142701453117865,0,0.251497115255625,0,0,-0.00899925055045416,0,0,0,0,0,0
