,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600660.SH,X600886.SH,X600547.SH,X601600.SH,X000792.SZ,X600795.SH,X002466.SZ,X601699.SH,X002460.SZ,X000708.SZ,X600111.SH,X600010.SH,X000301.SZ,X000983.SZ,X600362.SH,X600027.SH,X000877.SZ,X600803.SH,X600426.SH,X600160.SH,X600489.SH,X601991.SH,X600985.SH,X000786.SZ,X000408.SZ,X000933.SZ,X002271.SZ,X000807.SZ,X000630.SZ,X600176.SH,X601168.SH,X000932.SZ,X002128.SZ,X600348.SH,X600612.SH,X600219.SH,X600096.SH,X601666.SH,X600995.SH,X000027.SZ,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.399876762780823,0.0526835719139367,0.0986405611738839,0.147385374564483,0,0,0.00181875392831274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079829157461899,0,0,0,0,0,0,0,0,0,0,0,0,0.0162468065597834,0,0,-0.054243325256637,0,0.0056133907500351,0,0.121670504047321,0.0746581806076755,0,0,0,0
X601088.SH,0.00229425504914752,0,0,0,0.155337826277997,0.0539426556632862,0,0.0571296503779569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0898736988691754,0,0.001428732608618,0,0,0,0,0,0,0.224338678093824,0,0,0,0,0,0,0,0.0379611302561415,0,0,0,0,0,0,0,0,0,0,0,-0.0265277822384878,0.0290433989516608,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0736335487494102,0,0,0,-0.0934534195573341,0,0.0254012026434006,0,0,0,0,0,-0.0530688544747587,0,0,0,0,0,0,0,0,0,0,0,0.0570548348743047,0.0743671933774259,0,0,0,0,0,0,0,0,0,0.163618006734022,0,0,0,0,0,0,0,0,0,0,0,0.00338639090900823,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792284987408979,0,0,0,0,0,0.273085868200551,0.150246818448228,0,0,0,0.106732345377886,0,0,4.33680868994202e-19,0,0,0.00916771414294067,0,0,0,0,-0.0165258043361825,0,0,0,0,0,0,0,0,-0.0076509859302355,0,0,0,0,0,0
X600188.SH,0,0.0179609472839012,0,0,0,0.208801678048006,0,0,0,0,0,0,0,0,0.0640400603876357,0,0.0967863410917506,-0.0257285583806478,0,0,0,0,0.185002335930692,0,0,0.0729023000329824,0,0,0.0436743188568608,0,0,0,0,0,0,0,0,0,0,0,0,0.046021081171371,0.193967814042408,0,0,0,0,0,0,0,0,0,-0.000604069526300197,0,0,0,0,0,0
X601898.SH,0.054982367029855,0.0544572343815147,0.216729349094884,0,0.262360051009226,0,0,0,0,0,0,0,0,0,0,0,0.10436375955346,0,0,0,0,0,0.170786987162646,0,0.272601468924776,0,0,0,-0.0867261179844867,0,0,0,0,0,0,0,0,0,0,0.00540089783392585,0,0,0,0,0,0,0,0,0,0,0,-0.00830373415259248,-0.0161286738610762,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.00570693741253095,0,0,0,0,0,0.0874836322205288,0,0,0,0,0,0.0669983065640431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0884621603559887,0,0,0,0,0.191167710729445,0.107038562639788,0,0,0,0,0,0,-0.0794509716584937,0,-8.67361737988404e-19,0,0,0.00885483838988505,0,0,0,0,0,0
X600011.SH,0.0145855352026306,0,0,0,0.0386669019083876,0.06053195158741,0,0,0,0,0.00964844402177609,0,0,0,0.0323817358528149,0,0,0,0,0,0,0,0,0,0.286564418587531,0,0,0,0,0,0.160138846538356,0,0,0,0,-0.0147728272454741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0018024872407896,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0656811508494524,0,0,0,0,0,0,0,0,0.141413558770522,0,0,0,-0.0547195069413811,0,0,0,0.0662278291609152,0,0,0,0.0290721727908084,0.0955232982502638,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.0752998869793063,0,0.061309256120857,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0233474356624145,0.0280224887714923,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.0309034482548622,0,0,0,0,0,0,0,0,0,0,0,0,0.040915959504893,0,0,0,0.0909530205863751,0,0,0,-0.0168990523974808,0,0,-0.0824755358025105,0,0,0,0,0,0,0,0,0,0,0,0.114062945371162,0,0,0,0.0132839292818531,-0.00177006062223947,0,0.0481115016861865,0,0,0,0
