,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600795.SH,X600886.SH,X600362.SH,X600010.SH,X600188.SH,X600688.SH,X600309.SH,X600027.SH,X600583.SH,X601992.SH,X002353.SZ,X000883.SZ,X000792.SZ,X000898.SZ,X601158.SH,X000709.SZ,X000629.SZ,X000825.SZ,X600489.SH,X000539.SZ,X600315.SH,X000831.SZ,X600808.SH,X600490.SH,X600352.SH,X000027.SZ,X601699.SH,X600660.SH,X600307.SH,X600549.SH,X000983.SZ,X000630.SZ,X600578.SH,X000937.SZ,X002470.SZ,X600863.SH,X000959.SZ,X000960.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251815367754104,0.0494246587910039,0,0,-8.67361737988404e-19,0,0,0.00675708300194289,0.0115928179140997,0,0,0,0,0,0,0,0,0,0,0.0456663462302324,0.0304833562739884,0,0,0.0693335372912007,0,0,0,0,0,0,0,-0.006506655042996,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0551661305881386,0.0270054485676758,0,0,0,0,0,0,0,0.146887378436933,0,0,0,0,0,0,0,0.101169203593581,0,0.0219514918445278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716473743499678,0,0,0,0,0.0855133085864216,0,0,0,0,0.0195532918137386,0.0102751257574561,0,-0.0126405976102915,0.00830567541913844,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0649614848244012,0,0,0,0.107033725016666,0,0,0,0,0.176537285685621,0,0,0,0,0.0471176714800795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567532006882435,0,0,0.0547338887991596,0,0,0,-0.0650845422607235,0,0,-0.00275442368691127,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.133572223339082,0,0.0454385725317985,0,0,0,0,0.0586596030556092,0,0,0,0,0,0.0362896608869101,0,0,0,-0.0872156898249412,0,0,0,0,0,0,0,0,0,0.14333515524416,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162636906971908,0.00931451599129614,-0.00843152794749875,0,0,0,0.0366858861439714,0,0,0,0,0,0
X600585.SH,0,0.0595549061933327,0,0,0,0,0.0807171982771773,0,0,0,0,0,0,-0.0103715571452061,0,0,0,0,0,0.0182206038490024,0,0,0.0460720482160011,0,0,0,0,0,0.0158789188194361,0,0,0.108337283426771,0.0135584357747056,0,0,0,0,0,0,0.0362394635562307,0,0,0.0295376104637025,0,0,0,0,0,0,0,-0.00101650364785756,0,0,0,0,0,0,0
X600019.SH,0,0,0.145326053065807,0,0,0,0.0411010878331227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154367948630126,0,0,0,0,0,0.178994078347163,0,0,0,0.0472015807458734,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0896619819793925,0,0.00373771636491144,0,0.00933152782032585,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0343097718231237,0.0366380794114527,0,0,0,0,0,0.0555438670922606,0,0,0,0,0,0,0.0509059763192189,0,0,0,0,0.162767018668875,0.0260293148356477,0.0476103803398929,0,-0.0146579034722245,0.162294700462239,0,0,0,0,0,0,0,0,0.0803240800841324,0,0,0,0,0.0222748571876458,-0.0343918760659346,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318079172263803,0,0,0,0,0,-3.46944695195361e-18,0,0,0.145939826881869,0.00208754096558336,0,0,0,0,0,0.0444418706280611,0,0,0,0,0,0,0,0,0.277532876597095,0,0,0,0,0,0,0,0.00053365074440515,-0.00730541961567664,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0347719377492531,0,0,0,0,0.0557379008213994,0,0,0,0,0.106669962824127,0,0,0,0,0,0,0.00965010418744411,0.092286206186897,0,0,0,0,0,0,0,0,0,0,0.0128565782483045,0.25506450246907,0.0256468077589432,0,0,0,0,0,0,0.0701613085358981,0,0,-0.00646971631253119,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262076752357298,0,0,0,0,0,0,0,0,0,0,0,0.228415710251936,0.0543234063643159,0,0,0,0,0.196087458285054,0.021976529446652,0,0,0,0,0,0,0.0250465573332825,0.223127324619443,0,0,0,0,0,0,0,0,0,-0.00319209731250427,0,0,0,0,0,0
