,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X601600.SH,X600547.SH,X600585.SH,X600660.SH,X600886.SH,X000792.SZ,X600362.SH,X600795.SH,X000708.SZ,X600010.SH,X600111.SH,X600489.SH,X002460.SZ,X601699.SH,X600027.SH,X600160.SH,X000983.SZ,X000301.SZ,X002466.SZ,X600426.SH,X000786.SZ,X600803.SH,X601991.SH,X000877.SZ,X000933.SZ,X600985.SH,X000630.SZ,X002128.SZ,X000807.SZ,X600176.SH,X601168.SH,X600219.SH,X002271.SZ,X000408.SZ,X600612.SH,X600348.SH,X000883.SZ,X600096.SH,X000932.SZ,X000027.SZ,X600995.SH,X601666.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,-1.73472347597681e-18,0.598833195519174,0,0,0,0,0,0.117308063743362,0,0,0,0,0,0,0,0,0,0,0,-0.0370123099142344,0,0,0,0,0,0,0,-0.0120230185061928,0,0,0,0.00870560069361449,0,0,0,0.120412438483677,-0.0308833914156343,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0411590281268431,0.0158507467565729,0,0,0,0,0,0
X601088.SH,0.182230914642388,0,0,0,0,0.241418956232226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13283840975705,0,0,0,0,0,0,0,0,0.0539658393034141,0,0,0,0,0,0,-0.0192532302985222,0,0,0,0,0,0,0,0,0,0,-0.00389907172359888,0,0,0,0,0,0,0
X600028.SH,0.439813860796635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172032196290906,-0.0270221801094173,0,0.0653446293526633,-0.110939273507889,0.0180021986530529,0,0.0126633272625162,0,0,0,0,-0.0648034793537819,0,0,0,0,0,0,0,0,0,0.0539436869889798,0,0,0,0,0,0,0,0,0,0,0,0,0.0108839819456544,0.00167418315578524,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00213065505115164,0,0,0,0,0,0,-0.0315151339900421,0,0,0,0.144745616757369,0,0.00139124301449782,0.0181527044174388,0,0,0,0,0.0653302665843099,0,0,0,0.162302394737853,0,0,0,0,-0.0922050004210756,0,0,0,0,0,0,0,0,-0.00662162424449588,0,0,0,0,0,0,0
X600188.SH,0.0195228545317728,0,0,0,0,0.294562336721484,0,0,0,0.0441394549853505,0,0,0,0,0,0,0,0,0,0,0,0.326715583033892,0,0,0,0,-0.0560313832626126,0,-0.0851855370122166,0,0,0,0.0370476515188896,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0183442009479072,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0419777223776236,0,0,0,0,0,0,0,0,0.029475462000519,0,0,0,0,0.119773743233327,0.191996177218106,0,0,0,0,0,0,0,0,0,0,0.501583287849529,0,0,0,0,0.0714865967168788,0,0,0.00914591507327187,0,0.0787447113757395,0,0.00845182962292034,0,0,0,-4.33680868994202e-19,0,0,-0.0168655024676365,0,0,0,0,0,0
X600019.SH,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0701049068188169,0.00118273386550128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303416192728683,0,0.160760771636189,0,0,0,0.035366738155556,0,0,0,0,0.0805030735412424,0,0,0,0,0,0,0,0.198653352096399,0,0,0,0,0.00706575259714663,0.0279171103865839,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631826343750055,0,0,0,0,0,0,0.129931648643764,0,0,0,0,0,-0.0276812061665522,0,0.00395598005571582,0,0,0,0,0,0,0,0,0,-0.00737758127004566,0,0,0,0,0,0,0,0,0,0,-0.0301571532125496,0.0276477968458314,-0.0422688303720584,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,-0.146114719746271,0,0,0,0,0,0,0.212041188771929,0,0,0,0,0,0.0971915956204803,0,0,0,0,0,0,0.204050797256982,0,0.0261912122896201,0.152432734557985,0,0,0,0.211261621152214,0,0.209830936792711,0,0,0.0438431478714113,0.0811277883701289,0.00021611845329398,0,0,0,0,0,0,0,0,-0.0191522704215349,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0818004200679162,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755275588923274,0,0,0,0,0,0,0,0,0,0,0,0,0.147448557957285,0,0,0,0.0166477454070785,0,0,0,0,0,0,0,0,0,0,0,0,-0.0153513132928995,0,-0.047492144221409,0.0826015580681804,0,0,0,0,0,0
X600585.SH,0,0,0,0.0343579301263674,0,0.0518086980721063,0,0,0,0,0,0,0,0,0,0,0,0.0536402257969677,0,0.0100725053988379,0,0,0,0,0,0,0,0,0.181955360339786,0,0,0.0287852018458781,0,0.0159556554436169,0,0,0,0,0,0,0.0955686706437422,0,0,0,0,0.0808617193679725,0,0,0,0,0,0,-0.0199731388420354,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101345050195553,-0.0377837934514427,0,0,0,0,0.0755836155145849,0,0,0,0.130812462631022,0,0,0,0,0,0,0,0.0911118445362219,0,0.106552069087494,0,0,-0.108985405957047,0,-0.0646087433388248,0,0,0,-0.0285638422338529,0,0.0339293964914698,0,0,0.00210438064411123,0.0133967946751122,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259887488354173,0,0,0,0,0,0,0.0445594265475875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0798810883409295,0,-0.0969701274410341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.0427671212908702,0,0,0,0,0,0,0,0,0,0,0.039369271031407,0.258935735837818,0,0,0,0,0,0.0936886659014614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579196728729928,0,0,0,0,0,0,0,0,0,0.00457774922793585,0.0225211246223116,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.166537492956614,0,0,0,0,0,0,0,0,0.0313710920282464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240383210359409,0,0.165940807902854,0,0.115337345693924,0,0,0.0988346200298674,0,0,0,0,0,0,0,0,0,0,0.00743034896569542,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.360619185416003,0,0,0,0,0.141832564922522,0,0,0,0,0,0,0,0,0,0.251083141347221,0,0,0,0,0,0,0,0.130422795980648,0,0.0390602051599617,0,0,0,0,-0.0116078428230506,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284717314374566,0,-0.00520650579110869,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.0664818140989922,0,0,0,0,0,0,0,0,0,0,0.016131929862821,-0.0367897162870336,0.0503394890894815,0,0,0,0,0,0,0,0.142648354956191,0,0,0,0,0,0.0378641085147231,0.122968558024498,0,0,0,0,0,0,0,0.0047208068399467,0.157442220276279,0,0,0,0,0,0,0.0046126488478666,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0161243966383613,0,0,0,0,0,0,0,0,0,0,0,0,0.349000019785723,0,0.0233615130683348,-0.0225152120703843,0,0,0,0,0,0,0,0,0,0,0,0,-0.00341666675990785,0,0,0,0,0,0.0708475816675406,0,0,0,0,0,0,0,0,0,0,0.0382403256561201,-0.0201405759405084,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.111086806541887,0.119008034770228,0,0,0,0,0.0921155130044321,0,0,0.450275867513601,0,0,0.0795371994652284,0,0,0,0,0,0,0,0,0,0,0.0186274702635249,0,0,0,0,0,0,0,0,0.0501387272986538,-1.73472347597681e-18,0,0,0,0,0.0506862686459866,0,0,0,0,0,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0.608330940434062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00420130118417923,0.0186486163645749,0,0,-0.0347822510367391,0.0656097638326081,0,0.0451165670692584,0,0.144116589152802,0,0,0,0.0109751376377466,0,0,0,0,0.0139863310524912,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517676481342734,0,0,0,0,0,0,0,0,0,0,0,0,0.812380348567452,0,0,0,0,0.040686361370682,0,0,0,0,0,0,0,0,0.0180127434942709,0.0393439146697139,0,0,0,0,0.0160452751307501,0,0,0,0,-0.0180487524289981,-0.0161300329373026,0,0,0,0,0,0
