,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600886.SH,X600019.SH,X600795.SH,X601898.SH,X601600.SH,X601991.SH,X600027.SH,X600688.SH,X002075.SZ,X600157.SH,X600111.SH,X600362.SH,X600583.SH,X600188.SH,X601992.SH,X601158.SH,X600309.SH,X000539.SZ,X000709.SZ,X000027.SZ,X000898.SZ,X600352.SH,X000883.SZ,X600021.SH,X600660.SH,X000792.SZ,X600022.SH,X002470.SZ,X000629.SZ,X600307.SH,X600489.SH,X601918.SH,X600863.SH,X600098.SH,X600578.SH,X600623.SH,X600612.SH,X600547.SH,X600808.SH,X000825.SZ,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.758348147721606,0.0837895660582191,0,0,0,0,0,0,0,-0.040462397446063,0,0,0,0,0,0,0,0,0,-0.0795597307342862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040161540950041,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.00867435645121131,0,0.0454844000853743,0,0,0,0
X600028.SH,0.407889178186429,0,0,0,0,-4.33680868994202e-19,0,0.248051538396938,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163004713441234,0,0,0,0,0,0,0,0.145426411186074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00378913182045758,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.240048342902725,0,0,0.0118822950613244,0,0,0,0.208961407156813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150898030630453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.539793636705997,0.261771757359981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00255524890011562,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112134249102799,0,0.214521147235177,0,0.042832639100966,0,0,0,0.0293621103301446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161022086938437,0,0,0,-0.0109388362580587,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.011434778736252,0,0,0,0.125343923310831,0,0,0,0,0,0,0,0,0.00385325633603211,0,0,0,0.0850516137302881,0,0.15168430478427,0,0,0,0,0,0,0.0407536172955946,0.263536979877444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199681398032661,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0.278307509773863,0.109713222496482,0,0,0,0,0,0.0125202958184732,0,0,0,0.0515110678464417,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.00531773069246419,0.320949456020734,0,0,0.0689585138395235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135495936708474,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.146820400073037,0.0967796531597997,0,0,0,0,0,0.0251756193791246,0.041925340434461,0,0.115308656407817,0,0,0,0,0.0659890319130516,0,0,0.0267527646994699,0,0,0,0,0,0,0,0,0,0.105461136083794,0,0.227309340870056,0.00422643140231266,0,0.0263298342314024,0,0,0.0178077149161344,0,-0.00364751119478444,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.132744510628733,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164366453641522,0,0,0.0824331950259332,0.291715567586502,0,0,0,0.0275592966089093,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0414833478018352,0,0,0.0222810593137954,0,0,0,0,0,0,0,0,0.00905325621920575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136657740921857,0,0,0.244001662603826,0,0,0,0,0.190233646425084,0,0,-0.00315148696660619,0,0,0,0,0,0,0
