,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X601991.SH,X600547.SH,X600688.SH,X601600.SH,X600660.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X600027.SH,X600111.SH,X002466.SZ,X601992.SH,X600516.SH,X600176.SH,X600299.SH,X000629.SZ,X002460.SZ,X000709.SZ,X600808.SH,X600352.SH,X600801.SH,X300072.SZ,X600219.SH,X000825.SZ,X600339.SH,X600489.SH,X002110.SZ,X601158.SH,X600583.SH,X000553.SZ,X000786.SZ,X601699.SH,X600426.SH,X000883.SZ,X000932.SZ,X000301.SZ,X002271.SZ,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.163754295020514,0,0,0,0,0,0,0,0.127861973686056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275926397384561,0,0,0,0.018606474246491,0,0,0,0,0,0,0.174672691001936,0,0,0,0,0.041242433946433,0,0,0,0,0,0
X600028.SH,0.0975434865693785,0,0,0,0.142163738303008,0.0379757719380707,0,0,0.0226467415291598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138905224075702,0,0,0,0,0,0,0,0,0,0,0,0,0.123023064360103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.0700323426617452,0,0,-6.93889390390723e-18,0,0,0,0,0.198133577777168,0,0.00227000144417407,0,0,0,0.0968723776347187,0,0,0,0,0,0,0,0,0,0.0875600897316468,0,0,0,0,0,0,0.0699889115106103,0,0,0,0.055098087394859,0,0,0,0,0,0,0.0478808508863941,0,0,0.0621169487528017,0.0352688785988481,0,0,0,0.00140623984484561,0,0,0,0,0,0,0
X600585.SH,0,0,0.0379095464824313,0,0,0.0899442639979501,0.0792144200686144,0,0,0,0,0,0,0,0,0,0,0,0.102117780588202,0,0,0,0,0.0462055952050085,0,0,0.0216824145813334,0,0,0,0,0.528259543264296,0,0,0,0.0587032347993992,0,0,0,0,0,0,0,0.0199679113064381,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,5.29395592033938e-23,0,0,0.0364904542648872,0,0,0,0,0,0,0,0,0,0,0,0.550187780551497,0,0,0.0154662624365416,0,0,0,0,0,0,0,0,0,0.0612639677263444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349203305206103,0,0.035289150901636,0,0,-0.00790521294277907,0,0,0,0,0,0,0
X600011.SH,0,0,0,0.0713241410450104,0,0,0.080740025879878,0,0,0,0,0,0,0,0,0,0,0,0,0.77227056866282,0,0,0,0,0,0,-0.0111442502550647,0.0384158986386665,0,0,0,0,0,0,0,0,-0.0446612459135276,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00266144162463189,0.0369160128339219,0,0,0,0,0,0
X600309.SH,0,0,0,0.357865966795081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998017433426764,0,0.254490791828306,0,0,0.11817314327653,0.0015169040270264,-0.304731153081528,0,0,-0.0734380208765015,0,0,0,0,0.114484378413338,0,-0.149990616065161,0,0,0,0,0,0,0.140984800732283,0,0,0,0,0,0,0,0.11750270493219,0,0.160684114487828,0,0,-0.183332206454576,0
X600010.SH,0.165327396299174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197551300505297,0.140635430050224,0,0,0,0,0,0,0,0,0.0364519536000193,0,0,0,0.0177325870575729,0,0,0,0.00870716048358788,0,0,0,0,0,0.0848170063552901,0,0,0,0,-0.00357795178390557,0,0,0,0,0,0,0
X601898.SH,0,1.73472347597681e-18,0.191268388163823,0,0,0,0,0,0,0,0,0,0.171793202129557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00365940619955134,0,0,0,0,0,0,0,0.0214379463452687,0,0,0,0,0,0,0,0,0,0.0191590534061698,0,0,0,0,0,-0.076959146040415,0,0,0,0,0,0
X601991.SH,0.00252269246832691,0.0532955207561152,0,0,0,0,0,0,0.125125052402937,0,0,0,0,0.0758123767246829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0862432379838663,0,0,0.0391460611557873,0,0,0,0,0,0.00989466780996505,0,0,0,-0.0256129717122311,-0.0134988922662422,0,0,0,0,0,0
