,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X601898.SH,X600585.SH,X601600.SH,X600795.SH,X600886.SH,X601991.SH,X600688.SH,X600027.SH,X000709.SZ,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X600583.SH,X002075.SZ,X000898.SZ,X601158.SH,X000027.SZ,X600021.SH,X000539.SZ,X601992.SH,X600309.SH,X000629.SZ,X000883.SZ,X600352.SH,X002353.SZ,X600022.SH,X601918.SH,X600098.SH,X600307.SH,X000060.SZ,X000792.SZ,X600808.SH,X002470.SZ,X600863.SH,X000878.SZ,X600660.SH,X600578.SH,X000825.SZ,X600489.SH,X600160.SH,X600547.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.768183040306493,0,0,0,0,0,0,0,0,0,0,0,0,0.0253231434233084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014604461451447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425113754880894,-0.0562648404602579,0,0,0,0,0,0
X600028.SH,0.39011562701305,0,0.0107494320560295,0,0,0.243235352580826,0.0250210992098354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100537397497533,0.0278467579986429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280788788421076,0,0,0,0,0,0,0,0,0.0157341741367317,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.177966049346129,0,0,0.170731964974118,0,0,0,0,0.11428138951211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0987602965241281,0,0,0,0,0,0,0,0,0,0.0189679950284203,0,0,0,0,0,0,0,0,0,0,0,-0.0146429021072928,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.228849083361375,0,0,0,0,0,0,0,0,0,0,0.172556832877555,0.0476878566231603,0.0604350963625844,0,0,0,0.0694501630238526,0,0.0500120535624722,0,0,0,0,0,0,0,0,0,0,0,0.125216218035553,0,0.00338140811186542,0,0,0,0,0,0,0,0,0,0,0,-0.00906000252932903,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.144013203487536,0,0,0,0,0.145154212662606,0,0.075158572049172,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24016670909725e-05,0,0,0,0,0.392254307312795,0,0,0,0,0,0,-0.00319718542559119,0,0,0,0,0,0
X600019.SH,0,0,0.0951399387689813,0,0.149179438449824,0,0.0274783647043709,0,0,0,0,0,0.00179012432786818,0.233226010395015,0,0,0,0,0,0,0,0.059108450717962,0,0,0,0,0.155269304821964,0,0,0,0,0,0,0.0188579338959484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.118859660890655,0,0,0,0,0,0,0,0,0,0.289316936871248,0.173718561061592,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163845001232524,0,0,0,0,0,0,0.0465741162309036,0,0,0,0,0,0,0,0,0,-0.0233948938437469,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.112913918081792,0.0287626160234653,0,0,0.0169571978180411,0,0,0.044896109902274,0,0,0,0,0,0,0,0,0,0.119453287166147,0,0,0,0,0,0.0451098000517869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215700922922633,0,0,0,0,0,0,0,-0.038489565536026,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.154512182892996,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0850749457327602,0,0.0960318844079346,0,0.0425189313202078,0,0.0105478740048239,0,0,0.0902305789288792,0,0,0,0,0,0,0,0,0,0,0,0.0645818496203746,0,0.0998134628614299,0,0,0.102825680254729,0,0,0,0,0,-0.00870868636701063,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0370803941133366,0,0.190533318979551,0,0,0,0,0.0639097353757797,0,0,0,0,0,0,0,0,0,0,0.102360267883519,0,0.0592825123516376,0,0,0,0.00966261012554981,0,0.0545285310037919,0.0127098529128243,0,0,0,0,0,0,0.131603237343755,0,0,0.140066284594684,0,0,0.0030688418736945,0,0,-0.00210807741094845,0,0,0,0,0,0,0
X600886.SH,0.00340940561670155,0,0,0.0039975857189058,0,0,0,0,0,0,0,0,0,0,0.172757068100452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117134179865791,0,0,0,0,0,0,0,0,0,0,0,0,-0.060589633718253,0.0414162145627914,0,0,0,0,0,0
X601991.SH,0,0,0,0,6.93889390390723e-18,0,0.181565856563965,0,0,0,0,0,0,0.0626173562782264,0,0,0.0713359750045201,0,0.190546838801867,0,0,0,0,-1.38777878078145e-17,0.000964598730325755,0,0,0,0,0,0,0,0,0.0540891985426682,0.0212346771600662,0,0,0,0.0242434718514971,0,-1.73472347597681e-18,0,0,0.150616157857147,0,0.0358966549666247,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,-0.0808804826825032,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.342558764284976,0,0,0,0.0414656430641882,0,0,0,0,0,0,0,0,0,0.425920827696902,0,0,0,0,0,-0.00614468815343772,0,0,0,0,0,0,0,0,0,-0.0262689407957966,0,0,0,0,0,0,0
