,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X600010.SH,X601898.SH,X601600.SH,X601991.SH,X600795.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600688.SH,X600027.SH,X600309.SH,X601992.SH,X600583.SH,X000792.SZ,X601158.SH,X600157.SH,X000898.SZ,X000709.SZ,X600352.SH,X600547.SH,X002353.SZ,X600489.SH,X000831.SZ,X000539.SZ,X000630.SZ,X600008.SH,X600660.SH,X600219.SH,X000825.SZ,X000027.SZ,X600808.SH,X002470.SZ,X000629.SZ,X600578.SH,X600549.SH,X600315.SH,X600098.SH,X600021.SH,X600307.SH,X601699.SH,X000060.SZ,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.37986299165692,0,0,0,0,0,0,0.101201762854642,0,0,0.166400336508335,0.123273320081009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176973093843602,0,0,0,0,0.00356827307469608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00528791060435372,0,0,0,0,0,0
X600028.SH,0.588445546099708,0,0.0455862907160515,0.06885933226194,0,0,0,0,0,0,0.0358362617330693,0,0,0,0,0,0,0,0,0.0129476635618819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022969932956317,0,0,0,0,0,0,0,0.000546950404513433,0,0,0,0,0,0
X601088.SH,0.112074362362077,0,0,0,0,0.0506084669750886,0,0.117111863090859,0,0,0,0,0.210171223804916,0,0,0,0,0.0193482883707849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112712864805107,0,0,0,0,0,0,0,0.289620086339689,0,0,0.00177004807452897,0,0,0,0,0,0
X600011.SH,0,0.054463731749616,0,0,0,0,0.0768604548656152,0.0634843987868805,0.0280581115307929,0.0953466532475162,0.160513592178839,0.0481778152910223,0.00471536214426657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184259834849177,0,0,0,0,0,0,0.0823782436779496,0,0,0.173115773144352,0,0,0.0121577778694448,0,0,0,0,0.066599075020779,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.00311108017759993,0,0,0,0,0.014311042780129,0,0,0,0,0,0,0,0,0.0627525807172978,0,0,0,0.131255516610845,0,0,0,0,0,0.049250115731905,0,0,0,0.0395650926788026,0,0,0,0.105092937619606,0,0,0,0,0,0,0,0,0,0.206708436043425,0,0,0.0653873845316474,0,0.0507102010357713,0,0,0.00503272074647933,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.129859276810475,0,0,0,0.0237697267801357,0.000533628322380108,0,0,0,0,0,0,0.606465468146606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147535944298071,0,0.399235952849707,0,0,0,0,0,0.133812604673461,0,0,0,0,0,0.0865218636584631,0,0,0,0,0,0,0.0839130431202616,0.106958506274514,0,0,0,0,0,0,0,0.00397120370541904,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0173734918808997,0.150992172176011,0,0,0,0,0,0,0,0,0,0.0270917209858729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101268730115846,0.109225037311314,0,0,0,0.0416235600199671,0.0951847073018338,0,0,0,0,0,0,0,0.336685962268841,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.213167865633648,0,0,0.0356113231838086,0.120220691613107,0,0,0,0,0.0569864892960371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176812982387089,0,0,0.053658682144269,0,0.346624697151549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.235997567124761,0,0.185316749990932,0,0,0,0,0,0.209961746403923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736059317380988,0,0,0,0,0,0,0,0,0,0.190902164530691,0,0,0,0,0,0,-0.00645880021130559,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.236229014038498,0.225189407200867,0,0.00596935584373829,0,0,0,0,0.245698395241896,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115463161879558,0,0,0,0,0,0,0,0,0,0.0107459972297114,0,0,0.0233805875518311,0,0,0.0289120630356359,0,0,0,0,0.000450622302874595,0,0,0,0,0,0
X600886.SH,0.119286124471273,0,0,0,0,0,0,0,0,0.0977025035918384,0.101512618673114,0,0,0,0,0,0,0.00735810864452182,0,0,0,0,0,0.276037136611879,0,0,0,0,0,0,0.244943904137517,0,0,0,0.0360694792141434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0153870385854182,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0260981454750612,0,0,0.110796305601581,0,0,0.0723761986018568,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208242546390742,0.0382154635468504,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,6.93889390390723e-18,0.00404598502845052,0.0555720155186347,0.419101456566834,0,0,0,0,0,0,0,0,0
X600362.SH,0,0.135019749065488,0,0,0,0.0323510706633099,0,0,0.00723829676357132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304421624343335,0,0,0,0,0,0.0222215907578395,0,0,0.0905846406013754,0,0,0,0,0,0,0,0.0555462992608948,0,0,0,0,0,0,0,0,0
X600111.SH,0.0542605322067267,0,0,0,0,0,0,0,0.126947777301989,0.0511892325396671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.33707593432621,0,0,0.0441245280752358,0,0,0,0,0,0.0464844014480035,0.0226897193316784,0,0,0,0,0,0
X600688.SH,0,0.204700965690428,0,0,0,0,0,0,0,0.0702645558784406,0,0.28628651727266,0,0,0,0,0,0,0,0.00144468693939855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122771247764708,0.0759650095069608,0.000802409310374467,0,0,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.099501198968279,0,0,0.00934085299722682,0,0,0.133522279205834,0.493253742370425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114241307755101,0.0137259425301152,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.0871114171658098,0.0234806282830623,0,0,0.025461352402576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.152831702639619,0,0,0.0375929532060856,0,0,0.262426782348518,0.173486814114505,0,0,0,0,0,0,0,0,0,0
X601992.SH,0.0944283052916424,0,0,0,0,0.171673403421032,0,0,0,0,0,0,0.125000999307588,0.182719306627368,0,0.0375280631834813,0,0,0,0,0,0,0,0,0,0,0.045943648737384,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0854828633826066,0.0324942097580366,0,0,0,-0.0335912947870641,0,0
X600583.SH,0,0.00255325162004891,0,-8.67361737988404e-19,0,0,0.0992688280729506,0.118714872561562,0.155585717657603,0,0,0,0,0,0,0.0190964013436021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132322933568965,0,0,0.0523022468689395,0,0,0,0,0,0,0,0.00380151953321313,0,0,0,0,0,0,0,0,0
