,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600019.SH,X600660.SH,X600188.SH,X600585.SH,X601600.SH,X600886.SH,X600011.SH,X600547.SH,X000792.SZ,X600010.SH,X002460.SZ,X600111.SH,X600795.SH,X600362.SH,X000301.SZ,X002466.SZ,X600160.SH,X600489.SH,X000708.SZ,X600803.SH,X600027.SH,X601991.SH,X000786.SZ,X000807.SZ,X000877.SZ,X600219.SH,X600426.SH,X000983.SZ,X600176.SH,X002128.SZ,X000408.SZ,X000630.SZ,X601699.SH,X600096.SH,X601168.SH,X600985.SH,X600157.SH,X000933.SZ,X002353.SZ,X002271.SZ,X600378.SH,X600995.SH,X600352.SH,X000831.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.444549328544799,0,0,0.0724906643194772,0,0,0,0.0100215930846584,0,0,0,0,0.0906817397721837,0,0,0,0,0,0,0,0.121446823213155,0,0,0,0,0,0,0.00192252229688193,0,0,0,0,0,0.0113758568331286,0.0511165034425508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0375013672674735,0,0
X601088.SH,0,0,0,0,0.278907125474911,0,0,0,0,0.0168163296409939,0,0,0,0,0,-0.00437473378621746,0,0,0,0,-0.0227635827635158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363588934298104,0,0,0.134524027697344,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0170519467571064,0,-0.0240750388378132,0,0
X600028.SH,0.647805634808762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0112298419029393,0,0,0,0,0,0.102067444389813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0309305811279823,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303499024483787,0.0903398813292442,0,0,0.0995358740132798,0.0971564410542553,0,0,0,0,0.00734206921510828,0,0.106907177171881,0,0.0824750039405683,0,0,0.20059264289979,0,0,0,0,0,0,0,0,0,0,0,0.0837555852646593,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0.289818719215533,0.256320396610309,0,0,0,0,0,0.0403478276915851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13674961288515,0.0897652166177898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0189889426048302,0,0,-0.0180225849324568,0,0
X600019.SH,0.165798913481143,0,0,0,0,0,0,0,0,0.213160507964583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135812781965352,0,0,0,0,0.133401157880814,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0910586542340679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00809487880249231,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0735398844798533,0,0,0.152015193423128,0,0.20814382362395,0.0485941606258378,0,0,0,0,0,0.233952735704855,-0.0398099483307228,0,0,0,0,-0.186815752064138,0,0,0,0,0,0,0,-0.238937347913335,0.0272182344194464,-0.0380554147377513,0,0,0,0,0,-0.0354015719275525,-0.00638333106244015,-0.0202065614598395,0,0,0,0,0,0
X600188.SH,0,0,0,0.0357645093340375,0.158235649667863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000853264132392654,0,0,0,0,0,0,0,0.155777053869013,0,0,0,0,0.182074119996514,0,0,0.0370020027531336,0.0425669947649889,0,0,0,0,0.0465972999561426,0,0.123323813023136,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.209812910622767,0.116630841874064,0,0.0119591043965912,0,0,0,0,0,0.0149720283896698,0,0,0,0,0,0,0.0408145275249515,0,0,0.0151046468485282,0,0,0,0.0866918476082893,0,0.220820194200034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00905162619951779,0,0
X601600.SH,0,0,0,0,0,0.221749140691629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331281292575038,0,0.324968237630525,0,0,0,0,0,0,0,0,0.388192989241599,0,0,-8.67361737988404e-19,0,-0.167655182955899,0,0,0,0,0,0,0,0,0,-0.00497247050408494,0,0.0148472390785988,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0.102402642856184,0,0,0,0,0,0.511211125858974,0,0,0,0,0,0,0.0175142311722898,0,0,0.0171281606112258,0,0,0,0,0,0,0.156486213543363,0,0,0,0,0,0,0,0,0,-0.138343065660466,0,0,0,0,0,0,-0.045970984756658,0.0185875149986069,0,0,0,-0.0107480397887752,0,0
X600011.SH,0,0,0,0,0,0.0596399643071747,0,0.00650419444655111,0,0,0,0,0,0,0,0,0,0,0,0.109725310048463,0,0,0,0.0392771870292104,0.0311518581030206,0,0.235669783102088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0943740687747157,0,0,0,0,0.00401971057205378,0,0,0,0,-0.0274117939807977,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00922094656553382,0.0554120954323061,0,0,0,0,0,0,0.614892932082196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386079550513974,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0597390886556165,0.181430260745791,0,0,0,0,0.135129038991109,0,0,0,0,0,0,0.070915703500611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0906910770468153,0.165790034694907,0,0,0,0,0,0,0.00595751237547446,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19011197676283,0,0,0,0,0,0.0535930456654042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372273007209039,0,0,0.172290311210305,0,0,0,0.0522462424958786,0,0,0,0,0,0,0,0.0534017534238186,0,0
