,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X600188.SH,X600688.SH,X601600.SH,X600795.SH,X600362.SH,X600886.SH,X000898.SZ,X002466.SZ,X600516.SH,X300072.SZ,X600027.SH,X600547.SH,X601992.SH,X600111.SH,X002460.SZ,X600176.SH,X000553.SZ,X600352.SH,X002110.SZ,X000786.SZ,X600299.SH,X600808.SH,X600801.SH,X000709.SZ,X000932.SZ,X600426.SH,X000883.SZ,X601699.SH,X601158.SH,X600339.SH,X600219.SH,X601003.SH,X000408.SZ,X002271.SZ,X600782.SH,X000830.SZ,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.122731919887047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311769131687952,0,0.0707036141892386,0,1.35525271560688e-20,0,0,0.0704819897538204,0.121321393800861,0,0,0.00818072118463641,-0.0142441584965147,0,0,0,0,0,0
X600028.SH,0.0158892534602433,0,0.356924378720862,0,0,0,0,0,0,0.0313079161803891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142565773441161,0,0,0,-0.0597401248923518,0,0,-0.00884584573048815,0,0,0,0,0,0,0,0.0924898179515929,0,0,0.0765970066593337,0,0,0,0,0.00714967808147464,0.00310096469181544,0,0,0,0,0,0
X601088.SH,0,0.065642319682847,0,0,0,0.00310568046260766,0,0,0,0,0,0.465224033621353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205965887679943,0,0,0,0.0699068026185581,0,0,0,0,-0.0121831772216366,-0.0215712944505346,0,0,0,0,0,0
X600585.SH,0,0,0.153364134760107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0644016971381712,0.0639822544270574,0,0,0.20234395488234,0,0,0,0,0,0,0.00232794324153972,0,0,0,0.0726276520849647,0,0.041208633796289,0,0,-0.00238941115727447,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170893299368921,0,0.196338528431701,0,0,0.169923328767548,0,-0.0172055439447058,0,0,0,0.101476264984788,0,0,0,0,0.0157225598523181,0.0158416074415124,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140920313046401,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0140565326444284,0.220234582790959,0.248368326571024,-0.162181826727609,0.00163861477941122,0,0,0,0,0,0,0,0,-0.1219804332278,0,0,0,0.263944893326865,0,0,0.0179647222123031,0.0444139513097925,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0384207485170914,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0779900204341796,0,0.42238588465427,0,0,0,0.05101646695477,0,0,0,-0.0765826209295125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127361110060313,0,0,0,0,0,-0.00167883834846815,0.00850373248133065,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137498492054306,0,0,0,0,0.0503111991676236,0.138849586940379,0,0,0,0,0,0,0,0.195003185494355,0,-0.0661964083558557,0,0,0,0,0,0,0,0,0,0.223961832581626,0.00390475059963633,0.109317519551611,0.212058103735162,0,0,0.0166691708779147,0.00393667897630834,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245995640662488,0,0,0.035042932216482,0,0,0,0,0,0.106809680002495,0.081358310354823,0,0,0.0618543191798893,0,0,0,0,0,0,0,0,0,0,0,0.100988433076686,0,0,0,-4.33680868994202e-19,0,0,0.0617778725303581,0.0248750152049317,0,0,-0.00273833596055889,-0.00738625502639152,0,0,0,0,0,0
X600660.SH,0,0.0970149359178065,0,0,0,0,0,0,0,0,0,0.0625906461925609,0,0,0,0,0,0,0.0261971801114777,0,0,0,0,0,0,0.0339264632905923,0.144565300824902,0,0.0349101899899913,0,0,0.00448632448651463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120800950261235,-0.00141217967046551,0.005301222920849,0,0,0,0,0,0
