,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600019.SH,X600111.SH,X000301.SZ,X600660.SH,X002466.SZ,X002271.SZ,X600010.SH,X000708.SZ,X601600.SH,X601898.SH,X600362.SH,X600188.SH,X600547.SH,X600426.SH,X000786.SZ,X600176.SH,X600219.SH,X600886.SH,X600011.SH,X000825.SZ,X000408.SZ,X000932.SZ,X600803.SH,X000959.SZ,X000898.SZ,X300037.SZ,X601991.SH,X600795.SH,X002080.SZ,X600549.SH,X000807.SZ,X600399.SH,X002409.SZ,X600352.SH,X600489.SH,X000027.SZ,X000830.SZ,X002353.SZ,X002407.SZ,X000723.SZ,X601168.SH,X000630.SZ,X600808.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0596745674526192,0,0,-0.00261486061142374,0,0,0,0,0,0.0325655265012037,0,0,0,0.0232082682802724,0,0,0.0289280630163062,0,0,0,0,0,0,0,0.089664201797151,0,0,0,0,0,0,0,0,0,0,0.00160997084149702,0,0,0,0,0.029983326831424,0,0.0224545710661729,0,0.0440510018419559,0,0,0,0.0438558184401367,0,0.00518901819779479,0,0,0,0,0,0,0
X600028.SH,0.07264905531878,0,0,0,-0.0362663631520675,0,0,0,0.0339084152019983,0,0,0,0,0.0205301570810591,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0182638205277522,0,0.0430475861620769,0,0,0,0,0,0,0.0481198243453524,-0.0317595592443183,-0.0282863815214762,0,0,0,0.0755524565395511,0,0,0,0,0,0,0.00709525953908532,0,0,0.0251805997486152,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.144511079568397,0,0,0,0.0411480349720048,0,0,0,0,0,0,0,0.277275168018316,0.0269897912390386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699777428179039,0,0.0116924991671599,0,0.07171989456626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,-0.0251007018297784,0,0,4.33680868994202e-19,0,-8.67361737988404e-19,0.0572618728135328,0,0,0.22752682276868,0,0,0,0,0,0,0,0,0.0166876263493692,0,0,0,0,-0.0606633430039498,0,0,0,0,0,0,0,0,0,0,0.0632800867683774,0,0,0.0371929567000315,0,0,0,0,0,0.0331752028278899,0.00694121537721224,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.0233223546407281,0.308686309949447,0,0,0,0,0,0,0,0,0,0,0,0.0634120748087519,0,0,-0.207016460561242,0.0579725723812729,0.0339842518487619,0,0,0,0.130667225246533,0,0,0.0745712380564489,0.308307663972252,0.133737844783639,0,0.0386118108430324,0,0,0.178296732870326,0,0,0.0413293876164922,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0.0197853849637556,0,0,0,0,0,0.19579236796066,-0.0984734117990932,0.063421816248073,0,-0.0051800240469238,0,0,0,0,0,0,0,0,0,0.0992196157448591,0,0,0,0,0,0,0,0,0,-0.0987338264976549,0.137135639218625,0,0,0,0,0,0,-0.111773468540574,0,0.141068144032562,0,0,0,0,0,0,0,0,0.00943955493244836,0,0,0.0581120203880963,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182719407617338,0,0,-8.67361737988404e-19,0,0,0,0,0.0067531452944249,0,0,0,0,0,0,0,0,0.30223905274164,0,0,0,0,0,0.0209540288803449,0,0,0,0,0,0,0,0.0568593204220382,0,0.0257424694597581,0,0.0583764317060089,0,0,-0.000647217465665398,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0704765101143983,0,0,0,0,0,0,0,0,0,0,0,0,0.106933231850652,0,0,0,0,0,0.165207050976865,0,0,0,0.419079072090647,0,0,0,0,0,0.0457039368719557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0.0212510729775674,0,0.0160858546999831,0,0,0,0,0,0,0,0,0.0589446536537702,0,0,0,0.0483560546328419,0,0,0,0.11414148937167,0,0,0,0,0,0,0,0.188470065152774,0,0,0,0.125663959252557,0.459804982504481,0,-0.0191436541461361,0,-0.468897698401551,0,0,0,0,0.0366141921948298,0.161304001012059,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195157019473318,0,0,0,0,0,0,0,0,0,0,0,0,0.155206697353728,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.387000680002851,0,0,0,0.061775317310295,0,0,0,0,0,0,0,0.332768269295495,-0.228049955451219,-0.100554949542149,-0.16256318258736,0,0,0.304359313218555,0,0,0.119357341746805,0,0,0,0,0,0,0,0,0,0.12613070791407,0,0,0,0,0,0,0,0,0.186706178869969,0.0449709856568228,0,0,0,-0.131432263598308,0,-0.0443576903046352,0,0,0,0,0,0,0
X002271.SZ,0,0,0.167222167144732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0477869733457294,0,0,-0.0663225844560806,0,0,0.0944560730557197,0,0.0106656116868714,0.0803745255530169,-0.0706417450353929,0,0,0,0.0214490273529264,0,0,0,0,0,0,0,0,0,0,0,0,-0.0643620729757712,-0.0371417520013064,0,0,0.116226601004243,0,0,0,-0.00133754844632368,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.351212776434096,0,0,0.114399707101514,0,0,0,0.0142685844550173,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.028515380803719,0,0,0.113897747951823,0.0701725544292819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116987871050661,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.113439045398719,0,0,0,0.0306159905866522,0,0,0,0,0,0,0,0,0.0688252993350751,0.101416961661485,0,0,0,0,0,0,0.1826343383417,0,0,0,-0.0165495261719483,0,0,0,0,0,0,0,0,0,0,0.0384982851527089,0,0,0,0,0,0,0,0,0,-0.0252298680331885,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.114932107912903,0,0,0.0449071435880672,0,0,0.105974362482775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.580452320749072,0.011129610041355,0,0,0,0,0,0,0,0,0,0,0,0.0741654966488018,0,0.0770508178811358,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948893781669414,0,0,0,0.558364222704274,0,0,0,0,0,0,0,0,-0.0362482007678546,0,0,0,0,0,0,0,0,0,0.0851775978123922,0,0,0,0,0,0,0,-0.116967473323196,0,0,0,0,0.0533023620912853,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180476366106497,0,0,0,0,0.0324189335597562,0,0,0,0,0,0,0,0,0,0,0.0960777354513847,0,0,0,0,0,0.0367429967062254,0,0,0,0,0,0,0,0,0,0.221800748625043,0.273526160210313,0,0,0,0,-0.00981034695956886,0,0,0,0,0,0
X600188.SH,0,0,0,0,-0.122805150473081,0,0,0,0,0,0,0,0,0,0,0.233129286141114,0,0,0,0,0,0,0,0,0,0,0,0.169433018538266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890100317489569,0,0.0645326165359948,0.161168501871774,0,0,0.321540110248552,0,-0.00151738807062923,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944646659154682,0,0,0,0,0,-0.0867452275536827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0628288466600397,0.0106906056619396,0,0.128182857764775,0.0162432176557386,0,0.0943899757934493,0,0,0,0,0,-0.0186300164463293,0,0,-0.0189636036447479,0,0,0,0,0,0
X600426.SH,0,0,0.134653638390342,0,0,0,0,0,0.0693082537664695,0,0,0,0,0.0130022888390547,0,0.0376599042077843,0,0,0,0,0,0.0919557890011757,0,0,0,0,0,0,0,-1.73472347597681e-18,0.250596906405933,0,0,0,0,0.0171557946529342,0,0.0169680308549863,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441238025717655,0.00723617349069782,0,0,0,0,0,0
X000786.SZ,0,0,0.0218463774674043,0,0,0,0.221060783761908,0,0,0,-0.125162216780244,0,0.00487449250098082,0.054362050703785,0,0,0,0.0200986161474652,0,0,0,0.0308373564069585,0,0,0,0,-0.0262160740972495,0,0.29644412375433,0,0,0.0988239383935848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.042158363822122,0,0,-0.022582326866782,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0.215363718434498,0,0.135180352660169,0,0,0,0,0.0864759189057474,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503733412236497,0,0,0,0,0,0,0.0706065333136903,0,0,0,0,0,0,0,0,0,0.00902467742551395,0,0,0,0.0280230336490976,0,0,-0.0351812648396998,-0.0719744801059601,0,0,0,0,0,0
X600219.SH,0,0,0,0,0.100222007139299,0,0,0,0,0,0,0,0.165065411095341,0,0.0166564435484645,0.0322426472763683,0,0,0,0,0,0.0250194286913022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272946037393845,0,0,0,0,0,0,0,0.0846068662198562,0,0,0,0,0,0,0,-0.00971998665352787,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0.0258759331805123,0,0.00275530089912667,0.0753357152418496,0.0363108326137635,0,0.0772124200650148,0,0,0,0.0821518971162302,0,0,0,0,-0.0505785266263094,0,0,0,0,0,0,0,0,-0.08667127249226,0,0,0,0,0.0417151504187193,0.0493373969136917,0,0,0,0,0,0,0.048131743444609,1.73472347597681e-18,0,0.0355074033793462,0,0,0,0,0,0,0
X600011.SH,0,0,-0.0117598160389972,0,0,0,0,0,0.0152055779655408,0,0.0278091963491594,0,0,0,0,0.0114325491751601,0,0,0.035820548599109,0,0,0,0.0449248202479394,0,0,0,0,0,0,0,0,0,0,0,0,-0.0287035699941057,0,0,0,0,0,0.0374237996901322,0,0,0,0,0,0,0,0,0,0,0.0100498504958913,0,0,0,0,0,0
X000825.SZ,0,0,0,0,0,0,0,0,0,0,0.0787340784540067,0,0,0,0,0.034904030744996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431720911797251,0,0,0,0,0,0.15251041676145,0,0,0,0,0,0,0,-0.000364235897397406,0,0,0,0,0,0,-0.0729754303977034,0,0,0,0,0.120427658296948,0,0
X000408.SZ,0,0,0,0,0,0,0,0.104254991156776,0.145395557090698,-0.0717401219493676,0.118578820480415,0,0.274870275600119,0,0,0,0,0,0,-0.228755478010889,-0.686235689326258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533143776700717,0,0,0,-0.105660350196146,0,-0.171786313263961,0.329409744907599,0,0,0,0,-0.0348178377366446,0,0.0728619835344971,0.11368903406482,0,0,0,0,0,0
X000932.SZ,0,0,0,0,0,0,0,0,0.0419462412185575,0,0,0,0,0,0.153111628310312,0,0,0.199477175081696,0,0,0,0,0,0,0,0,0,0,0,0.0796049204048467,0.253714234005961,0,0,0,0,0.0410265410503312,0,0,0,0,0,-0.0183384185700924,0.118582637685433,0,0.0585912172843467,0,0,0,0.0246425228946512,0,0,-0.0507759825707997,0,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0,-0.0395448147454555,0,0,0.0360165138387752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456962007975473,0.149338110173271,-0.0170737759161807,0,0,0,-0.0314059780643418,0,0,0,0,0,0,0,0,-0.0601306601222506,0,0,0.0287277891318977,0,0,0,0,-0.0157427725901962,0.0123908666366299,0,-0.0255119044110757,-0.052164374556257,0,0,0,0,0,0
X000959.SZ,0,0,0,0,-0.00658171551902641,0,0.233637654240394,0,0,0,0,0,0,0,0,0,0,0.0164418322900664,0,0,0,0,0,0,0,0,0,0.0219297404052275,0,0,0.137543715086972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0186545282679079,0.132967824096921,0,0.263998667056385,0.0388971114893631,0,0,-1.0842021724855e-19,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.0201991169171781,0,0,0,0,0,0,0,0.0730550989384947,0.101080482350406,0,0,0,0.00292689425569632,0,0,0,0,0,0,0,0,0,0.0824353010010837,0,0.00493743646500248,0,0,0,0,0,0.179899288434416,0.0495518996852682,0,0,0,0,0,0,0,0,0,0.11837460275896,0,0.282514676637169,0,0,0,0,0,0,0,0,0,0
X300037.SZ,0,0,0,0,0.152401182246808,0,0,0.117687812799259,0.0147105677680393,0.120246509588618,0,0.118442495331176,0.0575920128266661,0,0,0,0,-0.179050305754442,0,0,0,0,0,0,0,-0.22630095404312,0.0152724734433423,0,-0.258044784928402,0,0,0,0,0,0.0780443605182911,0.145305600913624,0,0,0,0,0,0.0485704098700269,-0.029687921550123,0,0.0381761242866009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.0187454169231356,0,0,0,0.0149486349757682,0,0.0178657241977378,0,0,0,0,0,0,0.0676666459697927,0,0,0,0,0,0,0,0.0584987083485903,0,0,0.00721394732243162,0,0,0,0,0,0,0,0.0250230851265296,0,0,0,0,0.189301781360282,0,0,-0.0422761832529346,0,0,0,0,0.0128820952782201,0,0.0131787067252294,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.0221075884754512,0,0,-0.0225478707804057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0280040936598854,0,0,0,0,0,0,0,0,-0.0174143673962892,0.0649833042752481,0,0,0,0,0.0440578173939583,0,0,0,0,-0.0351921260753259,0,0,0,0,0,0,0,0,0,0,0,0
X002080.SZ,0,0,0,0,0,0,0,0.042671911766297,0.138443093626252,0,0,0,0,0,0,0,0,0,0,0,0.205834590392769,0,0,0,0,0,0.0191824118966021,0,0,-0.0887437630020403,0,0.0616325702911471,0,0,0,0.0902162234999682,0,0,0.0353031619071869,0,0,0,0,0,0.0109459895751038,0,0,0,0,0,0,0,-0.110366611051338,0,0,0,0,0,0
X600549.SH,0,0,0,0,0.0168769995800472,0,0,0.229655198291187,0,0,0.0885338502777088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100504148423467,0,0,0,0,0,0,0.0641563955344573,0,0,0,0.0266061029392613,0,0,0,0,0.0306875205906688,0,0,0.200533441572416,0,0,0,0,0,0,0,0,0,0,0,0
X000807.SZ,0,0,0,0,0,0,0,0.0700897816136961,0.0241737395280402,0,-0.0969645965975788,0,0,0,0.600563395656774,0.203705498209038,0,0,0,0,0,0,0,0,0,0.000307282613513576,0,0,0,0,0,0.0670958072344105,0,0,0,0,0,0,0,0,0,0.0388523473297933,0,0,0,0,0.0497125139456554,0,0,0,0,0,0.0398722435536522,0,0,0,0,0,0
X600399.SH,0,0,0.112187935207278,0,0,0,0,0,0,0,0.0439806577667284,0.184011979485825,0,0.0513586133248121,0,0.0193916899232691,0,0.0397990463322153,0,0,0.551541879897963,0,0,0,-0.372013546506621,-0.0769732323362208,0,0,0,0,0,0,0,0,0,0,0,0,0.0801543988040716,0,0,0,0,0.0588000922212531,0,0,0,0,0,0,0,0,-0.174767012291863,0,0,0,0,0,0
X002409.SZ,0,0,0,0,0.13294049383337,0,0,0,0.189116194978176,0,0,0,-0.0955027091224598,0,0,-0.0765855208489411,0,0,0,0,0,0,0,0,0,0,0.0173278508737118,0,0,0,0,0,0,0,0,0,0,0.0716034020734014,0,0,0,0,0.145277715986497,0,0.0213563083127846,0,0,0,0,0,0,0.00747199856074046,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0.13419829962995,0,0,0.0289397610942438,0,0,0,0,0,0.124081632622835,0,0,0.0615386228307597,0,0,0,0.0211736202193055,0,0,0,0,0,0,0,0.0623400749381847,0,0,0,0,0,0,0.0198169578944376,0,0,0,0.137060850510814,-0.0170181404130402,0,0,0,0,0,0,0,0,0,0,-0.07478723451474,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0,0.0122738104612616,0,0.104090880399427,0,0,0,0.14581106886813,0.0508309620796883,0.203141830579017,0,0,0.0176335843717356,0,0,0,0,0.0483820476228365,0,0,0,0,0,0,0,0,0,0,0.000885354235832784,0,0,0,0,0,0,0,0.0317749307555882,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0
