,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X600585.SH,X601600.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600010.SH,X600111.SH,X002460.SZ,X600795.SH,X600362.SH,X002466.SZ,X600489.SH,X000301.SZ,X000708.SZ,X600803.SH,X600160.SH,X600027.SH,X601991.SH,X000786.SZ,X000807.SZ,X000983.SZ,X600219.SH,X600426.SH,X002128.SZ,X000877.SZ,X000408.SZ,X601699.SH,X600176.SH,X000630.SZ,X600096.SH,X601168.SH,X600985.SH,X002353.SZ,X000933.SZ,X600157.SH,X600378.SH,X600352.SH,X600995.SH,X002271.SZ,X000831.SZ,X300037.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.443868259755142,0,0,0,0,0.081043408879154,0,0,0,0,0,0,0.11540094720864,0,0.00972442275536863,0,0,0,0.148879537549629,0,0,0.0399939959759569,0,0,0,0,0,0,0,0,0,0.00369239849457963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283741121109413,0,0
X601088.SH,0,0,0,0,0.410732421645698,0,0,0,0,0.0422931373938912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267635042023595,0,0,0,0,0,0,0,0.0142221770710425,0,0,0,0,0,0,0,0.121091678989834,0.0425712543688517,0,0,0,0,0,-0.0333775127141787,0,-0.0609926326573876,0,0,0,0,0,0,-0.01684295967909,0,0
X600028.SH,0.562281719193081,0,0,0,0.0933752369098992,0.00285693966565254,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0533196219682542,0,0.0551291225186739,0,0,0,0,0.0484589008699783,0,0,0,0,0,0,0.0468234217909024,0,0.0485494806871369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0489085899058816,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0480824588391712,0,0,0.295084125695751,0.0452210127914887,0,0,0,0,0,0,0,0.128708228432961,0,0.0423223508827257,0,0,0.0718292649063444,0.124494695442899,0,0,0,0,0,0,0,0,0,0,0.0912783747762635,0,0,-0.0451253923264129,0,0,0,0,0,0,0
X601898.SH,0,0.266051643360171,0.253315820345536,0,0,0,0,0,0.0277601724527332,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142195137628759,0.0949165685623255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148251639404399,0,-0.0176768833143017,0,0
X600188.SH,0,0,0,0.0494026645437848,0.162513847108616,0,0,0,0,0,0,0,0,0,0,0.0166260514748038,0,0,0,0.00414638099362492,0,0,0,0,0,0,0,0,0,0.182396312495965,0,0,0,0,0,0.216600500352024,0,0,0,0,0,0,0,0.0234907161929985,0,0,0,0,0.109554474799248,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562115543635508,-0.0195369612105909,0,0,0,0.0712137719671396,0,0,0,0.167903119668779,0,0,0,0,0,0.0536467831706006,0,0,-3.46944695195361e-18,0,0,-0.0410526763619062,0,0,0,0,0,-0.167795781422555,0,0,0,0,-0.104648100794418,0,0.221832524019255,-0.033764522312925,0,-0.0994885219783014,0,0,0,0,0,0
X600019.SH,0.0885686874355287,0,0,0,0,0,0,0,0,0.243460415649841,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136584516498257,0,0,0,0,0,0,0,0,0,0.137875679017988,0,0,0,0,0,0,0,0,0,0.0469705995108708,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0
X600585.SH,0,0,0,0,0.187951713051635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426042259328659,0,0,0,0.210415006996013,0.060692600395504,0,0,0,0,0,0.19935325906312,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653253991463603,0,0,0,0,0,0,0,0,-0.0329942391930701,0,0
X601600.SH,0,0.154359693651287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00690085175415553,0.250822935182909,0,0.441982742171929,0,0,0,0,0,0,0,0,0.378396572666513,0,0,0,4.33680868994202e-19,0,0,0,-0.00867355993143082,0,0,0,0,-0.0645429614299181,0,-0.091884013702781,0,0.00180274314297776,0,0
X600886.SH,0,0.0741301720872641,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134338038119653,0,0.376673960342367,0,0,0,0,0,0,0,0,0.112333823328321,0,0.0539923588338554,0,0,0,0.0677083863601282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114441481533866,0,-0.0343110893229111,0,0,0.0458569189090927,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0461004836687295,0,0.0917260289598551,0,0.0421572140128599,0,0,0,0,0,0,0.0378907053859844,0,0,0,0.6577262508225,0,0,0,0,0,0,0,-0.0817314178382109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372493717974525,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.116528089862655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174791583585548,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0164915102187243,0,0,0,0.087094638887364,0,0,0,0,0,0,0,0.102215278489043,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0168665002528369,0,0,-0.0113475008506348,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706478434911812,0.139581921763581,0.247068405945336,0,0,0.0413696936410605,0,0,0,0,0,0,0,0.10800351549253,0,0,0,0,0,0,0.186721213268248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122115601766498,0,0.011562212924349,0,0
X600010.SH,0.0502203062774242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34357384933862,0,0,0,0,0,0.027933801989934,0.115893454663614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134040218071791,0,0,0,0.152999004382928,0,0,0,-0.00837717957185708,0,0,0,0,0.0509213732486769,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308973903037073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106330613992025,0,0,0,0,0.399812700218867,0.112498910633066,0,0,0,0,0,0,0,0,0
X002460.SZ,0,-0.0718163445651005,0,0,0,0,0,0,0,0,0,0,0,0.169045890479062,0,0.0685174357222992,0,0,0,0.512077665171138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557362186773421,0,0.243107347302197,0,0,-0.0297176388872944,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.357035353835736,0,0,0,0,0,0,0,0,0,0,0,0,0.0609866098547655,0,0.161167076978493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106673980900608,0,0,0,0,0,0,0,-0.0403483860230552,-0.0293657753598699,0,0,0,-0.00277133759163592,0,0
X600362.SH,0.146766194010049,0,0,0.108219352965317,0,0,0,0.0578752122335984,0,0.157221672048777,0,0,0,0,0,0,0,0,0,0.145347449530667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189915232081425,0,0.0396926461458108,0,0.225053934107282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.0298252582890343,0,0,0,0,0,0,0,0,0,0,0.781723012165986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613724820870433,0,0,0,0,0,-0.14124169698666,0,0.0274869896142732,0,0,0.0882836796661285,0,0.202345029723367,0,0,0,0,0,0,0.0465617638399334,0,0
X600489.SH,0.0974082925638428,0,0,0,0,0,0,0,0,0,0,0.765600427851382,0,0,0,0,0,0,0,0,0,0.0259717287806206,0,0,0,0,0,0,0,0,0,0,0,0.0260439606143326,0,0.0316421121085459,0,-6.93889390390723e-18,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234712443687725,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174753641153862,0.106557392666069,0,0,0,0,0,0,0,0,0,0,0,0,0.279215000202127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232964593174884,0,-0.0780965021764649,0,0,0,0,0.0136306983341402,0,0
X000708.SZ,0,0,0,0.192662431218511,0,0,0,0,0,0,0,0,0,0,0,0,0.0860581019391093,0,0,0,0,0,0,0.0716984402057141,0,0,0,0,0,0.195710543325549,0,0.0594963365570439,0,0,0,0.0103704941622272,0,0,0,0,0.121119099808318,0,0,0.124557366306181,0,0,0,0.00443318328155745,0,0.0232235069759424,0,0,0,0,0,0,0,0,0
