,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600188.SH,X000792.SZ,X600111.SH,X600019.SH,X002466.SZ,X600011.SH,X000877.SZ,X002271.SZ,X600010.SH,X600660.SH,X601600.SH,X000301.SZ,X000708.SZ,X601898.SH,X600547.SH,X600886.SH,X600426.SH,X600362.SH,X600176.SH,X000723.SZ,X000408.SZ,X000786.SZ,X600219.SH,X601991.SH,X600795.SH,X601699.SH,X000807.SZ,X600096.SH,X002080.SZ,X600803.SH,X000983.SZ,X300073.SZ,X002353.SZ,X000825.SZ,X600688.SH,X600801.SH,X600141.SH,X600489.SH,X000630.SZ,X600157.SH,X000932.SZ,X600486.SH,X600160.SH,X002497.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0282547327010935,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308908011221648,0,0,0.15564813009078,0,0,0,0,0,0,0,0,0,0,0,0,0.119345740096796,0,0,0,0,0,-2.16840434497101e-19,0,0.0313344638549619,0.091451543721761,0,0,0,0,0,0,0,0,0,0,-0.0136644394291405,0,0,0,0.0305514053807985,0,0
X600028.SH,0.110444889700263,0,0,0,0,0,0.0673570170512033,0,0,0,0,-0.0221998575461209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00878314256360448,0,0,0,0.028600868604793,0,0,0,0.148705610492591,0.00634004810344978,0,0,0,0,0,0,0,0,0,-0.0103401674702468,0,0,0,0,0,0,0
X601088.SH,0.132227959955221,0,0,0,0,0,0.0238808194198625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247518794324366,0,0,0,0,0.144270832825614,0,0,0,0,0,0,0.0492876918100853,0,0,0,0,0,0,0,0,0.0221204969290417,0,0,0,0.0646946297032531,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636805652504794,0,0,0,0.0404825584094179,0,0,0,0,0,0,0,0.01055663161467,0,0,0,0,0,0.00269642295000539,0,0,0.0438503602814761,0.193846113190754,0,0,0.0213262098540897,0,0,0,0,0,0.038391442562553,0,0,0,0,0,0,-0.0101311834858226,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0302536186833774,0,0,0,0,0,0,0,0,0,0.158216835892832,0,0,0,0,0,0,0,0,0,0,0,0,0.0165465867594533,0.477492261949558,0,0,0,0,0,0,0,0,0,-0.00268908051168993,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.0374593036228857,0,0,0,0.472527309353986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141901675236557,0,0,0,0,0.167885632000054,0,0,0,0,0,0,0.0960878384213033,0,-0.00911378686261097,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0868628863277486,0,0,0,0,0,0,0,0,0,0,0,0,0.0134224259884907,0.0661890988577012,0,0,0.089328127113555,0,0,0,0,0,0,0,0,0,0.0641010348679011,0,0,0,0.478930267472639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0532711428232329,0.11740426143528,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.300482221041497,0,0.247988397149609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306751241875216,0,0,0,0,0,0,0.011115359057752,0,0,0,0,0.0483614425520167,0.0652106220068453,-0.142562141524998,0,0,0,0,0,0,0,0,0,0.0961159052010292,0,0,0.014763815404091,0,0,0,-0.0258811897743315,0,0
X600111.SH,0,0,0,0,0,0.0906837698870689,0,0,0,0,0.0170752301457833,0,0,0,0.13064408565858,0,0,0.082483871256215,0,0,0,0,0,0,0,0,0,0.035519330143547,0,0,0,0,0,0.0442859194187309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280241737504698,0.210048741317447,0,0.0177620812918261,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0104934126195635,0,0,0,0,0.144379897791342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.045901553863213,0,0.202440402442262,0,0,0,0,0.319703643484053,0,0,0,0,-0.00291695199824876,0,0,0,0,0,0,0
X002466.SZ,-0.136394221192211,0,0,0,0,0.753905875589843,0,0.201390492700954,0,0,0,0,-0.0241063981914614,0,-0.0387071687600072,0,0,0,0,0,0,0,0,0,0,0,0.069089936061055,0,0,0,0,0,0,0.0368524706765377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066835910928097,-0.0824988868151708,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.162241950757167,0,0,0,0,0.116681993916303,0,0,0,0,0,0,0,0.099783143133108,0,0,0,0,0,0.0917907799051406,0,0,0.574107371802579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020204795331144,0,-0.0309771451697201,0.0291111905276269,0,0,0,-0.0329375542529095,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307837200370853,0,0,0,0.113100462461742,0,-0.0333707475658643,0.0305256044702175,0,0,0,0,0.0952535284898035,0,0,0,0,0.122990967690158,0,0,0,0,0,0,0,0,0,0.138543406384193,0,0,0,0,0,0,0.0123482293331412,0,0,-0.000520493830490856,3.46944695195361e-18,0,0,0,0.00452259476172753,0,0
X002271.SZ,0,0,0,0,0,0,0.14920701643407,0,0,0,0,0,0,0,0,0.0307545157692685,0,0,0,0,0,0,0,0,0.153256003044323,0,0,0.411717257790506,0,0.021676436439179,0,0.101792050466035,0,0,0,0,0,0.00112137855043846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.182488032321268,0,0,0,0.464207658900587,0,0,0,0.153252960902099,0,0.0212813493060694,0.0370582238509196,0,0,-0.0372627496536208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245109843697554,0,0.0430574708442843,0,0,0,0,0,0,0.0468745834394841,0,0,0.0286728809580405,0,0,0,0,0,0,0
X600660.SH,0,0,-6.93889390390723e-18,0,0,0,0.0400568776893175,0,0.0375468752716693,0,0,0,0,0,0.0513990665777853,0,0,0.0161699094253945,0.0599904588580775,0,0,0,0,0,0,0,-0.12762156711805,0,0,0,0,0,0,0,0,0,0,0.232355965081408,0,0,0,0,0,0,0,0,0,0,0.0671453497401721,0,0,-0.0311581981853023,0.00830254679612983,0,0,0,0.0313372481696512,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0979171311484674,0,0,0,0,0,0,0,0,0,0,0,0.0069227201477758,0,0,0,0,0,0.691069190378316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958001498739626,0,0,0,0,0.00637579076312042,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0.152873375211642,0,0,0.16560010483822,0.079979911544165,0,0,0.0550164894037702,0,-0.0421420592028116,0,0,0,0,0,-0.160347905852662,0,0.089212018666297,0,0,0,0,0,0,0,0,0.270129292020186,0,0,0,0,0,0,0,0,0,0,0.127488833245454,0,0,0,0.0544823739188011,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.123469267779208,0,0,0,0,0.0568100087264916,0.0117183449933969,0.0705908748401085,0,0.071174302536281,0,0,0,0,0,0,0,0,0,0,0.169097985706134,0,0,0.0431725317291742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153433049593731,0,0,0,0,-0.127482999489972,0.0943635248346404,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.134052458104362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398504975499143,0.111862064993346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00847935674342097,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0456820260354719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.752694618869293,0.0515491029220318,0,0,-0.028759372702357,0,0,0,-0.00584275394409532,0,0,0,0,0,0,0
