,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X601600.SH,X600886.SH,X600660.SH,X600188.SH,X000708.SZ,X600362.SH,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X601992.SH,X000723.SZ,X600027.SH,X002271.SZ,X000786.SZ,X600516.SH,X600489.SH,X002466.SZ,X002353.SZ,X000898.SZ,X600299.SH,X600176.SH,X601158.SH,X002460.SZ,X000883.SZ,X000709.SZ,X600426.SH,X600612.SH,X600219.SH,X600583.SH,X000027.SZ,X000629.SZ,X600315.SH,X000630.SZ,X000553.SZ,X000792.SZ,X000825.SZ,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0222679331735028,0,0.0607665339030685,0,0,0,0.0758806845058007,0,-0.012753306813819,0.0818571045592227,0,0.00972338599512753,0,0,0,0,0,0.0738160160684141,0,0,0,0,0,0,0,0,-0.0323852158553088,0,0,0,-0.0208415209851729,0,0,0,0,0.0040072253793297,0,0
X600028.SH,0,0,0,0,0,0,-0.0121954000542866,0,0,0,0,0,0,0,0,0,0,0,0.135039984424562,0,0,0,0,0.104811843089178,0,0.0115888897179539,0,0,-0.000246787030511643,0,0,0,0,0,0,0,0,0,0.0162647281695731,-0.0324101255534671,0,0,0,0,0,0,0,-0.0107430775592867,0,0,0,0,0.00782485295784895,0,0,0,0,0,0
X601088.SH,0,0,0,0.240378067696605,0,0,0,0,0,0,0,0,0,0,0.0883219862774861,0,0,0,0,0,0,-0.0269775876424066,0,0.032199452250672,0,0,0.161634233037961,0,-0.0448290909741777,0,-0.0547877279775984,0,0.0747079807603809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0620366268385237,0,0,0,-0.006071865844441,0,0,0,0,0.00968611401382212,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148505276124306,0,0,0,0,0,0.559174253472204,-0.017776066820322,0,-0.0245144223480339,0,0,0,0,0,0,0,0,0,0,0,-0.0434205061219847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00473580420938308,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125649419180518,0,0,0,0,0,0,0,0,0,0,0,0.0502555700939985,0,0.0680838560307707,-0.0667355545728543,0.0870535711927986,0,0,0,0,0,0,0,0,0,-0.0586302524495972,0,0,0,0,0,0,0,0,0,0,0,-0.00479114557144065,0,0,0,0,0.0113733166758761,0,0
X600019.SH,0,0,0.106479296251836,0,0,0,0,0,0,0,0,0,0,0.033174408640339,0.0254779498820889,0,0,0,0.0580348620431044,0,0,0,0,0,0,0,0.0377572908340204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135093808289119,0,0.0602094049482942,0,0,0,0,0,0.0886231816056896,0,1.0842021724855e-19,0,0,0,0,-0.0106029632306409,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.911258484078572,-0.0612137174758702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16693180480361,0,0,0,0.00497633130786587,0,0,0,0,0.0610443125786377,0,0
X600011.SH,0,0,0,0,0.0943825720592659,0,0,0,0,-0.0412413764812203,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0478547622492093,0.294887163615076,0.0594813065410234,0,0.039666154113591,0,0.0223620542356684,-8.67361737988404e-19,0,0,0.072887084639285,0,0,0,0,0,-0.0336261354251769,0,0,0,0,0.115315125793282,0,0,0,0,0,0,0.011324377181389,0,0,0,0,0.00893969884085145,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209949545576704,0,0,0,0,0,0,0,0,0,0.099668880123839,0,0,0,0.0323667446488639,0,0,0,0,0,0,0,0.038406173334689,0,0,0,0,0,0,0.0932307475152207,0,0,0,0,0,0,0.212380662176851,0,0.00658081989334498,0,0,0,0,-0.0226558004604641,0,0
X601898.SH,0,0,0,0,0,0,-0.046486956680183,0,0,0,0,0,0,0.179634010905954,0,0,0,0,0,0,0,-0.0308131302082478,0,0.0340565973792478,0,0,0.00643567291220692,0,0,0,0,0,0.129851270704672,0,0,0.0141689341313701,0,0,0,0,0,0,0,0,0.0811522718243875,0,0,0,0,0,0,-0.0175656992282893,0,0,0,0,0.0323517686033498,0,0
