,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X601600.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X600547.SH,X000898.SZ,X002466.SZ,X600027.SH,X600516.SH,X601992.SH,X600111.SH,X600176.SH,X600299.SH,X000709.SZ,X300072.SZ,X002460.SZ,X600352.SH,X600339.SH,X600583.SH,X000553.SZ,X600808.SH,X002110.SZ,X600801.SH,X000786.SZ,X601158.SH,X000883.SZ,X000629.SZ,X000301.SZ,X600219.SH,X000408.SZ,X000792.SZ,X600426.SH,X000932.SZ,X600489.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.157268571096051,0,0,0,0,0.0688937061239334,0.0698444823156143,0,0,0,0,0.0106727566916672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233472275831631,0,0.0781477344528426,0,0,0,0,0,0,0,0,0,0,0.0483224572986838,0,0.0130622322515244,0,0,0,0.0138304224275347,0.0189685451395669,0,0,0,0,0,0
X600028.SH,0.00960517387660504,0,0.124604217939177,0,0,0,0,0,0,0,0.114223706970071,0,0.0786454440848881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643483894969102,0,0,0,0,0,0,0,0,0,0.00926595784272664,0,0,0,-0.075030436296627,0.00590916088668424,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0151420300175952,0.149892199296056,0,0,0,0,0,0,0,0.0582862464124836,0.16026834276799,0,0,0.240423846544001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248172135955549,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00688305786290517,-0.027851907351788,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0512007160494104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204122635351528,0,0,0,0.230816769346288,0.334445704290494,0,0,0,0,0,0,0,0,0,0,0,0,-0.000290057039226473,1.73472347597681e-18,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,-0.00591897349768544,0,0,0,0,0,0,0,0,0,0,0,0.258488771691286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804152734117715,0,0,0,0,0,0,0,0,0,0,0.315981875448343,0,0,0,0.0101838201458445,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189403642731847,0,0.0417419643383001,0,0.0996300917779488,0,0,0,0,0,0,0,0,0,0.0915988152239005,0.0558495889039197,0,0,0,0,0,0,0.0908527199205132,0.252171029557562,0,0,0,0,0.00528230097756951,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.00313394700610685,0,0,0,0,-0.0334777667292591,0,0,0,-0.0342206347459158,0,0,0.743797649530271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636045354411951,0,0,0,-0.029710511380922,0,0,0,0.0132691937622322,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130847890175912,0,0,0.137997430151528,0.140204295870848,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0534584056751748,0,0.0726491367582802,0,0.0499712221630055,0,0,0,0.0108175852183823,-0.00535983209279675,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.248571884586167,0.0692954469736423,0,0,0,0,0,0,0,0.0960710648521221,0,0,0.0184591905282919,0,0,0,0,0,0,0,0,0,0.101337176313269,0,0,0,0,0,0,0,0,0.0588501431441806,0,0,0,0,0,-0.00588449118806441,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.138399558225785,0,0,0,0,0,0,2.16840434497101e-19,0.054289749861625,0,0,0,0,0,0,0,0,0,0.0187835538508017,0,0,0,0,0,0,0,0,0,0,0,0,0.0373177740262347,0,0,0,0,-0.0335990917969863,-0.00438554737449877,0,0,0,0,0,0,0
