,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X000723.SZ,X601600.SH,X601898.SH,X600352.SH,X600660.SH,X600547.SH,X601991.SH,X600688.SH,X600188.SH,X600362.SH,X600886.SH,X600795.SH,X600516.SH,X601992.SH,X600027.SH,X600801.SH,X000898.SZ,X600111.SH,X600299.SH,X600176.SH,X002466.SZ,X000709.SZ,X002460.SZ,X000786.SZ,X000629.SZ,X600219.SH,X000990.SZ,X600157.SH,X002110.SZ,X600808.SH,X002271.SZ,X000553.SZ,X601158.SH,X000825.SZ,X600489.SH,X000883.SZ,X300072.SZ,X000630.SZ,X600985.SH,X600583.SH,X600339.SH,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0150552647214278,0,0.00493671008788481,0,0,0,0,0,0,0,0,0,0,0.0249557775680304,0.112377492724913,0,0,0.0376009230377125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196239650040658,0,0,0,0,0,0,0,0,0.0166086692817885,0,0.116230095601366,0,0,0,0,-0.00414058535761516,-0.0175178206814639,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706458870932697,0,0,0,0.0400966905676379,0,0,0.0105299781444088,0,0,0,0,0,0,0,0.00570150830069925,0,0,0.0213240236186869,0.0686940080064749,8.67361737988404e-19,0,0,0,0,0,0,0,0.00471333372290661,0,0,0,0,0.0514410747038339,0,0.00623866030675375,-0.0389176918180045,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.051255581163756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136486329178405,0,0.00269399209254028,0,0,0,0,0,0,0,0,0,0.0152097949759863,0,0,0,0,0,0,0,0,0.00516861086062146,0,0,0,0,0.00691509274999996,0,0,-0.0352509626063527,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0886439378004143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484700391859229,0,0,0,0,0,0,0,0,0,0,-0.00794838278057048,0,0.0521022770198069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120779076246496,0,0,0,0,-0.0100098346101696,0,0
X600019.SH,0,0,0,0,0,0.00810363611285565,0,0.0102882486210743,0,0.0855691886959618,0,0,0,0,0,0,0,0,0,0,0.0258922295670075,0,0,0,0,0.0464284313240397,0,0,0.0258336559612191,0,0,0,0,0,0,0.0278845619453325,0.0987129958258368,0,0.0083608769619557,0,0,0,0,0,0.0242911814572667,0,0,0,0,0,0,-0.00306939731865887,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0760010857373545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201846390460599,0,0,0,0,0,0,0,0.205053992061144,0,0,0.0583969408266863,0,0.0798678518556129,0,0,0,0,0,0,0,0,0,0,0,0,0.380884969735623,0,-0.0114895995260817,0,0,0,0,0.00484348078184258,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0660547075363354,0,0,0,0,0,0,0,0,0,0,0.292510593687163,-0.00537987266518936,0,0.416157583236866,0,0,0,0,0,0,0,0,0,0,0,-0.0564699212168136,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0.0186621445206401,0.0102580688142067,0,0,0,0.0185904998251871,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062603399107228,0,0,0,0.310043172012831,0.0262480842423894,0,0,0,0,0.000829242103630869,0,0.222809370831542,0,0.12523161773927,0,0,0,0,0,0,0,0,0.0178082665909612,0,0,0,0,0,0,0,-0.0288529012078586,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0,0,0.336914569100256,0,0,0,0,0,0,0,0,0,0,-0.00476421202756734,0,0,0,0,0,0,0,0.6553003114493,0,0,0,0,0,0,0,0.0652333270897179,0,0,0,0,0,0,0,0.0599697625082839,0,0,0,0,0.125331730687899,-0.0722686637369364,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00383451976465151,0.148812294704484,0,0,0,0,0,0,0,0.132659032891147,0,0,0,0,0,0,0,0.1003081301488,0,0,0,0,0,0.00713904636652799,0,0,0,0,0.0702951032920259,0,0,0,0,0.191748796412384,0,-0.00534635181034266,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.156195543589878,0,0,0,0,0,0,0.0128671217217509,0.254095491401987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126989027633311,0,0,0,0,0,0,0,0,0.0544128498274169,0,0.0248294033342951,0,0,0,0,-0.00124755138733902,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065281825951752,0,0,0,0,0,0,0,0.179765064681791,0,0,0.00222616316147951,-0.0464615512541087,0,0,0,0,0,0,0,0,0.17021935583657,0,0,0,0,0,0,-0.118770036766102,0.270316251436745,0,0,0,0,0,0
X600660.SH,0,0,0,0.0106209430000453,0,0,0,0,0.119897818508465,0,0,-0.034553396118318,0,0,0,0,0,0.0723123812825926,0,0,-0.0415544446629247,0,0,0,0,0,0,0,0,0,0,0.203609379036533,0,0,0,0,0,0,0.00571026467562299,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213224169319451,0.0440334732212859,0,0,0,0,0,0
