,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601600.SH,X600795.SH,X601898.SH,X600010.SH,X601991.SH,X600886.SH,X600362.SH,X600188.SH,X600688.SH,X600157.SH,X600027.SH,X600111.SH,X600583.SH,X601992.SH,X600309.SH,X601158.SH,X000709.SZ,X000898.SZ,X600352.SH,X000792.SZ,X600021.SH,X000539.SZ,X600547.SH,X600489.SH,X600808.SH,X600008.SH,X600660.SH,X000629.SZ,X000027.SZ,X002353.SZ,X000060.SZ,X000825.SZ,X002470.SZ,X000831.SZ,X600219.SH,X600863.SH,X600578.SH,X600307.SH,X000630.SZ,X600549.SH,X600315.SH,X600098.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.494195707892646,0,0,0,0,0.107795285325479,0,0,0,0,0,0,0.10708496772179,0,0,0,0,0,0,0.101089125074876,0,0,0,0,-0.0245952841722464,0,0,0.0213121878444924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186245780071882,0.00555487870332628,0,0,0,0,0,0
X600028.SH,0.530757701107677,0,0.0737812476305593,0,0.0621116045951365,0,0,0,0,0,0,6.93889390390723e-18,0,0.0757274616311779,0,0.0403817984650026,0,0,0.0380800431633807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412077098569295,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.0390453649934951,0,0,0,0.0833852480770982,0.0316352356181389,0,0,0.145474277975338,0,0,0,0,0.0160054527807058,0,0,0,0,0,0,0.184764455508809,0,0,0.0415729953431196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270233441774589,0,0.0130322020092343,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.110501884157532,0,0.0951576582917405,0.0679911344666839,0,0,0,0,0,0.295704555375737,0,0.0419954644438682,0,0,0.0198542758657359,0,0.141478050550271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559807309645439,0,0,0,0,0.031841752279346,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.00800220406131666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261413447978656,0,0.229441888328459,0,0,0.0718417120264052,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.093091056237671,0.0585305273532156,0,0.00131514952898884,0,0,0,0,0,0,0
X600019.SH,0,0.0935127007070419,0,0,0,0,0,0,0,0,0,0,0,0,0.0358540139894672,0,0.100321029908342,0,0,0,0,0,0.0415839465229875,0.2945461981572,0,0,0.044911359259513,0,0,0,0,0,0,0,0,0,0,0.0261574344423719,0,0,0,0,0,0,0,0,0,0,0.159597446761964,0,0,-0.0273210416782754,0,0,0,0,0,0
X601600.SH,0.080498747860999,0,0,0,0,0,0,0,0.0572711626184078,0,0.0481859739975901,0.0442051482398151,0,0,0.0656649779886404,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0101599185226386,0,0,0.166762894102106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288276284481682,0,0,0,0,0,0,0,0,0
X600795.SH,0.0473910903359633,0,0,0.0335796320779118,0,0,0.217903539759595,0,0,0,0.217725570941889,0,0,0,0,0,0.0801674482536133,0,0,0,0,0,0,0,0,0,0.0241820173563725,0,0,0,0.115804276481703,0,0,0,0,0,0,0.129418672197187,0,0,0.00603367623356174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0.118319065647755,0,0,0.073190376469459,0.1348598607006,0.0380240279899933,0,0.053228634457258,0,0.0135991609202628,0,0.0751422442776684,0,0,0,0,0,0,0,0,0,0.0523709908560254,0,0,0,0,0,0,0,0,0,0.0155098277963865,0,0,0,0.0403414721741849,0,0,0,0,0,0,0,0,0,0.110052892883466,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.367633096625659,0,0.0289672424978519,0,0,0,0,0,0,0,0.122125572876155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116500471779689,0,0.107071775252741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331477247355963,0,0,0,0,0,0
