,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X000301.SZ,X600019.SH,X600111.SH,X601898.SH,X600660.SH,X600011.SH,X000708.SZ,X600010.SH,X002271.SZ,X000877.SZ,X600547.SH,X601600.SH,X600886.SH,X600795.SH,X600426.SH,X600176.SH,X600362.SH,X000629.SZ,X000408.SZ,X600348.SH,X601991.SH,X300073.SZ,X600096.SH,X000983.SZ,X600803.SH,X000723.SZ,X000786.SZ,X600160.SH,X002080.SZ,X600027.SH,X600219.SH,X600378.SH,X600141.SH,X601699.SH,X600549.SH,X600157.SH,X600399.SH,X002353.SZ,X002407.SZ,X600801.SH,X600486.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.125275130442837,0.00430771065430419,0,0,0,0,0,0.0446875082310632,0,0,-0.00702764480832868,0,0,0,0,0,0.0773891260491447,0,0,0,0,0,0,0,0.00105349094341945,-0.0739061116185648,0,0,0.170886531744288,0,0,-0.156995950881566,0,0,0,0,0.0278600320957339,0,0,0,0.138165358343539,0,0,0,0,0,-0.043654534437839,0.0113255182642148,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.253273082578917,0.228409832166451,0,0,0,0,0,0,0,0,0.0231544532224989,0,0,0,0,0,0,0,0,0,0,0,-0.0969781128174446,0,0,0,0,0,0.0831010496229383,0,0,0,0,0,0,0,0,0,0.156349356919921,0,0,0,0,0,0,0,0,0.0183007082085748,0,0,0,0,0,0,0
X600028.SH,0.103305541451499,0,0,0.0230926090932089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273129575489302,0,0,0,0,0,0.0296129721780492,0,0,0,0,0,0.0280060855035349,0,0,0,0,0,0.00793671589354583,0.011695125250788,0.00475939131712018,0,0,0,0.0507559986579856,0,0,0,0,0.0176273485116383,0,0,0,0,0,0,-0.001701229149877,0,0
X600309.SH,0,0.0877359342234413,0,0,0.0104412858137302,0,0,0,0,-0.0514077172888931,0.034818786630044,0,0,0,0,0,0,0,0.108780402550622,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119634057620874,0.0181904051705861,0,0,0.0222070208721631,0,0,0,0,0,0,0,0,0,-0.00585240449363424,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.318135673710463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0861199986368594,0,0,0,0.162400757091882,0,0,0,0,0,0,0,0,0,0.209375363352371,0,0,-0.0534539569819364,0.0119870532815035,0,0,0,0,0,-0.0131872206938078,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.642159705027986,0,0.00979461178452346,0,0,0,0,0,0.0365291273895743,0,0,0,0,0,0,0,0,0,0,0,-0.211009109668902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11142254738488,0,0,0,0,0,0.13087127426148,0,0,0,0,0,0,0,0,0.0515083093559364,0,0
X002460.SZ,0,0.0560391790399382,0,0,0,0.0247951320729317,0,0,0.308221229256611,0,0,0.0639803315736808,0,0,0,0,0.159004472516705,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651302404111,0,0,0,0.0876068583211001,0,0,0.0735994695005915,0,0,0,0.0232142313582581,0,0,0,0,0,0.0392628230641423,0,0,0,0.0190267621600786,0,0,0,0,0.0742748573900927,0,0
X600585.SH,0,0,0,0,0.0441569974165514,0,0,0,0,0,0,0,0,0,0,0,0,0.0884752177458899,0,0,0,0,0,-0.0111044944319858,0,0,0.0101608509020276,0,0.0153415244208247,0,0,0,0,0,0.107884878299291,0.0867353214603153,0,0,0,0,0,0,0,4.33680868994202e-19,0,-0.021322089766205,0,0,0.312149596481327,0,0,0,0,0,0,0,-0.0127059143633114,0,0
X000792.SZ,0,0,0,0,0,0.294930071514925,0,0,0,0,0,0,0,0,0.0557242324928123,0,0.0280540167047234,0,0,0,0.219221411117443,0,0,0,0,0,0.0315941339673223,0,0.12260665499997,0,0,0,0,0,0,0,0,0.0381151336735856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0477632517312802,0,0
X000301.SZ,0,-0.0456801477121752,0,-0.146665126188513,0,0.230004884005653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00655723430395024,0,0,0,0.331117537096265,0.0619171256958273,0,0,0,0,0,0,-0.0256309551518787,0,0.166253001323188,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152395236106626,0,0,0,0,0.0610901506723727,0,0
