,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X600585.SH,X601600.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600010.SH,X002460.SZ,X600111.SH,X600795.SH,X600362.SH,X002466.SZ,X000301.SZ,X600489.SH,X600160.SH,X000708.SZ,X600803.SH,X600027.SH,X601991.SH,X000786.SZ,X000807.SZ,X000983.SZ,X002128.SZ,X600219.SH,X600426.SH,X000877.SZ,X000408.SZ,X600176.SH,X601699.SH,X000630.SZ,X600096.SH,X601168.SH,X600985.SH,X002353.SZ,X000933.SZ,X600157.SH,X600378.SH,X600352.SH,X600995.SH,X002271.SZ,X000831.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.450690042504709,0,0.0457090779801651,0,0,0.0220796002265759,0,0,0,0,0,0,0.0995688371848724,0,0,0,0,0,0,0.144657228882935,0,0,0.0851700904248257,0,0,0,0,0,0,0.0717529954414209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0303940124298237,0,0
X601088.SH,0,0,0,0,0.384160079280412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161070883091986,0.00258762441655413,0,0,0,0,0,-0.0473975991560986,0,0,0,0,0,0,0,0,-0.0144929606512872,0,0
X600028.SH,0.561825757856602,0,0,0,0.0952474131160743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0452024664194306,0.0730915691233131,0,0,0,0,0,0.0458624298128508,0,0,0,0,0,0,0.0218748498902353,-0.0312379357209216,0,0.063677065106143,0,0,-0.0208508454577729,0,0,0,0,0,0,0,0,0,0.0317332428703887,0,0,0,0,0,0,-0.0511572911446577,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676220626649399,0,0,0.0515806619157698,0.103680129070988,0.125535210416637,0,0,0,0,0,0,0,0.105807872917842,0.0315784405180974,0,0.0777404164467025,0,0.133604588873844,0,0,0,0,0,0,0,0,0,0,0.107503373100552,0,0,-0.0354374288289826,0,0,0,0,0,0,0
X601898.SH,0,0.257322157527882,0.239211589621684,0,0,0,0,0,0.0330921473460158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141331522183153,0.0987253823113914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00569364587174785,0,-0.0210149773669701,0,0
X600188.SH,0,0,0,0,0.139492059174888,0,0,0,0,0,0,0,0,0,0,0,0.0747374939794623,0,0,0.00504253434541535,0,0,0,0,0.0245553642011209,0,0,0,0,0.212640625855037,0,0,0,0,0,0,0.235451239150102,0,0,0,0,0,0,0,0,0,0,0,0.0674537541145182,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267582966034102,0,0,0,0.0829437224423925,0.193215324763319,0.144014819840732,0,0,0,0,0,0,0,0,0,0,-0.0389251814244428,0,0,0,0,0,0,0,0.071572544274486,-0.118376255709852,0,0,0,0,-0.091275692275824,0,0,0,0,-0.164248634800487,0,0,0,-0.0289047510957188,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.255787226153206,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.140386640824614,0,0,0,0,0,0,0,0,0.148649984580903,0,0,0,0,0,0,0,0,0,0.0389225393814983,0,0,0,0,0,0,0,0,0,0,0,0,-0.00234925648216082,0,0
X600585.SH,0,0,0,0,0.225722349182149,0.0359450971858523,0,0,0,0,0,0,0,0.0599928643292576,0,0,0,0,0,0.00687653285106394,0,0.0307446265868777,0,0.0375915140783153,0,0,0,0.0291062279031896,0,0,0,0,0,0.26119783532359,0,0,0,0,0,0,0.0203640695211079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014425234681501,0,0
X601600.SH,0,0.118441589296855,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0164307470234419,0,0,0,0,0,0,0,0,0,0,0,0.00387687112455619,0.200436567145171,0,0,0.463618997900021,0,0,0,0,0,0,0,0.404344249809165,0,0,0,0,0,0,0,0,0,0,0,0,-0.0584615714594126,0,-0.0827753912657967,0,0.00339913757203623,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0.0109987461346022,0,0,0,0,0,0,-0.0565248682005449,0.46588551057823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0690135933120321,0,0,0,0,0.0216001879307032,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.063691362950159,0,0.0482691754604744,0,0.0636572257035285,0,0,0,0,0.00829046287662514,0.0312307021856498,0,0,0,0,0,0.648450185471561,0,0,0,0,0,0,-0.0958003401566075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451547687139773,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0488222751783225,0,0.0232052047673186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262586229586255,0,0.102923284133323,0,0,0,-1.73472347597681e-18,0,0,0.00494307652547014,0,0,0,0,0,0,0,0,0,0,0.110776994447903,0,0,0,0,0,0,0,0,0,0.0235004370787327,0,0,-0.00834285676233029,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190937695236436,0.121416023501323,0,0,0.0997671641721652,0,0,0.0432438529154031,-1.38777878078145e-17,0,0,0,0.0965905508348432,0,0,0,0,0,0,0.00689765271580937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200840990405222,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0962012700279042,0,0,0.0461686934695436,0.0214442232379533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792109362073691,0,0,0,0,0,0.263422470887201,0,0,0,0.153362211383289,0.079941635875458,0,0,0,0,0,0,0,0.0619332087922196,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,-0.01785920416113,0,0,0,0.290350411906914,0,0,0,0,0,0.685092884055326,0,0,0,0,0.121625851582084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0220880951696383,0.0222670029997258,0,0,0.0133644580729734,0,0,0,0,0,0.0801926042395895,0.112564396855911,0,-0.00780021039225414,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.00490435074111934,0,0,0,0,0.0464132925205727,0,0,0,0,0.0786944140185725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0977255388684055,0,0,0,0,0.495365223067276,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.0923615089279764,0.242649465849936,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111325518022451,0.124820086225571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437924012063346,0,0,0,0,0,0,0,0,-9.2096419013865e-05,0,0,0,0,0,0
X600362.SH,0.0492943709598903,0,0,0.0561119345009947,0,0,0,0,0,0.173182537765934,0,0,0,0,0,0.0494488354493132,0,0,0,0.0943505549520084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588169711933332,0.323477682851461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.741803983102081,0,0,0,0,0,-0.120549854767893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0789447434137583,0,0,0.00630452605769791,0.137619869261415,0,0,0,0,-0.0200469774647568,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694635745070308,0.127246277504577,0.0589781321881107,0,0,0,0,0,0,0,0,0,0,0,0,0.235254543301183,0,0,0,0,0,0,0,0,0,0.203293338734689,0,0,0,0,0,0,0,0.162552224901824,0,0,0,0,-0.266791672815444,0,0,0,0,0,0,0
X600489.SH,0.0172520392212234,0,0,0,0.0656158143149495,0,0,0,0,0,0,0.71441649526395,0,0,0,0,0,0,0.0972326225767381,0,0.016429422531394,0,0,0,0,0,0,0,0,0,0,0,0,0.0471878632129212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0282602480665695,0,0
X600160.SH,0,0,0,0,0,0,0.0605933328522096,0,0,0,0,0,0,0,0,0,0,0,0,0.0402128238630949,0.102413589599047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170290081171212,0.114306659606423,0.187087619340156,0,0.332999149761007,0,0,0,0,0,0,0,0.131689206681687,0,0,0,-0.0384667811941605,0,0
X000708.SZ,0,0,0,0.161138314376277,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.0971929338556315,0,0,0,0,0,0,0,0,0.0783478697005428,0,0,0.021149542206352,0,0.224485844433949,0,0,0.0814011669923587,0.00940534384187207,0,0,0.00446309777975555,0,0,0,0.0993259619792588,0,0,0.118174248038645,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0
X600803.SH,0,0,0,0.500688220050522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232784330388613,0,0,0,0,0,0,0,0,0,0.0152082695744834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.084487824411151,0,0
X600027.SH,0,0,0,0,0,0.0808778920302225,0,0,0,0,0,0,0,0,0,0,0.0168272154526317,0.123129060659138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038113433567722,0,0,0,0,0,0,0,0,0,0,0,0.0959924145768178,0,0,0,0,0,0,0,0,0,0,0,0,-0.0131105634759019,0,0
X601991.SH,0,0,0,0,0.0990584059469273,0,0,0,0,0,0,0,0.173002109947455,0,0,0,0,0,0,0,0,0,0,0.0127313740050113,0,0,0,0,0,0.152165617879489,0.0311546243600215,0,0,0,0,0,0,0,0,0,0,0,0.068378773531653,0,0,0,0.117258607518218,0,0,0,0,0,0,0,0,0,0.00260730330666108,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0.198704377205418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105317686571407,0,0,0,0,0,0,0,-0.0315130719376064,0.0835182040591034,0,0,0,0,0,0,0,0,-0.233871317353712,0,-0.124028979666656,0,0,-0.0349173208056548,0,0
X000807.SZ,0,0,0,0,0,0,0,-0.0377145461226057,0,0.277174067366057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255971666168529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384066543379502,0.462959336825738,0,0,0,0,0,0,0,0,0,-0.0412353941982123,0,0,0,0,0,0
