,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X600886.SH,X002460.SZ,X002466.SZ,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600795.SH,X600426.SH,X000877.SZ,X600362.SH,X601699.SH,X002271.SZ,X600027.SH,X000983.SZ,X600803.SH,X600489.SH,X601991.SH,X600176.SH,X000807.SZ,X000786.SZ,X600160.SH,X000932.SZ,X000408.SZ,X000630.SZ,X600985.SH,X600219.SH,X000933.SZ,X000629.SZ,X300037.SZ,X600688.SH,X000723.SZ,X600612.SH,X600157.SH,X600096.SH,X002353.SZ,X002128.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.687110955940316,0.234570084476468,0,0.00984530856754988,0,0,0,0,0,0,0,0,0,0.119208179595288,0,0,0,0,0,0,0,0,0,0,-0.137712676587515,0,0,-0.095705086491517,0,0,0,0,-0.020104727094093,0,0,0.0324309701206976,0,0,0,-0.0557463529126192,0,0,0,0,0,0,0,0.0530974105537955,0,0,0,0.00708645950249277,0,0,0,0.00650822440747814,0,0
X600028.SH,0.488788081864986,0,0,0,0,0.0399504866261049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295925565457786,0.0537246721416016,0.045776977521812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00273793002667258,0,0,0,2.16840434497101e-19,0,0
X601088.SH,0.0490160034397143,0.113210072303219,0,0,0.102500333533144,0,0,0,0.177279983050703,0,0,0,0,0.0375620655767043,-0.00773908674118395,0,0,0,0,0,0.0576832956991748,0,0,0,0.0367156640292441,0,0,0,0,0,0,0.0714969863770998,0,0,0,0,0,0,0,0,0,0,-0.0356418734413838,0,0,0,0,0,0.0306133455632701,0,0,0.00440764890315652,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0478445264468201,0,0,0,0,0,0.116322086721025,0,0,0,0,0.0260240987027615,0.0641341482974138,0,0,0,0,0,0,0.0702625449482813,0.0452856148865549,0.0175564069411637,0.0413274984592621,0,0.0198689431698078,0,0,0,0,0,0,0.159311388502489,0,0,0,0,0,0,0,0,0,0,0,0,-0.0344989199977589,0,0,0.0155891946702647,0,0,0,0,-0.243618276546059,0,0
X600188.SH,0,0,0,0,0,0.0498758112805744,0,0,0.211050104161362,0,0,0,0,0,0,0,0,0,0,0,0,0.0302155407434054,0,0,0.145071573133296,0,0,0.382992341393517,0,0,0,0,0,0,0,0,0,0,0.148687372459004,0,0.00597318292845307,0,-0.0962382478930299,0,0,0,0,0,0,0,0,0,-0.0124173643494002,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0250292094399263,0,0.0575200017103294,0,0,0,0,0,0,0.0588889571932349,0,0,0,0,0.0839468823570364,0,0,0,0.087932951027678,0,0,0,0,0,0,0,0,0,0,0.0689574683970743,0,0.360245739922733,0.261352116455968,0,0,0.0608298940822639,0,0,-0.112016130587397,0,0,-0.149286207401092,0,0,0,0,0,0.00131311740479498,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455040750658064,0.356320121358108,0,0,0.148933538257416,0,0.0371144434852325,0,0,0,0.0335102740422044,0,0,0,0,0.0370027582083501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00797697638229788,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0677252546545172,0,0,0,0,0,0,0,0,0.147992108166069,0,0,0,0,0,0,0,0,0,0,0,0,0.423161125012953,0,0.0335890465927123,0,0,0.0629847774189069,0,0,0,0,0,0,-0.0239193321945423,0,0,0,0.112915167217914,0,0,0,0,0,-0.0562120248124979,0,0,-0.00875304745740226,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.194140359408341,0.0501216861123237,0,0,0,0,0,0,0,0,0,0.0547575956545982,0,0,0,0,0,0,0,0,0.262894357943087,0,0,0,0.132444833047633,0,0,0,0,0,0,0,0.0267672812974565,0,0.0390278582348083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.0873052052087416,0,0,0,0,0,-0.0625667639497131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269102131847917,0.383436549494924,0,0,-0.0129922758980046,0.0618048393668302,-0.0326421277613948,0,-0.0923143194738195,0,0,0,0,0,0,0,0,0,0,0,0.112794376202743,0,0.0567060991138618,-0.00372002276191477,0,0,0,0,0,0,0
