,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X600688.SH,X601600.SH,X600547.SH,X600795.SH,X600362.SH,X600309.SH,X300072.SZ,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X600886.SH,X601992.SH,X600660.SH,X600111.SH,X600489.SH,X000898.SZ,X600299.SH,X600339.SH,X000709.SZ,X601158.SH,X000959.SZ,X600583.SH,X000792.SZ,X002466.SZ,X000630.SZ,X000408.SZ,X600098.SH,X600352.SH,X000883.SZ,X600219.SH,X000539.SZ,X000723.SZ,X600021.SH,X000825.SZ,X000027.SZ,X002092.SZ,X000983.SZ,X601699.SH,X600623.SH,X000937.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.372745651411701,0,0.0655210446748679,0,0,0,0,0,0.0175863163820717,0,0,0,0,0,0,0,0,0,0,0.0210538647505134,0,0,0,0.0585983173097533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145792809436628,0,0,0,0,0.077778105066654,0,0,0.00409191118123533,-0.00725710838326874,0,0,0,0,0,0
X600028.SH,0.712377886180967,0,0,0,0,0.1247038668626,0,0,0,0,0.0434805340563664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.96447339264518e-05,0,0,0,0,0,0,0,0.0434133420631465,-0.0191628196414998,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.121715326955374,0,0.00592111586516979,0,0,0,0,0,0,0,0,0,0,0,0.0706404376094047,0,0,0.0895770954713666,0,0,0,0,0,0,0,0,0.0353172123572456,0,0,0,0,0,0,0,0,0,0,0,0,0.037869679148968,0,0.0666869002832848,0,-0.0405940994062396,0.0274377118138786,0,0,0,0,0,0
X600019.SH,0,0,0.0612194576147924,0,0,0,0,0,0,0,-0.0649084577745384,0,0.0700411009342628,0,0,0,0,0,0,0,0,0,0,0,0.161398877018207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956063639384702,0,0,0,0,0,-0.139328277865924,0,0,-0.0303046792693001,0.028455099204036,0,0,0,-0.277960602281332,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.0552020558586813,0.306860127956306,0,0,0,0,0,0,0.125695156864899,0,0,0,0,0,0,0,0,-0.0933971273244487,0,0,0,0,0,-0.0358321730011212,0,0,0,0,0,0,0,0.00506248622048358,0,0,0.0710986745727315,0,0,-0.0225252300123617,0,0,-0.00533729501566292,0.00828830687799628,0,0,0,-0.0108394903972984,0,0
X600585.SH,0,0,0,0.0698635749798051,0,0,0,0,0,0,0,0,-0.00701647544061645,0.0426363323417532,0,0,0,0,0,0,0,0.121658631830703,0,-0.0560005561529151,0.146906559131521,0,0,0,0,0,0.0241198313394975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0975352563114834,-0.0146217250310239,0.0200620052236617,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0718992825654191,0,0,0.00870334710235113,0.0180722547038606,0,0,0,0,0,0,0,0,0,0,0.19791202685943,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0367733475518391,0,0,0,0,0,0,0,0,0,0,0,0.103236728977551,0.0680501362662597,0,-0.0202366272502032,0.00439740091664583,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0713080639362506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00238292043879181,0,0,0,0,0,0.239405629822767,0,0.0933895108821472,0,-0.0102290531116829,0,0,0,0,0,0,0
X600688.SH,0,0.28245580119865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414568135175879,0,0.0203334897173201,0,0.148976742729235,0,0.069078499441057,0,0,0,0,0,0,0,0,0,0.0037135693161516,0.0842438670740282,0,0,0.0773991950360895,0,0,0,0.00170214218822235,0,0.00305554685538258,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.194118075729552,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030475327710492,0,0,0,0,0,0,0.287365217756896,0,0,0,0,0.238297635441274,0,-0.0135939008168015,0,0,0,0,0,0,0,0,-0.0377007638657953,-0.0278532238546252,0.0302376257051656,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87581105325293,0,0,0,0,0,0,0,0,0,0.0152996155697453,0,0,0,0,0,0,0.0121171798799444,0.0119337532981716,0,0,0,-0.141709261763805,0,0,0,-0.0696831090393977,-0.00437517410755809,0,0,0,0,0,0,0
X600795.SH,0,0,0,-0.0776875166072933,0.186450324366536,0,0,-0.0338257459149271,0,0,0,0,0.102875087027074,0,0.0285635310047111,0,0,0,0,0,0,0.0494523688547846,0,0.0528512484494403,0,0,0,0,0,0.122663112858476,0,0,0,0,0,0.0175773804902172,0,0,0,0,-0.0234712367043917,0,0,0,0.0449167543298655,0,0,0.0143934046427465,0,0,-0.0181627112940491,0.0170159493732077,0.0158481454482649,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.172903766018929,0,0,0,0,0.126776715980682,0,0,0,0,0,0,-0.095924150968175,0,0,0,0,-0.155710318567027,0,0,0,0,0,0,0.409650162013509,0,0,0,0,0.171726044010971,0,0,-0.149289533769794,0,0,0.0756101738678604,0,0,0.0279035441385479,0.244887352507791,0,-0.0144820159709638,-0.000830993996744099,0.0419882288651102,0,0,0,0,0
