,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X600886.SH,X601600.SH,X601991.SH,X600688.SH,X000709.SZ,X600027.SH,X000539.SZ,X600362.SH,X600111.SH,X600157.SH,X600188.SH,X601158.SH,X002075.SZ,X600583.SH,X600352.SH,X000898.SZ,X600309.SH,X601992.SH,X600021.SH,X002353.SZ,X000027.SZ,X000883.SZ,X000629.SZ,X600660.SH,X600808.SH,X000878.SZ,X600863.SH,X000959.SZ,X000825.SZ,X002470.SZ,X600578.SH,X600489.SH,X600547.SH,X600022.SH,X000792.SZ,X000012.SZ,X600098.SH,X600008.SH,X600612.SH,X600307.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.607709800350084,0.049675105518184,0,0.0316258365508351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103509713396721,0,0,0,0,0,0,0,0,0,0,0,0,0.0553997924781725,0,0,0,0,0,0,0,0,0,0,0,0.00670036391240968,0,0,0,0,0,0,0
X600028.SH,0.233240079462337,0,0.07061096065772,0,0,0.198187163182345,0,0,0,0,0.0139339820390943,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0204291658486477,0,0,0,0,8.67361737988404e-19,0,0.0600716728824983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.158319533766703,0,0.134215385256586,0,0.125798199657729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452544000829901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0204685490805828,0,0,0,0,0,0,0
X600010.SH,0,0,0.11762854558355,0,0,0.0499491390735431,0,0,0,0,0,0,0,0,0,0,0,0.0566356581332575,0,0.00844346739010143,0,0,0,0,0.0687189083274908,0,0,0,0,0,0,0,0,0.311712257142555,0,0,0,0,0,0,0,0,0.0914033341806344,0,0.0290835797630135,0,0,0,0,0,0.00380534008753773,2.16840434497101e-19,0,0,0,0,0,0
X600011.SH,0,0,0.0135629837504157,0,0,0.0563345549013231,0,0.147343562365483,0,0,0,0.0717117698666604,0,0,0.124722201629694,0,0,0,0,0.0237167276674651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390872836213855,0,0,0,0,0,0,0,0,0,0,-0.00796284706048321,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.103159139237177,0,0,0.0824634276617935,0,0,0,3.46944695195361e-18,0,0,0.0317929403748841,0,0,0,0.0380276606830375,0,0,0,0.0367460345021014,0,0.310571900619631,0,0,0.0711501825983371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00340006275579515,0,0,0,0,0,0
X600585.SH,0,0,0.0158382848458028,0,0.0455300243110807,0.127056398107566,0,0,0.0661322310511058,0,0.0668367597293572,0,0,0,0,0,0,0,0,0,0,0,0.0182771293957401,0.0683882599431919,0.113316661541665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0187743308489173,-0.0129404322401465,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.206293823446113,0.344988780624614,0,0,0,0,0,0,0,0.288590671446051,0,0,0.0337241784390554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0165706870606822,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.0969732727383541,0.0165200337374351,0,0,0.11663164074945,0,0,0,0,0,0,0,0.030785969911334,0,0,0,0,0.131532469544816,0,0,0,0,0,0,0,0.265803003444024,0,0,0,0.0679255473177782,0,0,0,0,0,0,0,0,0,0,-0.00499787139778636,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.189938494448926,0,0,0,0,0,0,0,0.0525305551580538,0,0.349060500894031,0,0,0,0,0,0,0,0,0.00452879816645664,0,0.0268999190835928,0.0568443688687508,0,0,-0.0643515215692505,0,0,0,0,0,0,0,0,0.122063936599706,0,-0.0800224804141233,0,0,-0.0422702716979384,0,0,0,0,0,0.00194743176798484,0,0,0,0,0,0,0
