,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600688.SH,X600795.SH,X601991.SH,X600623.SH,X600027.SH,X600362.SH,X600157.SH,X600111.SH,X600886.SH,X601992.SH,X600188.SH,X002466.SZ,X600299.SH,X600660.SH,X000792.SZ,X601158.SH,X600547.SH,X600583.SH,X000709.SZ,X600309.SH,X000539.SZ,X000883.SZ,X600489.SH,X000898.SZ,X000027.SZ,X600352.SH,X000630.SZ,X002470.SZ,X000012.SZ,X002075.SZ,X300072.SZ,X000629.SZ,X000983.SZ,X000060.SZ,X600098.SH,X000959.SZ,X600160.SH,X600176.SH,X600021.SH,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0721341113814294,0,0.0174814619452328,0,0,0,0,0.0229400692264729,0,0,0,0,0,0,0,0,0.0602586621595552,0,0,0,0,0,0,0,0,0.0582540879926388,0,0,0,0,0,0,0,0.0547307779942683,0,0.0759270797568176,0.0272190121273549,0,0,0,0,0.0184966230519019,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.298140793783621,0,0.00785649134386323,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240394924869837,0,0,0.0243051627825776,0,0,0,0,0,0,0,0,0,0,0.044164922330788,0,0,3.46944695195361e-18,0.00487901620407352,0,0,0,0.00588440242392138,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.352151777895961,0,0,0,0,0,0,0,0.127539233397169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0.00752667289224051,0,0,0,0,0,0,0,0.0120258135919573,0,0,0.00617077876809972,0,0,0.0852259505394472,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293215406132061,0,0,0,0.0208690898269884,0,0,0,0.0456938182989528,0,0,0,0,0,0.0821084621041323,0,0,0,0.0650278697331746,0,0,0.00296091578685193,0,0.00815588351856925,0.059808289427298,0,0.0139648069558348,0,0.126852280433232,0.0460533152587811,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.164378997535891,0,0,0,0,0,0,0,0,0,0,0.0377345705402891,0,0,0,0,0,0.0312949460382081,0,0.0578909299015707,0,0,0,0,0,0,0,0.328853963643923,0,0,0,0,0.0673551912822375,0.00110887700230831,0.106985068331097,0,0.123770052279475,0.013192978300815,0,0,0,0,0,-0.0157842914506513,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448681950945621,0,0.0510270794704846,0,0,0,0,0,0,0,0.114680801209726,0,0.148639685019266,0,0,0,0.0746111111203647,0,0,5.42101086242752e-20,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0350660173623281,0,0.0517405016442081,0,0,0,0,0,0,0,0.0831439781747688,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0949610656802058,0,0,0,0,0.0479079950034255,0.254664476133126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0931585017220753,0,0,0.0711235955621162,0,0,0,0,0,0.117123025831247,0,0,0,0,0,0,0,0,0.0298146530120354,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158396438755215,0,0,0.0703573504535026,0,0.0934272919781508,0,0,0.0396928898908186,0,0,0.134784463783038,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0210923177949712,0,0,0,0,0,0,0.0283716642830188,0.176393015912435,0,0,0,0,0.00584128930776061,0,0,0.00892491602542792,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0697387959737758,0,0.0831715840391,0,0,0.121981848216107,0,0,0.124079666058698,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156177577774229,0.135233498217594,0,0,0,0.0080726651220801,0,0,0,0.0813292250269591,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714426110072186,0,0,0,0,0.134999159469237,0,0.0408554899539093,0.115506398390754,0,0,0,0,0,0,0,0,0,0,0,0
