,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600660.SH,X600547.SH,X002466.SZ,X600886.SH,X601600.SH,X002460.SZ,X000792.SZ,X600795.SH,X000708.SZ,X601699.SH,X600111.SH,X600010.SH,X600362.SH,X000301.SZ,X000983.SZ,X600027.SH,X600426.SH,X000877.SZ,X600803.SH,X601991.SH,X002271.SZ,X600489.SH,X000786.SZ,X600160.SH,X000408.SZ,X600985.SH,X000630.SZ,X000807.SZ,X000933.SZ,X600176.SH,X000932.SZ,X600348.SH,X300037.SZ,X600612.SH,X601168.SH,X600219.SH,X002128.SZ,X600157.SH,X600688.SH,X000629.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.430726162918066,0.269965454135938,0,0,0,0,0,0,0,0,-0.0644556153094997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.00278935797745832,-0.103413105570872,0,0,0.0989712067818726,0,0
X601088.SH,0,0,0.233586175324592,0,0.12508089857318,0,0,0,0,0,0,0,0,0,-0.0514412245304307,0,0,0,0.0836196654290838,0,0,0,0,0,0,0,0,-0.0799495428076527,0,0,0,0,0,0,0.0540303563546423,0,0,0.0898885621353838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155045723279474,0,0,0,0.0441471321652292,0,0
X600028.SH,0.479121665436523,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,3.46944695195361e-18,-0.00221231055942268,0,0,0,0,0,0,0,0,0,0,0.0142620911000303,0,0,0,0,0,0,0,0,0,0.131834371017318,0,0,0,0,0,0,0,0,0,0,0,-0.0170542391994666,0,0,0,0,-0.0189331614235776,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.203853802860135,0,0.16740409367709,0.0266650010840474,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154123349863704,0,0,0,0,0,0,0.249590560018734,0,0,0,0,0,0,0,0,0.130584358151478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.082139806003362,0,0
X600188.SH,0,0,0,0,0,0.111592416362422,0.104716248209896,0,0,0,0,0,0,0,0,0,0,0,0.295439731819108,0,0,0,0,0.00921484726052335,0,0.0288527181402566,0,0,0,0,0,0,0,0,0.106981419370806,0,0,0.0124132163234909,0,0,0.0286467811434089,0,0,0,0,0,0,0,0,0,0,-0.0107137148305533,0,0,0,0,0,0,0
X601898.SH,0.0975411796865613,0,0,0,0.480585820949544,0,0,0,0,0,0,0,0.0824554859912096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157624091649679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00771370066820809,0,0,0,0,0.0127332913358011,0,0
X600019.SH,0,0,0,0,0.0332998163681663,0.139695931053676,0,0,0,0,0,0.0479808004358026,0,0,0,0,0,0,0.0218456940648789,0,0,0,0,0,0,0,0,0,0,-0.0518562814088833,0,0,-0.138526997819799,0.214519663036702,0,0,0,0,0,0.225797389676181,0,0,0,0.0604849301061381,0,0,0,0.0648157888582834,0,0,0,-0.00667154255904606,0,0.097650970188796,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.00794436148376354,0,0.101618294727145,0,0,0,0.0501598657314477,0,0,0,0,0,0,0,0.45789854843424,0,0,0,0,0,0,0,0,0,-0.0188726887889682,0,0,0,0.0318975004820207,0,0,0,0,0,0,0,0,0,-0.017797874810219,0,0,-0.00485939986461907,0.00609592255923415,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549898659738861,0,0,0,0,0,0,0,0,0.0606864110848036,0,0,0.129483673910585,0,0,0.168594163797445,-0.0526131792819983,0,0,0,0,0,0,0.203924236082818,0.0421734075350338,0,0,0,0,0,0,0,0,0,0,0,0,-0.0119757553816652,0.017674362571796,0,0,0,0,0,0
X600660.SH,0,0,0.0517788506589004,0,0,0,0.131194817383279,0,0,0,0,-0.0584034113466898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0594250014292367,0,-0.0538934095435592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000968990265630774,0,0,0,0,0.0981156771948505,0,0
