,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600688.SH,X600660.SH,X601991.SH,X601600.SH,X600188.SH,X600547.SH,X600886.SH,X600362.SH,X600795.SH,X000898.SZ,X002466.SZ,X600027.SH,X601992.SH,X600516.SH,X600111.SH,X000629.SZ,X600176.SH,X002460.SZ,X600299.SH,X300072.SZ,X000709.SZ,X600339.SH,X600808.SH,X000825.SZ,X600352.SH,X600583.SH,X000553.SZ,X600801.SH,X002110.SZ,X600426.SH,X000786.SZ,X601158.SH,X000301.SZ,X000883.SZ,X600219.SH,X000932.SZ,X600489.SH,X000792.SZ,X601699.SH,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.215366945204485,0,0,0,0.100994055657067,-0.0220294014056451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0773069285884885,0,-0.0451288434311713,0,0,0,0.169264277982199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.140359292690208,0.0199802678782068,0.0132998310523823,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.320650516829279,0.00715627900587887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0076065372115095,0,0.0475471514742427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638361381161366,0,0,0,0,0,0,0,0,0,-0.094706631790758,0.0146961803513044,0.0133455054782497,0,0,0,0,0,0
X601088.SH,0,0.103405050450901,0,0,0,0,0.0148017600080943,0,0,0,0,0,0.115084206370333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294860097932543,0,0,0,0.0643064559982357,0,0,0,0,0,0,0,0,0,0,0.338560830854834,0,0,-0.0209605208619303,-0.036452585435262,0,0,0,0,0,0
X600585.SH,0,0.0767491773405699,0,0,0.0191931796885682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275406671075425,0,0,0.339137120093837,0,0,0,0,0,0,0.0943369472230236,0,0,0,-0.0155381308578699,0,0,0,0,0,0,0
X600019.SH,0,0,0,0.0991502883630921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427375986430737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193325016817061,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000762256816030222,0.00134093338589731,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363309858482974,0,0.809966844170303,0,0,0,-0.0111027550801679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270699806007181,0.0554430568445985,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,-0.271133686846923,0,0,0.161391520626763,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.253041891160036,0,0,0,0,0.0139705197731552,-0.0498952855346649,0,0,0,0.119531357071188,0,0,0,0,0,0.0089901585414668,0.232214845364804,0,0,0,0,0,0,0,0,0,0,0,0.0224947000606961,0,0.213100157006018,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816409690371503,0,0,0,0,0.070562643941756,0,0,0.110550353506659,0.0953398144139267,0,0,0,0,0,0,0,0,0,0.0515830892986355,0,0,0,0,0.0473431746809614,0,0.0276340672274455,0,0,0,0,0.0329514195947996,0,0.0634785649517941,0,0,0,0,0.00619637468725205,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.275611158212451,0,0,0,0,0,0,0,0,0,0.0410333274668175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277070977732231,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0.293237501191856,0,0,-1.38777878078145e-17,0,0,0,0,0,0.0146131571623751,0,0,0,0,0,0.087230347564974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876980843569138,0,0,0.0211248063292877,0,0,0,0.0313675123012741,0,0,0,0,0,0,0,0,0,0,0,0.00669506265567061,0.0011807305477423,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0891886391321186,0.1230340649629,0,0,0,0,0,0,0,0,0,0,0,0,0.149278706310528,0,0,0,0,0,0,0,0,0,0,0.00496610369502204,0,0,0,0.0631330402567031,0,0,0,0.10879018709773,0,0,0,0,0,0,0,0,0,0.111864083763077,0,-0.01788236270144,-0.0194636647955323,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0.0107710548933566,0,0,0,0,0,0,0.224048586195632,0,0,0,0,0.0792551235432218,0,0,0,0,0,0,-0.00760799528270778,0,-0.0139346758963639,0,0,0,0,0,-0.0172089870392019,0,0,0,0,0,-0.0515476890206563,0,0,0,0,0,-1.0842021724855e-19,0,0.0508901614704776,0,0,0,-0.000877044172194704,0.0234761259616257,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188684878961322,0,0,0,0,0.0635643574836367,0,0,0,0,0.0155661426547112,0,0.0820801755976667,0,0,0,0,0,0,0,0,0.289710623756103,0,0,0,0,0,0,0,0,0.124077404785511,0,0,0,0.0019654107958267,0,0,0.00725356421645961,0,0,0,0,0,0,0
X600188.SH,0,0.0027387153252074,0,0.0226497088262427,0,0,0,0,0,0,0,0,0.0996926630645191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122759321125979,0,0,0,0,0,0,0,0,0,0,0,0.0924218567145708,0,0,0,0,0.171313633672405,0,0,0.340907378378014,0,0,0.0129526187044882,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.0815512690165095,0,0,0,0.0552627785743058,0,0,0,0,0,0,0,0,0.0709833292340542,0,0,0,0,0,0.0910063451249777,0,0,0,0,0,0,0,0,0,0,0,0,0.0768623735590931,0.00946194316025017,0,0,0,0,0,0.0884006573605934,0,0,0.0412120909758782,0,0.0145012246147628,0,0,0,0,0,0,0
X600886.SH,0,0.147281812008304,0,0,0,0.167918171049611,0.0445694697745182,0.0446429123304676,0,0,0,0,0.0721867485850736,0,0,0,0,0,0,0,0.0385622406854868,0,0,0,0,0,-0.00926673993700451,0.0667105566572368,0,0,0,0,0.0764406157913242,0,0,0,0,0,0,0,0,0,0,0,-0.0551646045322054,0,0,0.118183806740427,0,0,0.00551268571354625,0,0,0,0,0,0,0
X600362.SH,0,0,0.179944929087111,0,0.0475757890229023,0,0.0293878324187253,0,0,0,0,0,0.0579504796434202,0,0,0,0,0,0,0.0548831373073717,0,0,0,0.101422073751282,0,0,0,0,0,0,0.00999975524554027,0,0,0.0543755814390192,0,0,0,0,0,0,0,0,0,0,0,0,0.062720384381483,0.120444860927823,0,0,0,-0.0238322125833872,0,0,0,0,0,0
