,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X600019.SH,X000792.SZ,X601898.SH,X600011.SH,X600111.SH,X000301.SZ,X002271.SZ,X600660.SH,X000708.SZ,X600010.SH,X600547.SH,X601600.SH,X600886.SH,X000877.SZ,X600795.SH,X600426.SH,X600362.SH,X000983.SZ,X600176.SH,X600803.SH,X600027.SH,X601699.SH,X601991.SH,X000786.SZ,X600995.SH,X000807.SZ,X600160.SH,X000629.SZ,X000408.SZ,X600489.SH,X600378.SH,X600219.SH,X002080.SZ,X000723.SZ,X600096.SH,X000933.SZ,X300037.SZ,X000630.SZ,X600348.SH,X600688.SH,X000831.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0925668815356735,0,1.73472347597681e-18,0,0,0,0,0,0.0095529608379765,0,0,0,0.0442305084501597,0,0,0,0,0,0,0,0,0,0,0.111002414444841,0,0,0,0,0.123695068443348,0.0805316937724923,0,0,0,0,0,0,0,0,0,0,0,0.0131077260132177,0,0,0.0340035673032541,0,0,0,0,-0.00609776812686991,0.0135190377914267,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.459200673866266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095803616948087,0,0,0,8.67361737988404e-19,0,0,0,-0.0162826719303833,0.0618319234502444,0,-0.0599635695128806,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192090209016336,0.00285208605648472,0,0,0,0,0,0
X600028.SH,0.355261683515908,0,0,0,0.013700788747718,0,0,0,0,0,0,0,0,0.0140614739226727,0,0,0,0,0,0,0,0,0,0,0,0.0451985706468301,0,0,0,0,0.133865059997401,0,0,0,0,0,0,0,0,0,0,0,-0.0187720759180908,0,0,0.0544699904802502,0,0,0,0,0,0,0.0113331442944718,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.0785125886537697,0,0.198112773276029,0,0,0,0,0.23807843711769,0,0,0,0,0.128172574348849,0,0,0,0,0,0,0,0,0,0,0,-0.0757407243243497,0.149969547524506,-0.0745640474119019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141983525787034,0,0,0.0240702919083859,-0.0236852435352184,0,0,0,0,0,0
X600188.SH,0,0.154807103934031,0,0,0,0,0,0,0,0,0.0734392090136505,0,0,0.0521507492779797,0,0,0,0,0,0,0,0,0,0,0,0.138799862024596,0,0.0724960819360455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346846940367977,0,0,0.0437769764519645,0,0,0,0,-0.0149832005688935,0.0325225599085157,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241656327151422,0.0378384553654586,0,0,0,0.289853180025415,0,0,0,0,0,0,0,-0.0225492082194025,0,0.26807026534096,0,0,0,0,0,0,0,0,0.0926110489738524,0,0,0.0420948610785966,0,0,0,0,0,0,0.0711726758648804,0,0.00244094631964193,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.593541252325501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0437200111747748,0,0,0,0.0296708079243128,0,0,0,0.0859857528953261,0,0.0942787732199539,0,0,0,0.0540764041280202,0.00739939118012756,-0.000412933426247181,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.726108824184033,0,0,0,0,0,0,0,0,0,0,-0.025737842736007,0,0,0,0,0,0,0,0,0,0,-0.0327356412432423,0,0,0,0,0.0647412160615592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00846220757638543,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.023757621631229,0,0,0,0,0.203005234759382,0,0,0,0,0,0,0,0,0.0880659759469499,0,0,0,0,0,0,0,0,0.0215909819096947,0,-4.33680868994202e-19,0.178363128503643,0,0,0,0,0,0,0,0,0,0,0,0,-0.0351681101705118,0.140423107502112,0,0,0,0,0,0.00359539051645682,-0.00305550832286608,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.173420496446414,0.162950741896855,0,0,0,0,0.160202023620802,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240633860915349,0,0,-0.0367592512966143,0,0.0549120827025303,0,0,0,0,0,0,0,0,0,0,0,0,0.172805042165269,0,0,0,0.0376160018479925,0,0,0,-0.0147695858518318,0,0,0,0,0,0
