,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600299.SH,X600188.SH,X601158.SH,X601992.SH,X000027.SZ,X600583.SH,X002466.SZ,X000539.SZ,X600309.SH,X000630.SZ,X000792.SZ,X600623.SH,X600098.SH,X600352.SH,X600160.SH,X000709.SZ,X000883.SZ,X600660.SH,X000898.SZ,X600021.SH,X002470.SZ,X600489.SH,X601918.SH,X600863.SH,X000060.SZ,X600547.SH,X600808.SH,X002004.SZ,X300072.SZ,X600578.SH,X600307.SH,X000629.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.247811640671443,0,0,0,0,0,0,0,0,0,0.0546055872031857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479232174065665,0,0,0,0,0,0.0489668156657602,0,-0.0141037352367169,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.173445552284172,0,0,0,0,0,0,0.0765397697465706,0,0,0,0,0,0,0,0,0.00832066170767327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0930075641310912,0,0.0267151401539057,0,0,0,0,0,0,-0.0130961585407454,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.433902496370976,0.0770357765584434,0,0.0865472890053266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064595354707528,0,0.0180992621158086,0.0747824685069098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443605722471846,0,0,0,0,0,0,0,0,-0.0180245270426971,0,0,0,0,0,0,0
X600011.SH,0,0,0.0622251310661064,0,0,0,0,0,0,0,0,0.431622228764241,0.112669986084428,0,0,0,0,0,0,0,0.0417393770999139,0,0,0,0,0,0,0.0140501428336525,0,0,0,0,0,0.0641573617263961,0,0,0,0.0932351144130709,0,0,0,0,0,0,0,0,0,0,0,0,-0.00938129345003004,0.00827705425602351,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232496239898332,0,0,0.0137376804526233,0,0.0803847137396435,0,0,0,0,0,0,0,0,0.00187394523896292,0.0308742466365779,0,0.33359497133253,0,0,0,0,0,0.0820367647231234,0,0,0.0398120051736535,0,0,0,0,0,-0.0174063165559509,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202528955637059,0,0.0697714006959716,-3.46944695195361e-18,0,0.0347643573767249,0,0,0,0,0,0,0,0,0.0358644519251257,0,0,0,0,0,0,0,0,0,0,0,0.0171047027329748,0,0,0.0646993442248811,0,0,-0.0321811887924459,0,0,0,0,0,0,0
X600585.SH,0,0,0.0888784289741507,0,0,0,0,0,0,0,0,0,0,0,0,0.032881989852554,0,0,0,0.0505959413767562,0,0,0.127083955709592,0.0363799524990795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0788624610099213,0,0,0.0191782731569096,0,0,0,0,0,-0.0429907832024893,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.24866533259383,0,0,0,0,0.0741874719165197,0,0,0,0,0.123716195003114,0,0.0889617822955153,0,0.0191546803413894,0,0,0,0,0,0,0,0,0,0,0,0,0.410415163985835,0,0,0.073280518958087,0,0,0,0,0,0,0,0,0,0,-0.013476251699841,8.67361737988404e-19,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623713753572122,0,0,0.0385425902315368,0.235015439151776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137817401964844,0,0.00272553264622947,0,0,0.0399332152204682,0,0,0,0,0,-0.0253267893531625,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.12804742237614,0,0,0,0,0,0,0.196909697668857,0,0,0.0109534593635839,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0753883399560688,0.0113042940132633,0,0,0,0,0,0,0,0.150306680743857,0.206147502538147,0,-0.0212343256483405,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21248260374392,0,0,0.186010366889661,0,0.0690748605029307,0,0,0,0,0,0.0929271775705207,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.0384945070285499,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.313638958057563,0,0,0,0,0,0,0.0434002462028456,0,0,0,0,0,0,0,0.180130271088103,0,0,0,0,0,0,0,0,0.0675020567132789,0,0,0,0,0,0.136468956187521,0,0.0181974634944709,0,0,0,0,0.0491741623613284,0,0,0,0,0,0,0,0,0,-0.0131317981311918,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.274559727573425,0,0,0,0,0,0,0.127303879129591,0,0,0,0,0,0,0,0,0,0,0,0,0.076899410551557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569894660758372,0,0,0.0659573882093261,0,0,0,0,0,0,0,0,0,-0.0643480883426135,0.0247321512414266,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.0902152781201663,0,0,0,0,0,0,0,0,0,0.0684377970277001,0,0,0,0,-0.0134085047567512,0,0,0,0.369977863091055,0,0.128049866473649,0,0,0,0,-0.207540024403297,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.0851433656359122,0,0,0,0,-0.111173145241191,-0.0802094870011724,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.210402796829409,0,0.103910437639381,0,0,0,0,0,0,0,0,0,0,0,0.164481931840373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0954480619837459,0,0,0,0,0,0,0,0,0,0,0.199740287640362,0,0,0,-0.0248856284037914,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.19405321375912,0,0,0,0,0,0,0,0,0,0.130099138902576,0,0.0303455113456629,0,0,0.0585194322244162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12477736717745,0,0.246528734793227,0,0,0.0366488740877115,0,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.103296967659048,0.221125455709958,0,0,0,0,0.2091113038953,0,0,0.0298716220120409,0,0,0,0,0.062526757858395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193871901071202,0.0405901771693491,0,0,0,0,0,0,0,-0.00723098338357124,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186031110251422,0,0,0.0342888463736164,0,0,0,0,0.201712035661526,0,0,0.0443721283897257,0,0.0309113366737674,0,0.201885583940485,0,0,0,0.0431157484762968,0,0,0,0.0312072109260917,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.0894472237265597,0,0,0,0,0,0.388817203170768,0,0,0,0,0,0,0,0,0,0,0,0,0.0295986234836838,0.011726985421107,0,0,0,0,0,0,0,0,0,0,0.0345259963606332,0,0,0,0,0,0.22457515441106,0,0,0,0,0,0,0,0,-0.0219576603821651,-0.00216953919519148,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0.187324505838592,0,0.00481106545718155,0,0,0,0,0.156308661589533,0,0,8.67361737988404e-19,0,0,0,0.237786802037017,0,0.00463442988924213,0,0,0,0,0,0.0834813134437765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213649376174123,0,0,0,0,0,0,0,0,0,0,0
X601992.SH,0,0,0.107875216838466,0.140054248293168,0.07081232265061,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.100430656505158,0,0.0577983762099356,0,0,0,0,0,0,0,0,0,0.0410694519833766,0,0,0,0,0,0,0,0.117254380600872,0,0,0,0.164535877468802,0,0,0,0,-0.0359761121774678,0,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0.187420372377916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221544028773558,0,0,0.0903621382949499,0,0.0266598463177916,0,0,0.171702156481925,0,0,0.0875715799848064,0,0,0,0,0,0,0.0581467557407684,0,0,0,-0.0132778827557543,0,0,0,0,0,0,0
X600583.SH,0,0,0.144856463894841,0,0,0,0,0,0,0,0,0,0,0,0.0162485010149323,0,0,0,0.228344794396121,0,0,0.0563998250239285,0,0.00534083081452018,0,0,0,0,0.239782164702062,0,0,0,0,0,0,0.0362823265436202,0,0,0,0,0.00035703562963237,0,0,0,8.67361737988404e-19,0,0,0,0,0,-0.0190089017322633,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0.0301206594433874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276005383570531,0.0325931364790897,0,0,0,0,0,0,0,0.193436885264935,0,0,0,0,0,0,0,0,0.393522710849697,0,0,0,0,0,0,0,0,0,0,0,0
