,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X601992.SH,X600157.SH,X600362.SH,X600111.SH,X600299.SH,X600188.SH,X601158.SH,X600623.SH,X000539.SZ,X600583.SH,X600352.SH,X000027.SZ,X600309.SH,X002466.SZ,X600660.SH,X600160.SH,X000630.SZ,X600098.SH,X000792.SZ,X000883.SZ,X000709.SZ,X000898.SZ,X600021.SH,X002470.SZ,X000060.SZ,X600578.SH,X600863.SH,X600489.SH,X600315.SH,X600547.SH,X002004.SZ,X300072.SZ,X000629.SZ,X601918.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0813126667435286,0,0.113859911535834,0,0,0,0,0,0,0,0,0,0,0.0432248222821484,0,0,0,0,0.0214745723423246,0,0,0,0.0721699496121658,0,0,0,0,0,0,0.00468701992421775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.250343266101396,0,0,0,0,0,0,0.0297966862276836,0,0.10250713452353,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0447376463283207,0,0,0,0.00439259741691484,0,0.0381427610739757,0,0,0,0,0,0,0.0674119846934883,0,0,0,0,0,0,0,0.0280390903314528,0,0,0,0.0108602741702204,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.303912843046933,0,0,0.108838529565671,0,0,0,0,0,0,0,0.0665682582211951,0,0,0,0,0.0850592209832585,0,0,0,0,0,0,0,0.00153677320117684,0,-0.00514153987861708,0,0,0,0,0,0,0,0,0.0983465707814538,0,0,0,0,0,0,0,0,0,0,0,-0.0086417953186825,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.371032455321317,0.0545502489381148,0,0,0.101461918250119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349706027696564,0,0,0,0.062986077289681,0,0,0,0,0,0,0,0,0,0,0,0,-0.00211131951293958,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.220143644469985,0,0,0,0,0,0,0,0.0506418974516884,0,0,0,0,0,0,0.0509536030450753,0.312094103666429,0,0,0.0953208970912984,0,0,0,0,0,0.00841464956612723,0.0952553268130677,0,0,0,0,-0.00600670381386084,-0.0135606980608786,0,0,0,0,0,0
X600019.SH,0,0,0,0.0917089627985808,0.0221035110141668,0,0,0,0,0,0,0,0,0,0.0576162741830859,0,0.0148991142057254,0,0,0.0737697702616433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216129274843783,0.15694276690997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00112993650384937,0,0,0,0,0,0,0
X600585.SH,0,0,0.127064337769249,0,0,0,0,0,0,0,0,0,0,0,0.132986466952625,0,0,0,-0.0657289026523037,0.0013859302578711,0.0396323971396588,0,0,0,0,0,0.15316849193665,0,0,0,0,0,0,0,0,0,0,0,0.123056734928892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.505444407807999,0,0,0,0,0,0.091281014053145,0,0,0,0,0.0781355098380335,0,0,0,0,0.102748966132013,0,0,0,0,0,0,0,0,0,0,0.0806658458088793,0,0,0,0,0,0,0,0,0,0,0.0179742707068535,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.0755557986009983,0,0,0,0,0.116599359042221,0,0,0,0,0.0238256669405313,0,0,0.0820872620227766,0,0,0,0,0.00731960336634764,0,0.0152418502086632,0,0,0,0,0,0,0,0,0.0172450516519871,0,0,0,0,0,0,0,0,0.0116284779269511,0,0,-0.00366983386793762,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0493268109813545,0,0,0,0,0,0,0,0.277877675423039,0,0,0,0,0.0217589178119598,0,0,0,0,0.0204624324594081,0,0,0,0.0181926155720639,0,0,0,0,0,0,0,0,0,0,0,0.20501827149448,0,0,0,0,0,0.164287476745113,0,0,-0.00609055008730343,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.323405776235165,0.0566101519385728,0,0,0,0,0,0,0.0296867147788549,0,0,0.11666208760692,0,0,0,0,0.185475952971168,0,0,0,0,0,0,0,0.00439003660445968,0,0,0,0,0.0596510282046754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106315369684309,0,0,0,0,0.0910867427613915,0.178131745027297,0,-8.67361737988404e-19,0,0,0.0699355372241852,0,0.104668952450872,0,0,0,0,0,0,0.135412149086551,0.110562222719568,0,0,0.191195716253098,0,0,0,0,0,0,0,0,0,0,0,-0.0106865812903338,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.433743235092309,0,0,0,0,0,0,0,0.0482206771710896,0,0,0.181877202844289,0,0,0,0,0,0,0,0,0,0,0,0,0.00812441790113031,0,0,0,0,0,0,0,0,0,0.0135747544519052,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129586660773828,0.0104597329671342,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.641225756915066,0,0,0,0,0,0,0,0,0,0.0363803120122885,0,0,0,0.155046015765094,0,0,0,0,0,0,0,0,0,0,0,0.292649032141927,0,0,0,0,0,0,0,0,0,0,0,0,-0.182254755090931,0,0,0,0,-0.113368572834244,0,0,0,0,0,0,0
X601992.SH,0,0,0,0.477548493766657,0,0,0,0,0,0,0.237306208175287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159819923365094,0,0,0,0,0,0,0.000123659318522928,0,0,0,0,0,0.269797922119779,0,0,0,0,0,0,0,0,0,0,0,-0.00860015597085385,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.223322292860993,0,0.299576874619277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166389751647054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634763827346203,0,0,0,0,0,0,0,-0.0436029836852724,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0.175087604484872,0,0,0.0718633414119442,0,0,0.10630797036066,0,-3.46944695195361e-18,0.0136418460587759,0,0,0,0,0,0,0.0149513230571869,0,0,0,0,0,0,0,0,0,0,0.309152151800055,0,0,0,0,0.0532818876487783,0,0,0,0,0,0,0,0.00296835379559927,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0475928347027032,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0153454026269679,0,0.0286151078505867,0,0,0,0,0,0.0512804729851562,0,0,0,0,0,0,0,0,0,0,0,0.453561662317762,0,0,0,0,0,0,0,0,0.0808175301919684,0,0,0.0248017846246834,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0779103481836709,0,0,0,0.221841477518192,0,0,0,0,0,0,0.361607678125784,0,0.0947891644876616,0,0,0.135454925613227,0,0,0.157047315239048,0,0,0.00715396285983624,0,0,0.024006854823045,0.0109940997493531,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.118210084182976,0,0,0,0,0,0,0.353477143945278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208826166778404,0,0,0.15484635962772,0,0,0,0,0,0.231287191376822,0,0,0,0,0,0,0,0,0,0,0,-0.00665929670078576,-0.00190816405531242,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0.165811938387798,0,0,0,0.00445449733493777,0,0,0,0.0943180432318155,0,0.132067255949035,0,0,0,0,0,0,0,0.329936898671574,0,0,0,0,0,0.0407900610251824,0,0,0,0,0,0,0,0.297781250803249,0,0,0,0,0,0,0,0.0387209312890367,0,0,0,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535916742042733,0,0,0,0,0,0,0,0,0.19482920396581,0,0.0748823180270897,0,0.0472261834652297,0,0,0,0,0.0546119503383029,0,0,0,0,0,0,0,0.164627842334432,0.144373522932169,0,0.106394277628603,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749579547479778,0,0,0,0,0,0.017816789567112,0,0,0,0.0468778872581422,0,0,0,0,0.205859691450784,0,0.116783876651739,0,0.101465349820732,0,0,0,0,0,0,0,0,0.0679156656090056,0,0,-0.0285377420281052,0,0,0,0,0,0,0
X600583.SH,0,0,0.0941425206077713,0,0,0,0,0.105954396255333,0,0,0,0.018399786550945,0,0,0.272707021167229,0,0.063457027310429,0.0257442206367177,0,0,0,0,0,0,0,0,0,0,0,0.0624821245957882,0.0389601979452748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266140901791405,0,0,0,0,0,0.0207390995965297,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267910268752501,0,0,0,0,0,0,0,0,0,0,0,0.135691716436727,0,0,-0.0283926083163706,0.273982072900008,0.0191889307096148,0,0,0,0.170118800383488,0,0,0,0,0,0,0,0,0,0,0.0505895798771362,0,0,0,0,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0.128314873215739,0,0,0,0,0,0,0,0.0174581551238672,0,0,0,0,0.308027522135026,0.0836514996844183,0,0,0,0,0,0,0,0.192194660300262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124538824043552,0.115971144503538,0,0.0240937636850896,0,0,-0.0221365412139489,0,0,0,0,0,0,0
X600309.SH,0,0,0.115328806198178,0,0,0,0,0,0,0,0.096733870916689,0.0635954230549267,0,0,0.145267373774251,0,0,0,0.128643245305411,0.0140497233419074,0.116017689560141,0,0,0,0,0,0,-0.00237481926006009,0,0,0,0,0,0,0,0,0,0.0600694257137006,0.0170303513380923,0,0,0,0,0,0,0,0,0,0,0,-0.0078929566358288,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,-0.0653732837551329,0,0,0,0.132280310568124,0,-0.0462012822863962,-0.401311706144013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317674118951915,0,0,0,0.329104203034209,0,0,0,0,0,0,0,0,0.707174688780833,0,0,0,0,-0.0168549941169243,0,0.0840123727893656,0,0,0,0,0
