,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600795.SH,X600585.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600157.SH,X600362.SH,X600111.SH,X600027.SH,X600886.SH,X600188.SH,X000883.SZ,X600021.SH,X600352.SH,X600583.SH,X600309.SH,X000027.SZ,X601158.SH,X601992.SH,X000709.SZ,X000539.SZ,X000898.SZ,X000060.SZ,X000792.SZ,X600808.SH,X000825.SZ,X002470.SZ,X600489.SH,X600660.SH,X002353.SZ,X000629.SZ,X600547.SH,X600307.SH,X002075.SZ,X600863.SH,X600578.SH,X600008.SH,X600098.SH,X000831.SZ,X002004.SZ,X600549.SH,X600219.SH,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.11282602038111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533728860135481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00113994395433854,0.00754077896399418,0,0,0,0,0,0
X600028.SH,0.54847359511974,0,0,0,0,0.0733312515731366,0,0,0.00561473450558701,0.0547898148595788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013343142130579,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0569831402249431,0.242067871434905,0,0,0,0,0,0,0,0,0,0,0,0.0868882255740528,0,0.017043972111285,0,0,0,0,0.0954471668523742,0.116099869973556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310274662102327,0,0,0.0572797972489163,0,0,-0.00478068216148542,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240544230879597,0,0,0,0,0,0,0,0.125753726212805,0,0,0,0,0,0.0715013014383405,0,0,0,0,0.214475073487287,0,0,0,0,0,0,0.00245684893732518,0,-0.01119158270166,4.33680868994202e-19,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.130909148725586,0,0,0,0,0,0,0,0,0.0465190757339857,0,0,0,0,0,0,0,0.0601657474080453,0,0,0,0,0.141400843652206,0,0,0,0,0,0,0,0,0,0.222444210836148,0,0,0,0,0,0,0,0,-0.00708363967078705,0.0223687389042761,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0272552845526102,0.283257112672331,0,0,0,0,0,0,0,0,0,0.0421734768852392,0,0,0,0,0,0,0.206759968080067,0,0.168145057842305,0,0,0.0519397568462403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00177349631968798,1.73472347597681e-18,0,0,0,0,0,0
X600795.SH,0,0,0,0.0752309939133642,0,0,0,0,0.104514207352693,0,0.111777711610825,0,0.0288619021379922,0,0,0.0510829257560069,0.156470720019068,0,0,0.0905032800750725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337725101464661,0,0,0,0,0,0,0,0,0,-0.000508014452649976,0.0160266652204966,0,0,0,0,0,0
X600585.SH,0,0,0.24379495960614,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233563365201657,0,0,0,0,0,0.0757084949801296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0897521269344614,0,0,0,0.00707095772292302,0,0,0,0,0,0,0.000786833812324025,0,0,0,0,0,0,0
X601600.SH,0,0,0.557279464734683,0,0,0,0,0,0,0.023998966429526,0.0472218577202437,0,0.00255138790286172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524407700427905,0,0.13913518783252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204356409159415,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.141014032716558,0,0,0.0449239208397647,0,0.175414796971645,0,0,0,0,0,0,0.0262846979633223,0,0,0,0,0,0,0,0,0,0,0,0.0890818855761182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458282664577076,0,0,0,0,0,0
