,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600547.SH,X600688.SH,X600362.SH,X600795.SH,X300072.SZ,X600309.SH,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X600660.SH,X600886.SH,X601992.SH,X600111.SH,X600489.SH,X000898.SZ,X600339.SH,X000709.SZ,X600299.SH,X601158.SH,X000959.SZ,X000630.SZ,X600583.SH,X000792.SZ,X002466.SZ,X600098.SH,X600352.SH,X600219.SH,X000408.SZ,X000883.SZ,X000723.SZ,X000825.SZ,X000539.SZ,X600021.SH,X002092.SZ,X000027.SZ,X000983.SZ,X601699.SH,X000937.SZ,X600623.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.347188392575213,0,0.051230543769688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00605099879392526,0,0,0.0381400780922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605351397967786,0,0,0,0,0,0,0,0.0680477629974645,0,0,-0.00599224602740388,0,0,0,0,0,0
X600028.SH,0.767833792752864,0,0,0,0,0.149525773345396,0,0,0,0.0150179126672204,0,0,0,0.0230410821109294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00948534228301627,0,0,0,0,0,0,0,0,-0.0836399013533376,0.0409719210279929,-0.0203588162056935,0,0,0,0,0,0
X601088.SH,0,0.0155134221427986,0,0,0,0,0,0.052502354833024,0.0499747898031688,0,0,0,0,0,0,0,0,0,0,0.0772934476082501,0,0,0,0,0.113952979239034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150430135684646,0,0,0,-0.0285427245876878,0.0137101644977119,0,0,0,0,0,0
X600019.SH,0,0,0.388892744061807,0,0.0794080644602503,0,0,0,0,-0.126432179827225,0,0,0,-0.061908563169445,0.0462121423504031,0,0,0,0,0,0,0,0,0,0.133012143424188,0,0,0,0,0,0.0176448704563886,0,0,0,0,0,0,0,0,0,0,0,0.105446969899815,0,0,0,0,0,-0.0815559613171978,0,-0.00438610897341287,0.010316245751203,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,-0.0336016993139683,0,0.0251532922084989,0.215814123804637,0,0,0,0,0,0,0,0,0,0,0,-0.0724188420800666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0982841195301489,0,0,0,0,0,0,-0.013125880639224,0.0136652936017111,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200618362320386,0,0,0,0,0.126474848420027,0,0,0,-0.0411264931153695,0.138797360072212,0,0,0,0,0.0401011820607053,0,0,0,0,0,0,0,-0.21341166238676,0,0,0,0,0,0,0,0,0,-0.013595493169251,0,-0.166312466312596,-0.00701985433039308,0.0102385823855479,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0699797503583547,0,0,0.0705112572645742,0,0,0.0315771374468076,0,0,0,0,0,0,0,0,0,0.19410358533688,0,0,0,0,0.00746568785083901,0,0,0,0,0.146770060960199,0,0,0,0,-0.0186527894862341,0,0,0,0,0,0,0,0.0132464218341995,0.0600273263795093,0,-0.0281939228799024,0.0109025150282123,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0515645118539733,0,0,0,0.154719798768176,0,0,0,0,0,0,0,0,0.051114076727154,0,0.00125888929791643,0,0,0,0,0,0,0,0,0,0,0,0,-0.0741821286545744,0,0,0,0,0,0.0361038351942709,0,0.157544913757338,0,0,-0.0346856665108413,0.0161009932902284,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.151304072257693,0,0,0,0,0,0,0,0.0808202177192511,0,0,0,0,0,-0.235494076064189,0,0,0,0,0.213805192541687,0,0,0,0,0,0.243409340297345,0,0,0,0,0,0,0.092542186663353,0,0,0,0,0,-0.0161957577688133,-0.0177597287258074,0.0137129343104941,0,0,0,0,0,0
X600547.SH,0,0.0289202847902425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786939759997208,0,0,0,0,0,0,0.00909757143415045,0,0,0,0,0,0,0,0,0,0,0,0.00813671764120271,0.0861574614932545,0,-0.123614606814795,0,0,0,0,-0.0346958652595397,0.0185863693683198,0,0,0,0,0,0
