,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X600886.SH,X600660.SH,X601991.SH,X600688.SH,X600362.SH,X600188.SH,X600795.SH,X600352.SH,X000723.SZ,X600111.SH,X600801.SH,X600027.SH,X601992.SH,X002271.SZ,X000898.SZ,X600489.SH,X600176.SH,X600516.SH,X000786.SZ,X600299.SH,X000709.SZ,X000629.SZ,X002460.SZ,X000883.SZ,X002466.SZ,X601158.SH,X600219.SH,X002353.SZ,X600426.SH,X601699.SH,X000553.SZ,X000630.SZ,X600985.SH,X600583.SH,X600612.SH,X000027.SZ,X600021.SH,X000825.SZ,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260726727336441,0,0.00367481442217144,0,0,0,0,0,0.0263777367736196,0,0,0.0284999762364552,0,0,0.0282085311651655,0.00946063101177714,0,0.0369309974746638,0,0,0,0,0,0,0,0.0813084702041802,0,0,0,0,0,0,0,-0.00369606519463316,0.00968530747073446,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300678210955003,0,0.00883047264461702,0.00212918259106314,0,0,0,0,0,0,0,0,0.0912748805366981,0,0,0,0,0,0,0,0.0717355184089007,0.00326949060174376,0,0.0720721460940287,0,0,0,0,0,0,0,0,0,-0.0336986399880612,-2.16840434497101e-19,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076751172049904,0,0,0.0962379702072133,0,0,0.0892887868285137,0,0,0,0,0,0,0.0125583457161608,0,0,0,0,0,0,0,0,0,0,0,0,0.00756018054510215,0,0,0,0,0,0,0,0,0,-0.020291053443687,0,0,0,0,0.0358276140190239,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0795875135729017,0,0.333442124383858,0,0,0.0989516818191098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194487911528517,0,0.0263096273882084,0,0,0,0,0,-0.0115707253367708,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102392889131344,0.0119320990585849,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0744720540544796,0,0,0,0,0,0.0762191661942738,0,0,0,0,0,0,0,0,0,0,0,-0.0025803996414927,-0.0378681082458528,0,0,0,0.0249584553447619,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227700649201659,0.00753217968180328,0.066145254029586,0,0,0,0,0,0.0123604767898564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105638900991277,0,0,0,0.049592973810744,0,0,0,0,0,-0.0265408235065767,0,0,0,0,0.183179430766051,0,0
X600011.SH,0,0,0,0,0,0,0,3.46944695195361e-18,0.0956308810303765,0,0,0.429867912475606,0,0,0,0,0,0,0,0,0,0,0.24863989622084,0,-0.150816132057337,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113765519634226,0,0,-0.100587701643627,0,0,0,0,0,0,0,0,0,0,-0.00462882655563043,0,0,0,0.0506991755520195,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.159858923397109,0,0,0,0,0.763223557973785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204266206354232,0,0,0,0,0,-0.0517125384631334,0,0,0,0,-0.0633619937429901,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.167818125684355,0,0,0,0,0,0.140896591110567,0,0,0.00445837199760559,0.0493702747620501,0.0596574515519,0.124107609379429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0770799609915565,0,0,0,0,0,0,0,0.00381633694809604,-0.0529226899801587,0,0,0,0.00387699650920144,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0324852098452242,0,0,0,0,0,0,0.117699329257297,0,0,0,0.0270617704871259,0.0360994502107564,0,0,0,0,0,0,0,0.0011184735586289,0,0.161555817242229,0,0,0,0,0,0,0,0,0.246314328035847,0,0,0,0,0,0,0,0,0,0,0,-0.000627015649644497,0,0,0,0,0.0143653483537326,0,0
