,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600688.SH,X600795.SH,X601600.SH,X600027.SH,X600188.SH,X601991.SH,X600547.SH,X600157.SH,X600111.SH,X600362.SH,X600886.SH,X002466.SZ,X600623.SH,X601992.SH,X000792.SZ,X600309.SH,X600299.SH,X600489.SH,X600660.SH,X300072.SZ,X601158.SH,X600583.SH,X002075.SZ,X000883.SZ,X600549.SH,X000709.SZ,X000723.SZ,X600352.SH,X000539.SZ,X000898.SZ,X002407.SZ,X000027.SZ,X000983.SZ,X002470.SZ,X002460.SZ,X000630.SZ,X000012.SZ,X000761.SZ,X000060.SZ,X600176.SH,X600021.SH,X600219.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0768930569507388,0,0,0,0,0,0,0,0.0884185507720444,0.0286258597234027,0,0,0,0,0,0.0710087040595151,0,0,0,0,0,0.0538377068645392,0,0,-0.0152188250660619,0,-0.0450868821586028,0,0,0,0,0,0,0,-0.0257209018272719,0,0,0,0,0,0,0,0,-0.00888931559467636,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.305927763246257,0,0,0,0.00839990502002093,0,0,0,0,0,0,0,0,0,0,0.0130825072518634,0,0,0,0,0,0,0,0,0.0177432483033115,0,0,0,0,0,-0.0549201781910528,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00792197843454708,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.198109420979382,0,0,0,0,0.0208938977231298,0,-0.0247471809056315,0.0390474806124119,0,0,0,0,-8.67361737988404e-19,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0496435999465434,0,0.0612464727749077,0,0,0,-0.00270278557464374,0,0.0645223320251666,0,0,0,0,0,0,0,0,0,0,0,0.00498446636039942,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0418680758269373,0,0.0324357877500286,0,0.142691649546283,0.038066878611557,0.0934133174596166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163765299399714,0,0,0.00995276316567145,0,0,0,0,0,0,0,0,-0.00554080376295691,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.164811920203954,0,0,0,0,0,0.357533438664259,0,0,0,0,0,0,0,0.0389049158509681,0,0,0.0210120377002369,0,0,0,0,0.0277901601320507,0,0.0692247571207404,0,0,0,0,0,0.00723666291996452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00357516435810189,0,0,0,0.0373937906756454,0,0,0,0,0,0,0.0572802737924195,0,0,0,0,0.0467454662752557,0,0,0.053636814422588,0,0.331439380952493,-0.0336058448277375,0,0.042236469974894,0,0,0,0,0,0,0,0,0,0,0,0.0380261119099648,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.146542154380654,0,0.0484219305525662,0.0273737726644171,0.102077692312699,0,0,0,0.0138727153408134,0,0,0,0,0,0,0,0,0,-0.0360453939238391,0,0.0420537906878964,0,0,0,0,0,0,0,0,0,0.135350853865282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0241884970941148,0,0,0,0,0,0,0,0,0,0,0.00665844605926937,0,0,0.123816146154018,0,0,0,0,0.0294009794185837,0,0,0.0788470353362876,0,0.0312557397234162,0,0.0830422874058273,0,0,0,0,0,0.192792329960547,0,0,0,0,0.0148017888535668,0,0.0465333219146818,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.115072643340816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23422904802449,0,0,0.250997593394341,0,0.0440409893740053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625709606883534,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0375162600547896,0,0.00581307333701973,0,0,0,0.0797624933604969,0,0,0,0.0243959584398962,0,0,0,0,0,0,0,0.00749468194404719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226553527309353,0,0.0220049838805819,0,0,0.0885677028954591,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0.133532923619086,0,0,0,0.0800571251615027,0,0.0554962002426233,0,0,0,0,0.0686890159314307,0,0,0.0350596993717168,0,0.0583935839638159,0,0.0988775537217305,0,0,0,0,0,0,0,0,0,0,0,0.205841076385063,0,0,0,0,0.0133432912680864,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0.0462749236721492,0,0,0,0.0587054697373741,0,0,0,0.00934284739114328,0,0.0930614393648908,0.0358003865291563,0,0,0,0,0.00800023816249853,0,0,0,0,0,0,0,0.0224831304871982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223970766584898,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174830626265655,0,0,0.0185898755898477,0,0,0,0.265292040185299,0,0,0,0,0,0.109194838107961,0,0,0,0,0,0,0,-0.0219909725180245,0,0.537589439254589,0,0,0,0,-0.0173669451868483,0.0967872316679001,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0972048544319162,0,0,0,0,0,0,0.00282731429910445,0,0,0,0,0,0,0,0,0.0510706945168102,0,0,0.0576586850768436,0,0,0.0111651473199556,0,0,0,0,0,0,0,0,0,0.116753310483114,0,0,0,0,0,0.0138970159393917,0,0,0,0,-0.0163490876350321,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390230219235051,0.101897401157964,0,0,0,0,0.555288035992666,0,0,0,0,0,0,0.0609740373918448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454712859107883,0,0,0.0544971604091822,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.166006612924914,0.125393063680841,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0840032603483313,0,0,0,0,0.092654232254468,0,0,0.0212523105898952,0,0,0,0.0788728024796309,0,0,0,0.0138200555041439,0,0,0,0,0,0,0.0455963022859154,0,0.0548174950901587,0,0,0,0.0123280588986697,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.624969674109915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700226960492175,0,0,0,0,0,0,0,0,0,0,0,0.247658236672701,0,0,0.0244400947747916,0,0,-0.0151894076557483,0,0,0.070767752247358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.169066012946152,0,0,0,0.210974768594784,0,0,0,0.00174937418059716,0,0,0,0,-0.0831662764687768,0,0,0,0.0920184996481796,0,0,0,0,0.0423743453819824,0,0.136052983819067,0,0,0,0,0,0,0,0,0,0,0.0451931023009598,0,0,0.120842729193381,0,0,0,0,-0.0164116362006828,0,0,0,0,0,0,0
