,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600660.SH,X002460.SZ,X000708.SZ,X002271.SZ,X600011.SH,X600886.SH,X000786.SZ,X600362.SH,X601600.SH,X601898.SH,X600426.SH,X600010.SH,X600801.SH,X600176.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600111.SH,X600795.SH,X000301.SZ,X002466.SZ,X300037.SZ,X600688.SH,X000932.SZ,X600803.SH,X600299.SH,X600027.SH,X002080.SZ,X601992.SH,X002075.SZ,X600219.SH,X600486.SH,X601168.SH,X600315.SH,X000898.SZ,X002409.SZ,X000027.SZ,X000883.SZ,X000723.SZ,X002353.SZ,X600529.SH,X601158.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0443804328341499,-0.00859869179665757,0,0,0,0,0.0126329726400321,-0.0306584829024871,0,0.0850375287090796,0,0,0,0,0.0398987373621866,0,0,0,0,0,0,0,0.0023518932666686,0,0,0,0,0,0,0,0,0,0.0549138582834825,0,0,0,0,0,0,0,0,0.0276075087677611,-0.00226276245615684,0,0,0,-0.0140480020229612,0,0,0,0.0141064292677244,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.00329566507426079,0,0,0.0814108966783631,0,0,0,0,0,0.0353004840728377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566897189021042,0,0,-0.00587529707989184,0,0,0,0,0,0,0,0,0,-0.00549766276705695,-2.27860857681049e-05,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0585873277547827,0,0,0,0,0.0117317640639257,0,0,0,8.67361737988404e-19,0,0,0,0.0199875271277271,0.0618118258582074,0,0,0,0,0,0.0415327745576115,0.00430807750094102,0,0,0,0,0,0,0,0,0,0,0.000903294573875587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157580755029884,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0165445818858353,0,0,-0.0102153508915019,0,0,0,0,0.0529933221103096,0.00668864949427132,0,0,0.0442703635764096,0.0519439149921786,0,0,0.0976608982264189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185314010248057,0.114764594064559,0,0,0,0,0,0,0,0,0,0.036204110465116,-0.0348504525105201,0,0,0,0.0522844077333488,0,0
X600309.SH,0,0,0,0,0,0,0.275353315656154,0,0.0100520508438829,0,0,-0.127403265758146,0,0,0,0,0,0.153451889172695,-0.0186247366584361,0,0,0.0708611870766344,0,0,0,0.10738466747323,0,0,0.120184759711354,0.196029464095863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235037988162922,-0.18293833514799,0,0,0,-0.0097955072643181,0,0,0,-0.0130823819953399,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0112710915762666,0,0,0.0460080642889074,0,0,0,0,0,0,0,0.0892960782966006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00887814128092226,0.0113202194006023,0.375341331181548,0,0,0,0,0.00826366339277186,0,0,0,0.0442146530327018,0,0,0,0,0.0575131646576865,0,0
X600547.SH,0,0,0,0,0,0,0,-0.0046380539514034,0,0,0,0,0,0,0,0,0,0.0308345749584761,0,0,0,0.574901251163004,0,0,0,0.107882202992496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10097458695214,0,0,0,0,0,0,0,0,0,-0.00256569894884021,-0.0281943672124958,0,0,0,0.0312733080989578,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,-0.0447852839540119,0,0,0,0,0,0,0,-0.0542996927636993,0.113576230826038,0,0.111332783752777,0,0.0785866031710578,0,0,0,0,-0.0681695405758392,0.296921813811272,0,0,0,0,-0.0520290297830821,0,0,0.03618113151634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501679959749505,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132385576443401,0,0,0,0,0,0,0,0,0,0,0,0.126983273928439,0,0,0.256019516906058,0.031211259877905,0,0,0.261541892652071,0,0,0.074546828521661,0,0,0,0,0.0937339473877962,0,0,0,0,0,0,0.0443277796487966,0,0,0,0,-0.0253357107084192,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.0485713372975588,0,0,0,0.086559731641423,0,0.0629156081605957,0,0,0,0,0,0,0,0,0,0,0,0.168443529588951,0,0,0,0,0,0,0,0,0,0,0,-0.0210862523352631,0,0,0,0.127041764808185,0,0,0,0,0,0,0,0,0.0519118974656241,-0.00343072650931955,-1.35525271560688e-20,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.0465770579182186,0,0,0.108626232142513,0,0,0,0,0,0,0,0,0,0,0,0,0.170935674629017,0,0,0,0,0.114104756537789,0,0,0,0.128271984158102,0,0,0.0261786926246555,0,0,0,0,0,0,0.0990603013718272,-0.0151070917149562,0,0,0.036397842797644,0,0,0,0,0,0,0,0,0.0558853465553765,0,0,0,0.0316120009188167,0,0
X600011.SH,0,0,0,-0.0890110369130504,-0.106432071346527,0,0,0,-0.0424165868239144,0.175238548506242,-0.08622791299738,0,0,0.00457970395609235,0.307010647276237,0,0,0,0,0,0,-0.222268885827509,0,0,0,0,0,0,0,-0.122443496778121,0,0,0,0.392527376895326,0.411042925610307,0,0,0,0,0,0.0402593010076599,0,0,0,0,0,0,0,-0.0840567776879384,0,0,-0.0290102751440597,0.0366748587511612,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155697529935213,0,0.0206403955790368,0,0.0719436917843337,0,0,0,0.122707790500527,-0.0888774028144347,0,-0.0149614543754401,0.0944479388950969,0,0,-0.171780598467405,0,-0.0343944602894289,0,0,0,0,0,-0.00395055260140413,0,0,0,0,0,0,0,0.0141553072406706,0.00162985366223078,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0.0134393378205626,0,0,0.0299594553815775,0,0,0,0,0,0,0.142735737902915,-0.150323695533703,0,0,0,0,0,0,0,0,0,-0.032283877224772,0,0,0,0.141274307575951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382802742133483,0,0,0.0291724121653977,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0959440518077124,0,0,0,0,0.0765874847741052,0,0.0193735855855215,0,0.00891206387940533,0,0,0,0,0,0.155370027738945,0,0.228798316208452,0,0,0,0,0,0.082404002505113,0,0,0,0,0,0.0567149164229964,0,0,0.0971537326403672,0,0.0192293038497031,0,0,0,0,0,0,0,0,0,0,0,-0.0448068789507831,0,0,0,-0.0192227247869377,0,0
X601600.SH,0,0,0,0,0,0,0.045363643721522,-0.0571433128542897,0.0257723248631343,0,0,0,0,0,0.238643380460238,0,0,0.024059867941749,0.207108091479846,0,0.011987054177517,0,0,0,0,0,0,0,0.0133011954640142,0,0,0,0,0,0,0.0188563353781352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00504635730640371,0,0,0,0.0378203637801632,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.00493719817337503,0.0354591960467016,0.270883642362859,0,0.00827470175761132,0,0,0,0.0842754459932119,0,0,0,0,0,0,0,0,0,0.00982289737644657,0,0,0,0,0,0,0,0,0,0,0,0,0.00869447337446403,0,0,0,0,-0.0133810834338507,0,0
X600426.SH,0,0,0,0,0.209251362787334,0,0,-0.0346435253325683,0,0,0,0,0,0.183780095456791,0,0,0,0,0,0,0.017664187929426,0,0,0,0,0.0104869467250498,0,0,0,0,0,0,-0.110132839297457,0,0,0.147648363617118,0,-0.0459556725986171,0,0.127282724551545,0,0,0,0.0554153553229195,0,0,0,0,0.0982438593069686,0,0,0,-0.0166564937601177,0,0,0,0.0683273295024248,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,-0.0948281288243892,0,0,0,0,0.222024213172468,0,0,0,0,0,0,0,0,0.0805215559318145,0.0352346062537163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415845651225105,0,0,0,0,0.102633343739449,0,0,0,0,0.0130897085742278,0,0,0,0,-0.00878548689869742,0,0
X600801.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100896641328232,0,0,0,0.0296986567226562,-0.0918442562002909,0,0.0769132232777812,0,0,0,0,0,0,0,0.00989543734386719,0.0130109517504273,0,-0.0454966003774302,0,0.113894719637431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113718715836481,0,0,0,0.0261146669739633,0,0,0,0.040898337198935,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0.0257975287468041,-0.0337119576961046,0,0,0,0.0825894116790734,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174197478105863,0,0,0,0,0,0.05925941266481,0,0,0.522230706662273,0,0,0,0,0,0,0,0,0.192205673402163,0,0,-0.159659641061314,0.0370749948202941,0,0,0,0,-0.0262938819615274,0,0
X600489.SH,0,0,0,0,0.074476205021213,0,0.643302661921852,0.00117210749041337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0432401649256538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0272899466468152,-0.0156628011592789,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,-0.0249999011342227,0,0,0,0,0,0,0.0196765666789406,0,0,0.498261862911433,0,0,0,0,0,0,0,0,-0.00381332058820924,0,0,0.050548503629248,0,0,0.12468618058771,0,0,0,0,0,0,0,0,0.125483134931498,0,0,0,0.0397582963930586,0,0.104311396867934,0,0,0,0,0,0.0435888864948428,0,0,0,0.00213522528717515,0,0
X600352.SH,0,0,0,0,0,0,0,0,0.0316595511322297,0,0,0,0,0,0.151812013967769,0,0,-0.0262318285914082,0,0,0,0,0,0,0,0.178681830992835,0,0,0.139414784478006,0.0340009257135458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293403546962978,0,0,0.013472393039642,0,0,0,0,0.000595059378255431,0,0
X601991.SH,0,0,0,0,0,0,0,-0.0420454367633033,0.110383937283881,0,0,0,0,0,0,0.0711177400791988,0,0,0.269932243772685,0,0,0,0,0,0,0,0,0,0.0616203819106925,0,0,0,0,0.0100654444356266,0,0.042855225621021,0,-2.16840434497101e-19,0,0,0,0.00967394951900575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.233493718898651,-0.0138832062835974,0.042350149379535,0,0.0532722016602813,0,0,0,0,0,0,0,0,0,-0.0465183512938871,0,0,0.358069880290584,0.0944551531007468,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0189941694294988,0,0.0508001598095511,0,0,0.0748919284330647,0,0,0,0,0,0,0,0,0,0,3.82844967749253e-05,-0.0526466551832147,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133406353366144,0,0,0,0,0.00104222890503921,0.394003607026287,0,0,0.0351685128346923,0.0436892842466637,-0.00939698123886147,0,-0.024079549876586,0,0,0,-0.0384724365904866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131161775731715,0,0
X000301.SZ,0,0,0,0,0,0,0,0.00425993646744731,0,0,-0.0150251031241402,0.0397070474071853,0,0,0,0,0,0,0,0,0,-0.00683497196758226,0,0.0314739316185367,0,0,0,0,0,0,0,0,0,0,0,0.0497973084848487,0,0,0,0,0,0,0,-0.0597588556133049,0,0,0,0,0,0,0,0.0111042146623646,0,0,0,0,0.0806919926162357,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.592251438310689,0,0,0,0,0,0,0,0,-0.0909713479978408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127202979054284,0,0,0,-0.0481545470501405,0,0.0513610388226731,0,0,0,0,0,0,0,0.0738618193619178,0,0,0,0,0.13650178765479,0,0
X300037.SZ,0,0,0,0,0.0141602664694856,0,0,0.0266797705715915,0.175130474814814,0,0.191907995236636,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.250068586242827,0,0,0,0,0,0,0,0,0,0,0.224581022450582,0,0,0,0,0,0,0,0,0,0,0,0.105360581111712,0,0,-0.179293348251202,0,0.043082272769638,0,0,0,0.0156483276533071,0,0
