,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601600.SH,X600688.SH,X601898.SH,X600795.SH,X601991.SH,X600188.SH,X600027.SH,X601992.SH,X600362.SH,X600886.SH,X600157.SH,X600111.SH,X600299.SH,X600623.SH,X600547.SH,X600660.SH,X000709.SZ,X601158.SH,X002466.SZ,X000792.SZ,X600489.SH,X600583.SH,X000629.SZ,X000898.SZ,X600309.SH,X000539.SZ,X000883.SZ,X600352.SH,X000959.SZ,X000027.SZ,X000060.SZ,X000983.SZ,X000630.SZ,X601699.SH,X002075.SZ,X600021.SH,X002470.SZ,X600578.SH,X300072.SZ,X600098.SH,X600022.SH,X600176.SH,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.084610137902834,0.10106454277197,0,0,0,0,0.00840668575128967,0,0,0,0.0543823481227861,0.000614090514634185,0,0,0,0,0,0,0.0733636853313173,0,0,0.0956206671047075,0.00768951213628407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0920035494105235,0.161628482373824,0,0,0,0,0.0329995125006812,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643649089218272,0,0,0,0,0,0,0,0,-2.16840434497101e-19,4.33680868994202e-19,0,0.065987937359585,0,0,0,0,0,0,0,0,0.0323305985429329,0,0,0.00532723113346119,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.302454821855238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172210085898261,0,0,0.00289885914846447,0.0407360050641878,0,0,0,0,0,0,0.0628337480124577,0,0,0,0,0,0.0489034335333035,0,0,0,0.142802648350234,0,0.0146553046512804,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.108026066831006,0,0,0.0295815315027897,0,0,0,0,0,0,0,0,0,0,0.0539299222303957,0,0,0.00630050729323342,0,0,0,0.0468758407953662,0,0,0,0,0,0.143775075018694,0,0,0,0,0,0,0,0,0,0.0883622202597597,0,0,0.0429760145073309,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0678479670826856,0,0,0,0,0,0,0,8.67361737988404e-19,0.235361122313477,0,0,0,0,0,0,0,0,0,0,0.155783284916507,0,0,0,0,0,0.0970522532272152,0,0.131556734374823,0,0,0,0,0.0770241129421937,0,0,0,0,0,0,0.0509792133771893,0,-0.0238452753371815,-0.0125353832400254,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.06609333872575,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.401780746119457,0,0,0,0,0.123573885178117,0,0.123703676296221,0,0,0,0,0,0,0,0,0,0.109594702070274,0,8.67361737988404e-19,0,0,-0.00528724156951627,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.00708139747568188,0,0,0,0,0.0143792272941685,0,0,0.0896062847320203,0,0,0,0,0,0.0995617938227936,0,0,0,0,0,0.00724685411016837,0.0506076106427709,0,0,0,0,0,0.207474437394985,0,0,0,0,0,0,0,0,0,0,0.067893198444203,0,0.0365332288161813,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.156502976359518,0,0,0,0,0.101771249638251,0,0,0.0845494595130472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637520473133976,0.0561771713116565,0,0,0,0,0,0,0,0,0,0.393663906912153,0,0,0,0,-0.018630262798289,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0.350152544092992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733346889017118,0,0.17507214328212,0,0,0,0,0.121967330864469,0,0,0,0.0269219724031644,0,0,0,0,0,0.00862431822352497,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0315179603093086,0,0,0,0,0,0,0.337214282846778,0,0,0,0,0,0,0,0,0,0.125281298977264,0.145751120008466,0,0,0,0,0,0,0.0392261099791439,0,0,0.00955513733153301,0,0,0,0,0,0,0,0,0.121878062188513,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.0127995898344705,0,0,0,0,0,0,0,0.100407649945194,0,0.0188811025826139,0,0,0,0.141337104443125,0,0,-3.46944695195361e-18,0,0,0.0386390155192551,0,0,0,0,0.0638462543139563,0,0,0.0242326228126561,0,0,0,0,0,0,0,0,0.23279149082054,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280189652266177,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0856205341441866,0,0,0.0933882021746143,0,0.021811089166098,0,0.052454537419472,0.00883798458279332,0,0,0,0,0.107221181490092,0,0,0,0.282859092468566,0.0416128118975446,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.477242192040753,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113102946228845,0,0,0.158601635733023,0,0,0,0,0,0,0,0,0.0802487147343597,0,0,0,0,0.131483904759179,0,0,0,0,0,0,0,0,0,0,0,-0.00455267889775052,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0.0407251565377193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299598738427016,0.0417438260604844,0.11488567738805,0,0,0,0,0,0,0.0673078987023199,0,0,0,0,0,0,0,0,0.295895250500091,0,0,0.0542998878211526,0,0,0,0,0,0,0,0,0
