,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X600188.SH,X002466.SZ,X600362.SH,X600795.SH,X300072.SZ,X600547.SH,X002460.SZ,X601992.SH,X600886.SH,X600176.SH,X600516.SH,X600111.SH,X000786.SZ,X000898.SZ,X000709.SZ,X002271.SZ,X600027.SH,X600352.SH,X600299.SH,X000792.SZ,X000553.SZ,X600489.SH,X601699.SH,X000825.SZ,X601158.SH,X000408.SZ,X600219.SH,X000883.SZ,X000630.SZ,X600583.SH,X600808.SH,X600549.SH,X002470.SZ,X002092.SZ,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.214948134970591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136889472747576,0,0,0,0,0.0038697993698445,0,0,0.0694627497830187,0,0,0,0,0,0,0,0,0,0,0.01304188786979,0,0,0,0,0,0.162124102040731,0,0,0,0,0.0527868200918907,0,-0.0144266610567755,0.0109620093498931,0,0,0,0,0,0
X600028.SH,0.379468249229101,0,0.041275632223298,0,0,0,0,0,0,0,0.251366046485665,0,0.025020438851022,0,0.00234986356081186,0,0,0.11837327893896,0,0,0,0,0,0,0.157849497974496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00922593232194741,0.0145700098776804,0,0,0,0,0,0
X601088.SH,0,0,0,0.0144415136200845,0.0609293263107322,0,0,0,0,0,0,0,0.156113131252715,-0.033761225653274,0,0,0,0.087716963439875,-0.0335060740890867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37244376700685,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130482671482942,0,0,0,0,0,0,0
X600019.SH,0,0.107873253975589,0,0,0.206399640256078,0,0,0,0,0,0,0,0.252273907125639,0,0,0,0,0.0490617230347803,0,0,0,0,0,0,4.33680868994202e-19,0.0276237848867489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250661120160337,0,0.0127047118519361,-0.013961640355494,0,0,0,0,0,0
X600585.SH,0,0,0.0105312714945202,0.315273316226649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196110828391192,0,0,0.124924829493901,0,0,0,0,0,0,-0.133956899177336,0,0,0.250318801628959,0,0,0,0,0,0,0,0,0,0,0,0.041547502723163,0,-0.00881974833471033,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0374776479241535,0,0,0,0,0,0,0,0,0,0,0.0210266980347903,0,0.0374936456592938,0.0496932274616222,0,0,0,0,0.085322693703051,0.116933542022481,0,0,0.0884205680147517,0.0465424014567721,0,0,0,0,0,0,0,0,0.0326441355087207,0,0,0,0.0381114722062736,0,0,0.00646027021674038,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.055000444904197,0,0,0,0,0,0,0.0770479669511721,0,0,0.0106141994557514,0.0412665418986997,0,0,0,0,0,0.173769743724009,0,0,0,0,0,0,0,0,0,0,0,0,0.131000370438668,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0.256886285585049,0,0,0,0,0,0,0,0,0,0,0.312083459858289,0,0,0,-0.349936276618459,0,0,0,0,-0.0306306107203849,0,0,0,0,0,0.148200172378304,0,-0.0961020281223245,0.132220204109624,0,-0.00178655556929769,0,0.0307779391180054,0,0,-0.42848534334055,0,0,0,0,0,0,-0.427357086863542,0,-0.199675503596921,0,0.151351772581662,-0.260548615211277,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.111698998053139,0,0.232090639898589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990506839893856,0,0,0.112310200324788,0.027231812006258,0,0,0,0,0,0.0900181706009548,0,0,0,0.00846619573163367,0,0,0.00134964239099452,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421017524493161,0,0,0.165414588412942,0,0,0.0741922264529596,0.0790385534641439,0,0,0,0,0,0,0.00205765249497679,0,0,0,0.0231442993433372,0,0,0.0434109391356858,0,0,0,0,0.0174222050235285,0,0,-4.33680868994202e-19,0,0,0.00154800726517738,0,0,0,0,0,0,0
