,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X600010.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600188.SH,X600886.SH,X600362.SH,X600111.SH,X600027.SH,X600688.SH,X600583.SH,X601992.SH,X600309.SH,X600352.SH,X000792.SZ,X000709.SZ,X601158.SH,X000898.SZ,X600157.SH,X600660.SH,X600547.SH,X600489.SH,X002353.SZ,X600008.SH,X000027.SZ,X000539.SZ,X000629.SZ,X600021.SH,X600808.SH,X000831.SZ,X000630.SZ,X000825.SZ,X600549.SH,X600219.SH,X600578.SH,X600307.SH,X002470.SZ,X600315.SH,X000060.SZ,X601699.SH,X600098.SH,X002075.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.433952175034165,0,0,0,0,0,0,0,0,0,0.0687488882164524,0.204213140247304,0,0,0,0,0,0,0.0585129565134824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313156779023702,0,0,0,0,0,0
X600028.SH,0.566619172842095,0,0,0,0,0,0.00932581898744407,0,0,0,0,0,0.0290752741437918,0,0,0,0,0.0361603489083101,0,0,0,0,0,0,0.0509953442610854,0,0,0,0,0,0,0.0261277053888512,0,0,0,0,0,0,0,0,0,0.0112665678148989,0,0,0,0,0,0.0647977468814699,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.169159855351553,0,0,0,0,0,0,0.0574873549685556,0,0,0,0.146459971678633,0,0,0,0,0,0,0.00261109062522964,0,0,0.00444786807640737,0,0,0.0414565949352876,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.518269841489689,0,0,0,0,0.0250397154115503,0,0,0,0,0,0
X600585.SH,0,0,0.019054096872799,0,0,0,0,0,0,0,0.00439559830944466,0,2.16840434497101e-19,0,0,0,0,0.269197536027795,0,0.0327108464136331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155793697453752,0,0,0,0,0,0,0,0,0,0.183050293781742,0.0976265948449088,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0965713519432752,0,0.0872306554254728,0,6.93889390390723e-18,0.00389846320121055,0.0183246837736148,0,0,0.290095403275667,0,0,0,0,0,0,0,0,0.173515208664143,0,0,0,0,0,0,0.0848233437176236,0,0,0,0,0,0,0,0,0.0106965490958397,0.0551004531507289,0,0,0,0,0.0481791572556975,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0685287294183549,0,0,0,0.0391989967805241,0,0,0,0.0940883479510179,0,0.112140095417115,0,0,0,0.185843753491474,0,0.223825057768488,0,0,0,0,0,0,0,0,0,0.0539645334399761,0,0,0,0,0,0,0,0,0,0,0,0.0764825933269968,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.440364830975145,0,0,0,0,0,0,0.073510201840769,0,0,0,0,0,0,0,0,0,0.0643045903390708,0,0,0,0,0,0,0,0,0,0.0358716880762937,0,0,0,6.93889390390723e-18,0,0.122852660133942,0,0,0,0,0,0,0,0,0,0.0440519253919436,0,0,0,0.0577625838566947,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0484330170997596,0,0.054230135524597,0,0.0154337715600175,0,0.0424817760818493,0,1.73472347597681e-18,0,0,0,0,0.0395241174969625,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0358203870232208,0,0.224795711793527,0,0.0045683871573665,0,0,0,0,0,0,0,0,0,0,0,0.115000242092339,0,0,0,0.0116604934889569,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.262282899288154,0,0,0.0668190541465969,0,0,0.383219499305653,0,0,0,0,0,0,0.00122672110911487,0,0,0,0,0,0,0,0,0,0,0,0,0.055136948897319,0,0,0.0321006744044446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.112214763520751,0,0,0.0721700241741825,0,0.121930002427838,0,0,0,0,0.149061232426316,0,0,0,0,0.105629345075844,0,0,0,0,0,0,0,0,0,0.0280603656821577,0.201702622659179,0,0,0,0,0,0,0.0337264872048404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
