date,name,lambda
2014-10-15,X002049.SZ,0.0609019629985449
2014-10-16,X000800.SZ,0.0653435397292727
2014-10-17,X000800.SZ,0.0692294259925917
2014-10-20,X000800.SZ,0.0743697887921599
2014-10-21,X002294.SZ,0.0634807345193497
2014-10-22,X002294.SZ,0.0651579501869536
2014-10-23,X002049.SZ,0.0673708733322625
2014-10-24,X002456.SZ,0.0574626357526561
2014-10-27,X002456.SZ,0.0669650718708199
2014-10-28,X600031.SH,0.0589461333949833
2014-10-29,X000800.SZ,0.0526987681842251
2014-10-30,X002294.SZ,0.0825289427814098
2014-10-31,X002294.SZ,0.0791096218823905
2014-11-03,X002294.SZ,0.0789008506352324
2014-11-04,X002294.SZ,0.0774630314102891
2014-11-05,X002049.SZ,0.0565917848109647
2014-11-06,X002049.SZ,0.0573288193915154
2014-11-07,X002294.SZ,0.0764490791507529
2014-11-10,X002294.SZ,0.0771997895240173
2014-11-11,X600271.SH,0.0595505113536789
2014-11-12,X600271.SH,0.0691226061667825
2014-11-13,X600271.SH,0.073032688060759
2014-11-14,X000157.SZ,0.0649107708058755
2014-11-17,X000157.SZ,0.0671279533423129
2014-11-18,X600104.SH,0.0667714653586442
2014-11-19,X000063.SZ,0.0682546770047424
2014-11-20,X000063.SZ,0.0632847122952158
2014-11-21,X600089.SH,0.0580621316947564
2014-11-24,X600271.SH,0.0701971143413554
2014-11-25,X000063.SZ,0.0688103048823898
2014-11-26,X600271.SH,0.0777046464654691
2014-11-27,X002294.SZ,0.0730970083420088
2014-11-28,X002456.SZ,0.0645893039906999
2014-12-01,X002456.SZ,0.0799229879531036
2014-12-02,X002456.SZ,0.060756216662169
2014-12-03,X000063.SZ,0.0621245068584799
2014-12-04,X000063.SZ,0.0627041858690209
2014-12-05,X000063.SZ,0.06050690313689
2014-12-08,X000063.SZ,0.0595465175099473
2014-12-09,X600177.SH,0.0796338111262084
2014-12-10,X000063.SZ,0.0785836868435394
2014-12-11,X600703.SH,0.069267251504318
2014-12-12,X000625.SZ,0.0656020443429285
2014-12-15,X000625.SZ,0.0694026968002094
2014-12-16,X000625.SZ,0.0987633106403556
2014-12-17,X000625.SZ,0.0935954662746656
2014-12-18,X000625.SZ,0.0630248997791808
2014-12-19,X000858.SZ,0.0600018241559146
2014-12-22,X002465.SZ,0.0637168417215582
2014-12-23,X002465.SZ,0.0684528786682784
2014-12-24,X000100.SZ,0.0558063660284119
2014-12-25,X002294.SZ,0.0635684325085441
2014-12-26,X600372.SH,0.0618077312359335
2014-12-29,X600252.SH,0.107994560026111
2014-12-30,X002465.SZ,0.0746820673902787
2014-12-31,X000157.SZ,0.0728117724139283
2015-01-05,X000157.SZ,0.0715076806285166
