,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601600.SH,X601898.SH,X601991.SH,X600188.SH,X002466.SZ,X600688.SH,X600660.SH,X600362.SH,X600547.SH,X600795.SH,X300072.SZ,X002460.SZ,X601992.SH,X600886.SH,X600111.SH,X600516.SH,X000786.SZ,X600176.SH,X000898.SZ,X000792.SZ,X000709.SZ,X600027.SH,X600352.SH,X002271.SZ,X600299.SH,X000553.SZ,X000408.SZ,X600489.SH,X601158.SH,X000825.SZ,X601699.SH,X600219.SH,X002470.SZ,X000883.SZ,X600549.SH,X000630.SZ,X600583.SH,X600808.SH,X600426.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.310328380549368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139177060772778,0.0182960876987837,0.044325445123555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164877916560891,0,0.0594170357674026,0,0,-0.00992875861313569,0.0117671106421199,0,0,0,0,0,0
X600028.SH,0.372207809434034,0,0.160875347169262,0,-6.93889390390723e-18,0,0,0,0,0,0.00453956272880357,0,0.0240622634102246,0,0,0.161436522369429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408153843137444,0,0,-0.149328580584404,0,-0.0202786422298913,0.00562241161454327,0,0,0,0,0,0
X601088.SH,0,0.0511630908556927,0,0.244243041121907,0.0200831023156981,0,0,0.0301868846698265,0,0,0,-0.0465463362879939,0,0.0142756584258791,0,0,0,0,0,0,0,0,-0.0427465102063647,0,0,0,0,0,0,0,0,-0.137023072276304,0,0,0,0,0,0.38674405004408,0,0,0,0,0,0,0,0,0,0,0,-0.000901593316552182,0,0,0,0,0,0
X600019.SH,0,0,0.168885721691189,0,0.18760339261125,0,0,0,0,0,0.0418528096431708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411679036155878,0,0,0,0,0,0,0,0,0,0,0,0.152760199656723,0,0,0,0,0,0,0,0,0,0,0.00701731417367543,-0.0485247192595988,0,0,0,0,0,0
X600585.SH,0,0,0,0.423891686798459,0,0,-0.0223929777411782,0,0,0,0.111602706549844,0,0,0,0,0,0,0,0,0,0,0,0,0.0621901333605979,0.149749125981475,0,-0.182779337871053,0,0,-0.061155792033648,0,0.260411686967363,0,0,0,0,0,0.190827358682346,0,0,0,0,0,0,0,0.0324611455622384,0,0,-0.057109948550394,0.0677307317683146,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0510525087165752,0,0,0,0,0,0,0,0,0.0690680793686891,0,0.0532801714117584,0.0114219971593674,0,0,0,0.000899424647051486,0,0,0.150274334773806,0,0,0,0,0,0,0.0121087310300605,0,0,0.0981712679554132,0,0,0,0,0.151047381148469,0,0,0,-0.00271607663328402,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.157651741847583,0,0,0,0,0,0,0,0,0,0,-0.0419755631017708,0,0,0.0246364399152954,0,0,0,0.135350940051221,0,0.059954009861689,0,-0.029450217707878,0,0,0.0367443996997269,0,0,0.123647856144478,0,0,0,0,0.224644540762405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,-0.128646752414646,0,0,0,0.234707470209309,0,0,0,0,0,0,-0.261542132028082,0,0,0,0,-0.0807718815712559,0,0,0,0,0,0,-0.0931346369692524,0.493534553036905,0,-0.162242039355861,-0.269613647231425,0,0,0,0,0,-0.432198057766785,0,-0.092864692358927,0,0,0,0,0,0,0.176271071800537,-0.309449691745739,-0.469724131088647,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0803772571129279,0,0,0,0.27760071997777,0,0,0,0,0,0,0,0,0,0,0,0.0772068569632565,0,0,0.0535194305778732,0,0,0,0,0,0,0,0.0815034583030437,0,0.0609911690306795,0,0.0566234921954622,0,0.0839938662631496,0.0161825960001086,0,0,0,0,-0.00355232077066793,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0307807884457276,0,0,0,0,0.0473494964518596,0,0,0,0,0,0,0.0252927587537579,0.127643031103434,0,0,0.00826264702689905,0,0,0,0.0184410850359748,0,0.0580198037810883,0,0,0,0,0.0828579322891708,0,0,0.0358896228844039,0.0303790308305723,0,0,0,0.068187804230628,0,0,0.00754974854426304,0,0,0,-0.0161772994072364,-0.00389648856151977,0,0,0,0,0,0
