,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002460.SZ,X002271.SZ,X600011.SH,X600886.SH,X600660.SH,X601898.SH,X600801.SH,X600010.SH,X600362.SH,X601600.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X000786.SZ,X600688.SH,X600795.SH,X600111.SH,X600027.SH,X601992.SH,X600176.SH,X600299.SH,X600529.SH,X002466.SZ,X600126.SH,X600315.SH,X600426.SH,X002353.SZ,X002075.SZ,X000723.SZ,X600612.SH,X600486.SH,X002080.SZ,X600219.SH,X600516.SH,X002409.SZ,X601158.SH,X000959.SZ,X000932.SZ,X000898.SZ,X000883.SZ,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.00560653691693907,0,0,0,0,0,0,0,0,0,0,0.0795014444104822,0,0,0,0,0.181806103033954,0,0,0,0,0.0102889826557881,0,0,0,0,0,0,0.0778019531073824,0,0,0,0,0,0,0.0270056482318242,0,0,0,0,0,0,0.0106699294011093,0.00522560476693015,0.00348442417591041,-0.0140918808521829,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0546535710081813,0,0,0,0,0,0.0409616682021836,0,0,0,0,0,0,0,0,0,0,0,0.123698800871254,0,1.38777878078145e-17,0,0,0,0.0342601841462532,0,0,0.0909842044569128,0,0.0571324333106491,0,0,0,0,0.0434494628394519,0,0,0,0,0,0,0,-0.00222381900917878,0.00657797655002036,-0.00901195166175196,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0961106472846116,0,0.137457313808539,0,0,0,0,0.296527883089846,0,0,0,0,0,0,0,0.0211065523929463,0,0,0,0.143682917679651,0,0,-0.0151238759847569,0.0183704285976103,0,0.0533929556951734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282936044037455,0,-0.00256059038507696,0.0019122986021658,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0829933098541333,0,0,0,0.00455000976095951,-0.0589289198333445,0,0,0,0,0,0,0,0,0.0704023140084527,0.0706925881770618,0,0,0,0,0,0,0,0,0.357777881882317,0,0,0,0,0.0689218908473234,0.0107758253458098,0,0,0.089862943486197,0,0,0,0,0,0.0105370196513149,0,0,0,0,0,0,-0.0576997193497522,0.00544847692743251,-0.0161052764988118,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.123476706044515,0,0,0,0,0,0,0,0,0,0,0,0,-0.0502702613113209,0.101804727618098,0,0,0,0,0,0.013031721062631,0,0,0.00262854524541618,0,0.00855433180696136,0.31872182552459,0.0429311813859886,0,0,0.0100212210569555,0,0,0,0,0.103928968082044,0,0,0,0,0,0,0,-0.00653692807453166,0.00254935888310814,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.140972550649912,0,0,0,0,0,0,0,0,0.503729652286378,0,0,0,0,0,0,0,0,0,0,0,0,0.00922034749664535,-0.00772106546003848,0,0,0,0,-0.10009364209887,0,0,0,0,0,-0.032770660332196,0,0,0,0,0,0,-0.0203849943611947,-0.0231263113039101,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0668436348513579,0,0,0,0,0.0960978653633265,0,0,0,0,0,0,0,0,0,0,0,0,0.00714479798646978,0,0,0,0.118535038074419,0,0.102210403728657,0,0,-0.0579330555506384,-0.0171449023887624,-0.0347898832883814,0,0,0.0332772598449489,0.118522068321061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00420098279555128,0,0,0,0,0,0
X000708.SZ,0,0,0.0455588371795368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291755475712122,0.2392036632945,0,0,-0.234364201918824,0,0.17983231020108,0,0.00728047799892213,0.0177855824760585,-0.00295683065367916,-0.0651954105738358,-0.263591531836585,0,0.0827765647241403,0,0,0,0,0,0,-0.0258984325442368,0,0,0,0,0,0,-0.143021593862359,0,-0.0115165482947099,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14447198419816,0,0.130050038131461,0,0.0778585162536077,0,-0.0271558262227018,0,0,0,0,0.197766459373544,0,-0.0366965949915646,0.109694405643324,0,0.00226608954690738,0,0,0,0,0,-0.00768501655763471,-0.000135313540226675,0,0,0,0,0,0
X002271.SZ,0,0,0.408691985535874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0188635187809499,-0.156365739362669,0,0,0,0.168659490453092,0.025014602089622,0.049540018030004,0.0675546630905378,0,-0.0252324158434552,0,0,0,0.188669924190332,0,0,0,-0.0109750215764802,0,0,0,0,0,0,0,-0.00182665287585845,-0.00914530121006417,0,0,0,0,0,0
