,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002466.SZ,X002460.SZ,X600188.SH,X600585.SH,X000792.SZ,X600019.SH,X601898.SH,X600111.SH,X600660.SH,X002271.SZ,X000301.SZ,X600011.SH,X000708.SZ,X000877.SZ,X600010.SH,X600547.SH,X600886.SH,X601600.SH,X600795.SH,X600176.SH,X000629.SZ,X600426.SH,X600362.SH,X000408.SZ,X000786.SZ,X600096.SH,X601991.SH,X300073.SZ,X000983.SZ,X600803.SH,X000723.SZ,X002080.SZ,X600348.SH,X600027.SH,X600160.SH,X600141.SH,X600219.SH,X601699.SH,X600378.SH,X002407.SZ,X600157.SH,X600801.SH,X000155.SZ,X002353.SZ,X600549.SH,X600399.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0409758538387095,0,0,0,0.0124919481319663,0.0454640910810267,0,0,0,-0.00804749382699355,0,0,0,0,0,0.0827144000200626,0,0,0,0,0,0,-0.139984989082362,0,-0.0524905407562577,0,0.222907413291543,0,0,0,0.0775174971360196,0,0,0,0,0,0.0193108029878471,0,0,0,0,0,0,-0.0190269734320363,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.111524110371748,0,0.168542904742166,0,0,0,0,0,0,0,-0.0782212994920207,0.0365815333837671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373217423131862,0,0.0789505390388377,0,0,0,0,0,0,0,-0.0181769577524708,0,0,0,0,0.00789513352577913,0,0
X600028.SH,0,0,0,0.0382367500361371,0,0,0,0,0,0,0,0,0,0,0,0.0104724983732681,0,0,0,0,0,0.0964501876274627,0.0320006630915755,0,0.0229901807249744,0,0,0,0,0,0,0,0.0314180237297011,0,0,0,0,0,0,0,0,0,0,0,0.0924007077785538,0,0,0,0,0.0476776067646567,0,-0.00604861329243411,-0.0129697474570792,0,0,0,-0.00202397349575586,0,0
X600309.SH,0,0.0402679337360181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181183985489161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645361922676675,0,0,0,0,0.0493084832385327,0.0653213868466733,-0.0115320491013193,0,0,0,0.114131644817246,0,0.0144382526070509,0,0,0,0,0,0,-0.0111670642953956,0,0
X002466.SZ,0,0,0,0,0,0.498554223175247,0,0,0.0457772702987561,0,0,0,0,0,0.0240981130327655,0,0,0,0,0,0,0,0,0,-0.0527553580184861,0,0,0.072297834450388,0,0,0,0,0,0,0,0.17880214554391,-0.0571373823415114,0,0,0.248776479468868,0,0,0,0.0348360966109851,0,0,0.0568340089972161,0,0,0.0613229340951525,0,-0.0183590103838644,0,0,0,0,0.0602246138978752,0,0
X002460.SZ,0,0,0,0,0.139882713614197,0,0,0,0,0,0,0.0782213524364908,0,0,0,0,0,0,0.188952051866446,0,0,0.0801927846568249,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0861018390199176,0,0,0.0135232483986747,0.0164827627235699,0,0,0,0.0183263443384302,0,0.108464844443251,0,0.133034674159193,0,0,0,0,0,-0.0178003337787892,0,0.000281188824581768,0,0,0,0,0.055187226273382,0,0
X600188.SH,0.103630485601712,0,0,0,0,0,0,0,0,0,0.319605702243743,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04414704475097,0,0,0,0,0,0,0,0.091158216367002,0,0,0,0,0,0,0,0,0.291377994167423,0,0,0,0.0621263575668758,0,0.0784422299238959,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.0131188867844612,0,0,0,0,0,0,0.189370263776535,0,0,0,0,0,0,0,0.0373354057059679,0,0,-0.0139338270538081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382281841076979,0,0,0.0183705135718414,0,0,0,-0.0466847869659726,0,0,0,-0.00355712544699495,0,0
X000792.SZ,0,0,0,0,0.197385750644395,0.201289191505773,0,0,0,0,0,0,0,0,0,0.0965194667997814,0,0,0.0405267850134371,0,0,0.00867178634847021,0,0,0.0890553716669692,0,0,0,0.0279908270776427,0,0,0,0,0,0,0.0491661099310727,0.0574291127849986,0,0,0,0.0328814658504928,0,0,0,0,0,0,0,0,0,0,-0.0590275012934947,0,0,0,0,-0.0146597979411875,0,0
X600019.SH,0.0354142236539667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0947548097437058,0,0,0.0498263501911805,0,0,0.0836038957652447,0,0,0.0524280357650846,0,0,0,0.0970305045031554,0,0,0,0.0533466336088706,0,0.0858064457313786,0,0,0.0305961404275544,0,0,0,0,0,0,0,0,0,0,0,-0.00507579923076778,0,0.0347572742286196,0,0,0,0,0.0122598522424649,0,0
