,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002460.SZ,X600585.SH,X002466.SZ,X600188.SH,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600111.SH,X002271.SZ,X600660.SH,X000877.SZ,X600010.SH,X000301.SZ,X000708.SZ,X600886.SH,X600547.SH,X601600.SH,X600795.SH,X600176.SH,X600362.SH,X000408.SZ,X600426.SH,X000629.SZ,X000786.SZ,X600096.SH,X601991.SH,X000983.SZ,X300073.SZ,X600803.SH,X600027.SH,X000723.SZ,X600141.SH,X002080.SZ,X601699.SH,X600219.SH,X600801.SH,X002192.SZ,X600157.SH,X600486.SH,X002353.SZ,X000959.SZ,X300037.SZ,X600399.SH,X600378.SH,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0856853137359366,0,0,0,0,0.0416668970507292,0,0,0,0,0.0276054407711462,0,0,0,0.0377376973047639,0.0493447057467369,0,0,0,0,0,-0.146761574321614,0.149241960311357,0,0.157135592124059,0,0.0638435599219935,0,0,0,0,0,0,0,0,0,0,0.0535944715001285,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0546589910201785,0,0,0.108785849923332,0.233831748528959,0.0930370167624124,0,0,0,0,0,0,0,0,-0.132948234501831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170277112693052,0,0,0,0,0,0,0,0,-0.0454570572199989,0,0,0,0,0.0352312164831464,0,0,0,0.0834122929490412,0,0
X600028.SH,0,0.0816060053024585,0,0.0204187218196359,0,0,0,0,0.003280264089795,0,0,0,0,0,0,0,0,0,0,0,0,0.118711065743483,0.017261797447171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956476256475686,0,0.0100905482702762,0,0,0.05247565025196,0,0,0,-0.00400402224371632,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.0437963965049654,0,0,0.101716081998526,0,0,0,0,0.19496309211521,0,-0.00356920848334885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00114251652721018,0,0,0.0649281417293314,0,0,0.0780767595090845,0,0,0.0344426474705277,0,0,0,0,0,0,0,0,-0.0353299511725527,0,0
X002460.SZ,0,0,0,0,0,0,0.0892419424137021,0,0,0,0,0,0.0127900559872979,0,0,0,0.0909309790990645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102718336488264,0,0,0,0,0.100910720982472,0.118471141071328,0,0,0.147349313232287,0,0,0,0.204545031349669,0.150012631395554,0,0,0,0,0,-0.106955563177708,0,0,0,0.038632910524832,0,0
X600585.SH,0,0,0,0.0770227604564914,0,0,0,0,-0.0369246687843164,0,0,0,0.0152256188179218,0.156800805073322,0,0,-0.00812705826505133,0,0,0,0.0794135792862424,-1.73472347597681e-18,-0.0110426557924805,0,0,0,0,0,0,0,0,0,0,0,0,0.0257433202541532,0,0,0,0,0.425702011483647,-0.0327615802886962,0,0,0,0,0,0,0,0,0,-0.000495878231202437,-0.0203739701468501,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.680023748394911,0,0,0,0,0,0,0,0.141525459066704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131078704247748,0,0.0761600586209874,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0.140718457255899,0,0.0773920359469313,0,0,0,0,0,0,0,-0.0138373309455562,0,0,0,0,0.01803843869367,0,0
X600188.SH,0,0.324295137282758,0,0,0,0.0263901080251745,0,0,0.00958397885096335,0,0,-0.210706252340844,0,0,0,0,0,0,0,0,0,0,-0.0356386279910893,0,0,0,0,0,0,0.0856221508027657,0,0,0,0,0,0,0,0,0.453474573183928,0,0.129567700865808,-0.0277933997245187,0.0471737692862466,0,0,-0.0290355543445343,0,0,0,0,0,0.0657197462559423,-0.0978965088744395,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.125543897189805,0,0,0.169330305699973,0,0,0,0,0,0,-0.011037501274279,0,0,0,0,0,0,0.0338748128049622,0,0,0,0.417167808095112,0,0,0.0180445235440069,0,0,-0.0199715987042321,0,0,0,0,0.0523339211900965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283185450875875,0,0
X600019.SH,0,0,0,0,0,0,0,0.00255981944720426,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0743336145025292,0,0,0,0,0,0.0330498489844823,0.0891785594985626,0,0,0,0,0,0,0,0,0,0.0798649389180933,0,0,0,0.036336385728013,0,0,0.159556505568745,0,0,0,0,0,0.0181983603617944,0,0,0,0,0,0,0
