,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600547.SH,X601991.SH,X600660.SH,X600688.SH,X601600.SH,X600886.SH,X600795.SH,X600188.SH,X600362.SH,X600027.SH,X000898.SZ,X002466.SZ,X601992.SH,X600176.SH,X600111.SH,X002460.SZ,X600516.SH,X600299.SH,X000709.SZ,X000629.SZ,X600352.SH,X600808.SH,X600219.SH,X600801.SH,X600489.SH,X601158.SH,X000786.SZ,X000825.SZ,X300072.SZ,X000553.SZ,X600583.SH,X000883.SZ,X000792.SZ,X600339.SH,X601699.SH,X000408.SZ,X002110.SZ,X000301.SZ,X000630.SZ,X002271.SZ,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.230217307469903,0,0,0,0,-0.0640435028419132,0,0.17766474468037,0,0,0,0.0780932880286089,0,0,0,0,0,0.0164341630803318,0,0,0,-0.0589452691751047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0991139438030693,0,0.0337480840698323,0,0,0.263394203402707,0,0,0,0.243881666780602,0,0,0,0,-0.0161440974946375,0.0564119476518168,0,0,0,0,0,0
X600028.SH,0.301641147456272,0,0,0.0750357571306921,0.279940763837059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127451951314894,0,0,0,0.0378809045273309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230286561899068,0,0,0,0,0,0.104837812127167,0,0,-0.0122825760298132,0.106604330360486,0,0,0,0,0,0
X601088.SH,0.317395016224761,0,0,0,0,-0.10068224479914,0,0,0,0.0368864304216906,0,0,0,0,0,0,0.0947996443593196,0,0,0.0216035810954068,0,0,0,0,0,0,-0.0567356511625043,0,0.0763286006773152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137361440535043,0.125291903398838,0,0,-0.0196734823476845,0,0,0.0117872643168201,-0.0375456386103526,-0.103784763533393,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0957768322207114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0751416185975004,0,0,0.442445899919459,0,0,2.16840434497101e-19,0,0,0,0,0,0.140419930977483,0,0,0,0,0,0,0,0.142262127879076,0,0.0120558526868904,0,0,0,0,0,0,0
X600019.SH,0,0.23609805698536,0,0,0,0,0.00976501730174234,0,0,0,0,0,0,0,0,0,0,0,0,0.488852086296819,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.00515720129155147,0.00148248761042162,0,0,0,0,0,0
X600011.SH,0,0.0685176289007152,0,0.0880247088859152,0,0,0,0.0174771316146963,0,-0.00904391177521391,0,0.00134225391015601,0,0,0.000757240601290981,0,0,0,0.702204362819399,0,0,0,0.0467827274004336,0,0.0306140834961632,0,0,0,0,0,0,0,0,-0.213696101530241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147048090662153,0.0549005383885416,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283361507796975,0,0,0.017049050711421,0,0,0,0,0,0,-0.284298245854943,0,0,-0.297760322493332,0,0,0,0.0364005354620547,0,0,0,0,0,0,0.129293594406564,0.341030275433938,0,0,0,0.0745869595728281,-0.400524044654349,-0.0819765106691639,0.230354097140132,0,0,0,-0.0800391511109247,0,0
X600010.SH,0.171626968998341,0,0,0,0,0.0120336428222838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247813286746641,0,0.0995519846354546,0,0,0,0,0.0919541883750306,0,0,0,0,0,0,0,0.00514760620480851,-0.0123763794838265,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00910615134784071,-0.0369478684022705,0,0,0,0,0,0
X601898.SH,0.209986029064504,0,0,0,0,0,0,0,0,0,0.0553684367590329,0,0,0,0,0,0,0,0,0,0.0676833052415875,0,0,0,0,0,0,0,0,0,0,0,0,0.202230668975383,0,0,0,0,0.0275526927140198,0,0,0,0.05256367387255,0,0,0.143509281209306,0.116332404352385,0,0,0,0,-0.016415971279458,0,0,0,0,-0.0633312726617992,0,0
X600547.SH,0,0,0.0158368214278222,0,0,-0.0300019413900313,0.0522888286771464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385148817470867,0,0,0,0,0,0,0,0,0.459033237734487,0,0,0.26356535088139,0,0,0,0,0,0,0,0,0,0,0,0.00621512265394938,0,0,0.0183287348177354,0,0,0,0,0,0,0
