,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X002466.SZ,X600011.SH,X000877.SZ,X601898.SH,X601600.SH,X600010.SH,X002271.SZ,X600547.SH,X000708.SZ,X600660.SH,X000301.SZ,X600886.SH,X600362.SH,X600426.SH,X600176.SH,X000723.SZ,X000983.SZ,X000807.SZ,X000408.SZ,X600219.SH,X601699.SH,X000786.SZ,X600803.SH,X600096.SH,X600795.SH,X601991.SH,X002353.SZ,X002080.SZ,X000630.SZ,X600489.SH,X600688.SH,X300073.SZ,X600157.SH,X600801.SH,X000825.SZ,X600141.SH,X000932.SZ,X600486.SH,X600378.SH,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.152036940552842,0,0,0,0,0,0,0.043490625613337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0999058548639356,0,0,0,0,0,0,0,0,0,0,0,0,0.194409057867068,0,0,0.300387793068512,0,0.0210082073141167,0,0,0,0,0,0,-0.0280810389265865,0,0,0,0.0314090725685002,0,0
X601088.SH,0,0,0,0,0,0.0789640107449796,0,0,0,0,0,0,0,0.0239298629673704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125053372077909,0,0,0,0,0,0,0,0,0,0,-0.00218887921647745,0,0,0,0,0,0,0,0.398542320668231,0,0,0.0388956158000069,0,0,0,0.0902183225032384,0,0
X600028.SH,0.0933695801723442,0,0,0,0,0,0,0,0,0,0,-0.0192864346421935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511295804247464,0,0,0,0,0,0,0,0,0,0,0,0.0377262610006243,0,0.206672392543211,0,0,0,0,0,0,0,0,0,0,-0.0116021340469276,0,0,0,0,-8.67361737988404e-19,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179177104948231,0,0.202600564573355,0,0,0,0,0,0,0,0,0,0,0,0.0240386154603779,0,0,0,0.147966211895078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00784363936510799,0,0,0,0,-8.67361737988404e-19,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133039665333646,0,0,0,0,0,0,0.00780268286661038,0,0,0,0,0,0,0,0.109652542023923,0,0,0,0,0,0,0,0,0,0,0,0.485938164027609,0.0309270610374186,0,0,0,0,0,0,0,-0.00335999573493446,0,0,0,0.0132773778852606,0,0
X600188.SH,0,0.0875696942463968,0,0,0,0,0.00728856323105404,0,0,0,0,0.0711410576423788,0,0,0,0,0,0,0,0,0.0250641887922777,0,0,0,0,0,0.5195311147718,0.0239692926135954,0,-6.93889390390723e-18,0,0,0.0945000598488515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.055719867547914,0.0981625428259904,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.0451487330081341,0,0.126797804705857,0,0.0590929967886457,0.384873568301059,0,0,0,0,0,-0.0396038874928184,0,0,0,0,0,0,0,0,0,0,0,0.075172096509198,0,0,0,0,0,0,0,0,0,0,0,0,0.241687070747784,0,0,-0.139309346546751,0,0,0,0,0,0.0294286109446911,0,-0.0373257146539026,0,0,0,-0.0142255953873354,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.336277536154902,0.22008926163221,0,0,-0.0102914279844475,0,0,0,0,0,0,0,0,0,0,0,0.316150061302105,0,0,-6.93889390390723e-18,0,0,0,0,0.0514001352667907,0,0,0,0,0,0,0,0,0,0,-0.163779196894972,0.193562466205162,0,0,0,0,0,1.73472347597681e-18,-0.0129125864926146,0,0,0,-0.053600380240413,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.143316919551657,0,0,0,0,0,-0.0113939533199655,0,0,0,0.0195405993752754,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033025800671005,0,0,0,0,0,0,0,0.233003061198551,0,0,0.315540076321767,0,0,0.0169373162083207,0,0,-0.00652072106372977,0,0,0,-0.00529329621516861,0,0
X600111.SH,0,0,0,0,0,0.054034301243154,0.154246193528874,0,0,0,0.102891579124001,0,0,0,0,0.417298071269319,-0.0712218405879564,0,0,0,0.0743836833178838,0,0,0,0,0.0905093573914406,0,0.0321813022805773,0,0,0,0,0,0.108651199527499,0,0,0,0,0,0,0,0,0,0,0,0.0494956896045502,0,0,0.0403935464062243,0,0,0.025151812579038,-0.0337485684971934,0,0,0,0.0173541642572482,0,0
