,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X601898.SH,X600688.SH,X600795.SH,X600547.SH,X601600.SH,X600188.SH,X300072.SZ,X601991.SH,X600027.SH,X600157.SH,X600362.SH,X600111.SH,X600886.SH,X601992.SH,X600489.SH,X600309.SH,X600660.SH,X600623.SH,X002466.SZ,X600299.SH,X002075.SZ,X000792.SZ,X601158.SH,X000709.SZ,X000898.SZ,X000723.SZ,X600352.SH,X000408.SZ,X600583.SH,X000883.SZ,X000959.SZ,X000983.SZ,X600549.SH,X000539.SZ,X600176.SH,X000027.SZ,X002470.SZ,X600021.SH,X000630.SZ,X600758.SH,X600126.SH,X000012.SZ,X600098.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0412020819573851,0,0.0315234034850053,0,-0.00167998008773215,0,0.011049973369904,0,0,0,0,0.0623602093025353,0,0,0,0,0.000745017027720961,0,0,0.0117634276227575,0,-0.00414798641520691,0,0,0.0560436209799149,0,0,0,0,0,0,0,0,0.0432033730012659,0,0,0,-1.0842021724855e-19,0,0,0.00527094022957239,-0.00100254323985858,-0.00893273766299155,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0182736933712827,0,0.116907749475264,0.134663073439021,0,0,0.00518547393172819,0,0.0268438179101279,0.0122451470680189,0,0,0,0,0,0,0,0,-0.00465987930366251,-0.0290255135187772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489198058689022,0,0,0,0,-0.00568955993269586,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.249946661228281,0.137501633567577,0,0,0,0.0339264754345196,0.0246898506916416,0,0,0,0,0.0217087406007513,0,0.0543033674724429,0.0586729652423019,0,0,0,0.0272799030558454,0,-0.00465853432999632,0,0,0,0,0,0,0,0,0,0.034956141454976,0,0,0,0,0,-0.0910567247022437,0,0,0.0291597671835355,0.0637973943259902,-0.0821559582217323,0,0,0.0116876990804489,0.0360668940556227,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0595702309425232,0,0,0.00243994398367542,0,0.047845099709397,0.0683171551830766,0,-1.38777878078145e-17,0,0,0,0.233531263309245,0,0,0,0,-0.0369820272046283,0,-0.23602835316181,0,0,0,0,0,0,0.239471773874078,0,0,0,-0.0611544318294986,0,0.0511057605616715,0,-0.141814667983781,0,0,0.0576506508322263,0,0,0.0294186447432825,0,0,0,0.0231437025893524,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0268070016883383,0,0,0,0,0,6.93889390390723e-18,0.0209008170450415,0,0,0,0,0.107312115156793,0.0500051323116188,0,0,0,0,0,0,0,0,0.181033457328035,0,0,0,0,0,0,0,0,0,0.10065235285606,0.0773732200278876,0,0,0,0,0,0,0.00907711483219496,0.00125717908125491,0,0,0,0,-0.0449698432103257,0,0,0,0,0,0
X600585.SH,0,0.494315920414275,0,0.0634520527676075,0,0,0,0,0,0,0,0.154672841048361,0.0179313051306668,0,0,0,0,0,0,0.21825724855251,0,-0.0368213882900334,0.16004625974649,0,0,0,-0.135239969448219,0,0,0,0,0,0,0,0,0,-0.0174626354050651,0,0,0,0,0,-0.0521306177175184,0,0,0,0,-0.091590072010959,0,0,0.0334050248622719,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.0694936773086775,0,0.153738765375378,0.119610642759473,0,0,0,0,0,0,0,0.0662932390046908,0,0,0.0505282185256703,0,0,0,0,0,0,0,0,0,0,0,0,0.0756972413690068,0.0289680168117357,-0.0594381212016884,0,0,0,0,0,0,0.046173702540635,0,0.142692267511211,0,0,0.0450483107395069,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.0252898474203706,0.00346807721995477,0,0,0,0.131438313241016,0,0,0,-0.0336582105247816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00237904794775783,0.117278921103609,0,0,0,0,0,0.232011305517933,0,0.0146209541209771,0,0,0,0,0.00917134529831349,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,-0.037089260720517,0,0,0.022609769870143,0,0.0592571762554704,0,0.155031061938706,0,0.117453030914699,0,0,0,0,-0.00580915076462699,0,0,0,0,0.0703227964826952,0,0,0,0,0,0,0,0.00469644624201226,0,0.0200749410565862,0,0.0384664897023372,0,0,0,0,-0.00834148928683655,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0576097231869863,0,0,0,0,0,0,0.105153483074734,0.546639210174994,0.099225141210198,0,0.216163287372896,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.289878687372336,0.035359996933878,0,-0.04956932782126,0,0.146859464080878,0,0,0.114816845118495,-0.237379266048847,0.0216768302357266,0,0,0.137819226975939,0.0659503395484624,0,0,0,0,0,0
